codgeo,French_nlty,Stranger,Immigrant,French_nlty_amg_Men,Stranger_amg_Men,Immigrant_amg_Men,French_nlty_amg_Women,Stranger_amg_Women,Immigrant_amg_Women,Res_Abroad_2017,taux_cumu_1_inj
200000172,91.04681291588577,8.953187084114225,13.084344000664771,90.99864877777371,9.001351222226287,12.765270166151561,91.09594878219518,8.904051217804811,13.413678427028842,0.4220712484427056,0.62
200000438,99.2363129659797,0.7636870340202865,1.256121935309262,99.23498203358123,0.7650179606114628,1.2019197797022723,99.23760084581775,0.7623991541822399,1.3072288946661612,0.09758460602144811,0.686
200000545,90.24281767569597,9.757182324304022,13.699907056709455,90.6173705106623,9.38262947776067,13.838468825436752,89.90648059462676,10.093519394977431,13.576741463130329,0.19749916804198986,0.637
200000628,92.83654751947155,7.16345248052845,10.750463640507363,93.1174877273465,6.8825122726535035,10.65661738298861,92.56859352400322,7.431406484265506,10.840699719638195,0.3858025908663237,0.592
200000800,96.73817422938073,3.26182576105456,4.607579075504961,96.2629977638769,3.7370022361230966,4.881737113096171,97.17493314268663,2.8250668573133653,4.354906819581871,0.2295519614229697,0.758
200000925,98.47393385341488,1.52606614658511,3.061610707930582,98.28446801874422,1.7155319905907376,3.436150928622857,98.65736528233442,1.3426347176655615,2.7102055358178037,0.06049797105545955,0.727
200000933,97.60365599098296,2.396344015921144,4.444307778387052,97.51041027681852,2.4895897231814748,4.463577235321954,97.6951912398316,2.3048087601684015,4.425868845098093,0.23297417295434572,0.749
200004802,92.67209814441549,7.327901855584519,9.218340800128827,92.63134553452453,7.368654465475479,8.909479367857946,92.71128895111886,7.2887110559293715,9.513303810480402,0.24089088328317704,0.583
200005932,97.87967895049343,2.1203210429526815,4.173325333041512,97.9180124968841,2.08198751650569,4.473047892503975,97.8429270236947,2.157072976305291,3.88622731476219,0.147913755506242,0.759
200005957,97.52509122062392,2.4749087793760607,4.923243204815616,97.57647274202465,2.423527273812708,4.966960289860636,97.47595322666571,2.524046788480127,4.88104892795496,0.24798043145657794,0.665
200006682,95.88771288133766,4.112287118662347,5.434000999641248,95.79393113296709,4.2060688629902865,5.283054751958293,95.97628458516705,4.023715414832934,5.577121664689566,0.23189234999144956,0.75
200006716,93.82544762299682,6.174552377003196,6.606621656259483,93.41338629107794,6.586613696830185,6.952645842280058,94.23274128795875,5.767258712041266,6.277592894669274,0.23650324004549772,0.67
200006930,NA,NA,4.100905517195683,NA,NA,4.196654170235319,NA,NA,4.013105088751904,NA,0.708
200006971,97.51577606275221,2.4842239372477812,3.7571370616949324,97.53721441639007,2.462785583609929,3.7516028712237595,97.49580338419922,2.5041966158007853,3.7623754745873876,0.14588488187740273,0.745
200007052,NA,NA,3.5493134040232293,NA,NA,4.0810887203098405,NA,NA,3.0179577034370473,NA,0.75
200007177,NA,NA,2.960667678926074,NA,NA,2.3241217466546744,NA,NA,3.55535661330996,NA,0.716
200010650,94.94487068468656,5.055129315313426,6.663672983970703,94.69795197726606,5.302048018866113,6.675937741382017,95.17142691012589,4.828573089874106,6.652441097493263,0.2911548887352069,0.692
200010700,98.45182660895887,1.5481733910411237,2.3268265180951424,98.35253059156976,1.6474694084302457,2.4401358275841596,98.54785443036911,1.4521455696308883,2.2174911284117322,0.1399528482731677,0.735
200011773,81.03530858045275,18.964691419547265,24.911460586193506,81.13104756574761,18.868952431964797,24.285274321402532,80.94300060305929,19.056999396940704,25.51859812235714,1.8694574217692437,0.536
200011781,NA,NA,3.0099719173675266,NA,NA,2.8205133001327294,NA,NA,3.1877340931018727,NA,0.723
