codgeo,Wk_Res_Municipality,Wk_Res_County-Municipality,Wk_Res_Region-County,Wk_Res_Country-Region,Wk_Dom_Com_Abroad,noTransport_toWk,Walk_toWk,Bike_toWk,Motorbike_toWk,Drive_toWk,PublicTrans_toWk,15+_Men_amg_salWF,15+_Women_amg_salWF,15+_PermanentContract_amg_salWF,15+_ShortTermContract_amg_salWF,15+_InterimContract_amg_salWF,15+_SubsidizedWork_amg_salWF,15+_ApprenticeContract_amg_salWF,15+_SelfEmployed_amg_nonsalWF,15+_Employers_amg_nonsalWF,15+_caregivers_amg_nonsalWF,taux_cumu_1_inj
200066975,26.592548539325758,31.861908290383614,0.8023446508660321,40.36544926411069,0.37774926458355784,4.431923316244943,5.918399386430433,1.1864512670379146,0.8093388471924612,80.19740230239698,7.456484880697271,49.93822778686712,50.06177221313289,NA,NA,NA,NA,NA,NA,NA,NA,0.714
200067023,29.413753566120036,66.13241836351109,2.049303530808442,2.2678714448159734,0.1366530947444541,6.581162398474954,5.177765122389488,0.829289943088066,1.4543887039369574,84.2624606774801,1.694933160048067,49.20426935525761,50.795730644742385,NA,NA,NA,NA,NA,NA,NA,NA,0.765
200067031,31.269935894403286,64.52366189782188,2.205812416097638,1.8728117735740857,0.1277780063086496,7.212432195431895,4.243542472113411,1.0479362680778948,1.79157122472246,84.91415634847814,0.7903615029706584,50.90213121385094,49.09786878614907,NA,NA,NA,NA,NA,NA,NA,NA,0.759
200067049,56.40566884393987,40.889368150320756,0.5854491391409798,1.9794747659207061,0.14003910067767622,6.779439045182277,8.982769803687455,0.21648302589349475,2.605417214639301,80.72588672421848,0.6900042216524447,53.202539338751,46.797460661249005,83.05798680720606,14.415230604437857,0.3568762033223199,1.0530007812790945,0.8374504808572805,59.347916997964084,39.136247033831786,1.5158359682041362,0.679
200067064,31.97202703635862,57.95177003292911,7.70152374126329,2.3422831543340332,0.032396035114951725,3.878331720630382,5.65861765056113,0.8581329952526807,1.1142220978575335,87.47775381030996,1.012941725388325,50.32728123995472,49.67271874082875,NA,NA,NA,NA,NA,NA,NA,NA,0.689
200067072,35.06622327218408,62.53812914145073,0.9600260369501196,1.2713071315839417,0.16431441783112538,7.073084964357017,5.294018049225275,1.719643597143034,1.2978826197122078,83.19259304290962,1.4227777266528476,48.57565696029212,51.42434303970788,NA,NA,NA,NA,NA,NA,NA,NA,0.793
200067080,30.654125552869175,65.49479101045523,1.0371407552710927,2.7200435290496627,0.0938991369598421,6.033162742316335,7.932812235845073,0.9864123557506107,0.9274615538955603,82.98534072530775,1.134810386884659,50.018403290833085,49.981596709166915,NA,NA,NA,NA,NA,NA,NA,NA,0.728
200067106,35.28553346172148,54.80567824195656,5.501293166049151,1.890855503064184,2.516639627208621,5.156400165885673,4.683487820805848,1.341875057814827,2.469140056644149,82.40326551222887,3.9458313874040964,48.17004518861607,51.82995481138393,NA,NA,NA,NA,NA,NA,NA,NA,0.728
200067114,43.89960654008468,51.983615086428635,0.8033661952697697,3.275817099947474,0.03759507450713986,3.704361132117464,8.876964808748207,1.775926505309323,1.7385826285262935,79.36372357054681,4.540441350989606,48.36715322579818,51.632846774201816,NA,NA,NA,NA,NA,NA,NA,NA,0.722
200067122,23.84277834889178,67.50044923564262,6.841375903362437,1.7278388424062503,0.0875576915199884,6.913691311602479,2.755277300909515,0.30596305069917773,0.7858408879520566,88.01550614084557,1.2237213298142846,49.42863314548654,50.571366827153795,NA,NA,NA,NA,NA,NA,NA,NA,0.651
200067130,33.388337830657335,52.11684579824218,4.325931819464838,9.984149575936557,0.18473497569909322,8.658375030044823,6.1765022211789224,0.7561566171682218,1.4364635959242809,80.90488685198343,2.0676156837003226,48.87537937569798,51.12462063440541,NA,NA,NA,NA,NA,NA,NA,NA,0.72
200067155,53.39435936210892,42.533200580636866,3.0673639506409,0.8941197627825209,0.1109563624254752,5.589085370620414,11.134957373484754,1.9356512266179704,0.8929747586424777,78.06461493752222,2.3827163145174923,49.07066663727253,50.92933336272747,NA,NA,NA,NA,NA,NA,NA,NA,0.685
200067163,51.57609108523755,39.10353444528955,8.44828826132131,0.7509609400955178,0.12112526805607719,16.679143804523388,10.149736979484123,0.8585245981494485,0.7499287429013335,70.68673473327775,0.8759311831026877,45.764797455340535,54.23520254465945,81.84518152583806,13.174711331168485,1.5646414315592987,1.5171385344770674,1.8983271769571026,66.12542603218374,33.21396267914047,0.6606112886757918,0.7
200067171,59.34114104567654,34.92844966533776,0.5861304089892715,5.072370110516344,0.0719087937052668,15.832980901721427,14.54394251695024,0.6350420769147114,0.5862769472117648,67.98812562579998,0.41363193140185184,48.05728942208243,51.94271057791758,NA,NA,NA,NA,NA,NA,NA,NA,0.76
200067189,37.60057445191571,52.82880345721042,6.979693111065237,2.257084928645835,0.3338440304211407,10.078349782613778,5.967017918276214,0.5213333877353757,0.8740435089777184,81.5025792775833,1.0566761248136283,47.915653459268086,52.08434654073192,NA,NA,NA,NA,NA,NA,NA,NA,0.702
200067197,34.586902868328764,60.150522542558384,3.125575805874325,1.400213224246941,0.7367855589915959,8.79051721813897,5.711229786882762,0.6205986497722206,0.6193128486791234,83.36572912950442,0.8926123282947287,50.546750907485894,49.4532490925141,83.20986859495008,11.842495264408857,0.8425864955185997,2.5293767943944623,1.575672850728001,75.13478005181499,22.440945129307856,2.4242748188771506,0.686
200067205,46.50504473381494,50.21294883795622,1.3091522103965525,1.857196496212786,0.11565772161950241,4.546194185006207,5.7814840092999535,2.3058074171189147,1.778102892696515,80.93124881423466,4.657162681643745,52.41241462514324,47.58758537485676,NA,NA,NA,NA,NA,NA,NA,NA,0.76
200067213,50.54980358968139,42.60951862755086,1.875391677171142,4.838114680241673,0.12717142620034216,3.8640721580134074,8.340943135826377,2.4109776229128075,0.8835858215972396,73.23671225689706,11.263709004753103,49.25938241317326,50.74061758682674,NA,NA,NA,NA,NA,NA,NA,NA,0.705
200067221,26.014200117129864,69.29530596083082,3.3258764107349097,1.2546473980173602,0.10997010775682188,5.8590473237014224,3.613194521772513,0.6593921208462845,0.8307814004592637,88.22624591049916,0.8113387227213587,51.577750571906954,48.422249434540134,NA,NA,NA,NA,NA,NA,NA,NA,0.718
