codgeo,1564_Workforce_rate,1524_Workforce_rate,2554_Workforce_rate,5564_Workforce_rate,1564_men_Workforce_rate,1524_men_Workforce_rate,2554_men_Workforce_rate,5564_men_Workforce_rate,1564_women_Workforce_rate,1524_women_Workforce_rate,2554_women_Workforce_rate,5564_women_Workforce_rate,1564_Employed_rate_amg_WF,1524_Employed_rate_amg_WF,2554_Employed_rate_amg_WF,5564_Employed_rate_amg_WF,1564_men_Employed_rate_amg_WF,1524_men_Employed_rate_amg_WF,2554_men_Employed_rate_amg_WF,5564_men_Employed_rate_amg_WF,1564_women_Employed_rate_amg_WF,1524_women_Employed_rate_amg_WF,2554_women_Employed_rate_amg_WF,5564_women_Employed_rate_amg_WF,1564_Unemployed_rate_amg_WF,1524_Unemployed_rate_amg_WF,2554_Unemployed_rate_amg_WF,5564_Unemployed_rate_amg_WF,1564_NonWorking_amg_WF,1564_Student_amg_WF,1564_Retired_amg_WF,1564_OtherInactive_amg_WF,1564_men_Unemplyed_amg_WF,1564_women_Unemplyed_amg_WF,1564_Student_amg_NW,1564_Retired_amg_NW,1564_OtherInactive_amg_NW,1564_NonWorking_amg_POP,1564_Farmers_amg_WF,1564_CraftsBusinessShopkeepers_amg_WF,1564_HihgQualWorkers_amg_WF,1564_IntermediateProf_amg_WF,1564_BlueCollar_amg_WF,1564_WhiteCollar_amg_WF,1564_Farmers_amg_EmpWF,1564_CraftsBusinessShopkeepers_amg_EmpWF,1564_HihgQualWorkers_amg_EmpWF,1564_IntermediateProf_amg_EmpWF,1564_BlueCollar_amg_EmpWF,1564_WhiteCollar_amg_EmpWF,15+_men_amg_empWF,15+_women_amg_empWF,15+_Salaried_amg_empWF,15+_NonSalaried_amg_empWF,15+_FullTime_amg_empWF,15+_men_amg_salWF,15+_women_amg_salWF,15+_men_amg_nonsalWF,15+_women_amg_nonsalWF,15+_men_amg_FullTimeWF,15+_women_amg_FullTimeWF,15+_FullTime_amg_salWF,taux_cumu_1_inj
200041572,75.33241514681389,49.86689529907354,92.51882123716958,50.03396065149734,76.72447924638155,55.721170116311995,93.52472591329133,50.149109816842106,73.86316625678404,42.779905464946154,91.46481076051761,49.91880823618624,88.77611111355061,73.59265762804755,90.33909717458715,90.09121052989248,89.0753821256264,73.6876568944205,90.88986825223675,90.95612960870942,88.44801062433403,73.44286492361168,89.74898899989266,89.22227615165707,11.223888886449386,26.407342605340393,9.660902825412855,9.908789470107536,8.455226571557157,6.190981505642681,10.572781224480417,5.711753860209799,27.344930989149244,16.77958754100261,18.69099040614022,31.919939068283256,17.244169847077135,33.12281142474327,4.8188765408389225,11.437518205679849,7.389238145495887,16.53209377670016,33.7582560458232,26.064017285461972,4.378498013674735,11.165204029013806,8.357690632114053,19.089610989900493,29.319645229024093,27.14889528110364,51.34876524768176,48.65123475231824,77.65630680717992,22.343693192820073,83.30292889945117,49.272084485106,50.727915514894,64.45158780433967,35.54841219566033,77.47145857511174,22.528541424888253,83.10463980013309,0.722
200041614,76.2541423369625,43.32123424992751,93.29607181944105,51.1598399408701,78.17239265197875,47.55840396587315,95.69291007998855,51.52939267107791,74.32309083570638,38.56080331514449,90.93382994263177,50.794559609382546,87.69332519241193,71.9232036589066,89.43846831501814,88.19497717899732,88.59491107382898,72.62017312541865,90.66898470912092,88.8801038646298,86.73871663106338,70.95745208202221,88.16224312510717,87.5079742617102,12.306674807588058,28.076796417689096,10.561531684981862,11.805022821002677,9.384349324725305,8.173442686838007,8.392839691038475,4.623119983101388,18.061983081805785,10.255726970548922,24.670665926889633,25.33289240884764,13.95439510779095,33.130206987762804,3.537982439129988,9.583842594852905,10.74406283417013,23.26794131236441,26.235995523473523,26.630175296009043,2.0326584060860777,6.792595995651133,8.771758831304176,23.70816970722173,26.183986647324936,31.413447048302505,50.166279426753135,49.83372056803427,85.68215104157812,14.317848958421877,82.53782750752164,49.76285096374912,50.237149036250884,65.64442070755217,34.355579292447814,84.66637988072523,15.333620119274766,81.55933264199349,0.688
200041622,72.11615564140003,43.42249881504661,88.72640873050923,49.62190977291026,77.38413881230184,51.700705297628986,93.90285162330207,53.861412395696696,66.79033002094236,34.578538304607896,83.59139654769028,45.30035247570429,86.75586513385983,67.17029577221115,88.97786050884955,89.36044296454219,87.74505434192893,70.50166685783653,90.3537863921873,88.80678613611428,85.59719370588351,61.8489266069533,87.44457753448397,90.03147335858155,13.244134866140167,32.82970400326533,11.02213952281519,10.639557035457818,9.551160913422569,8.412011730926812,7.518537146964399,6.5801587685786975,22.68168493836585,13.126191659239838,22.470977818223044,20.084242254891464,17.577555340953698,37.43500527202254,13.266101982281587,7.612584336996839,5.2710641545767025,15.573429431369886,25.508055098456317,32.76876499631867,7.8834385686865485,5.284500671247504,4.45779683108585,20.127112300713993,32.23761719517827,27.310964982018504,50.27300119671326,49.72699880328673,81.66269548576042,18.337304514239598,79.58198364740123,51.63403176988099,48.36596823011901,67.45547172834696,32.544528271653036,79.19175848428172,20.80824151571826,77.17400449761033,0.706
200041630,70.08192016160623,43.202133635390474,86.76153357138196,49.172553515839326,74.69444955195009,46.6314178930829,92.18228516855667,53.83113553776113,65.56974657808712,39.2987572210018,81.53666367814016,44.970894055743464,80.94958135539798,64.08964470519874,82.81865489525276,84.24575875431576,81.17248668932076,66.37929660846916,83.01062733288973,84.234730357078,80.70118115660665,60.99716954449973,82.60946081178781,84.25766518325159,19.05041864460203,35.910355294801256,17.181345107364393,15.754241245684252,13.35089918496174,9.14866168766917,8.246979910903255,7.164491348720262,12.472874284774475,7.17116212214374,21.143696694879146,19.059797797520808,16.558031898217543,43.26897902335551,0.420228591888398,5.651689153619736,10.82238182135855,27.323902414618498,25.073189453605956,30.708608566874773,0.3189157218566947,5.222187147265799,9.287947464496403,23.95768702593071,28.126366061735997,30.306997492071076,49.45008726797891,50.54991273202109,90.02630956330026,9.973690436699727,82.33809951235449,51.393368397020616,48.60663160554611,66.10655479116066,33.89344520883935,89.30434129739604,10.695658702603968,81.67778704135415,0.701
200041689,73.99192005491112,47.579820039405206,91.23466006854345,52.60328103247637,76.36188167798068,51.98866621700828,94.23020088537717,53.243685843435856,71.62097972388378,42.378032651931655,88.27963831181566,51.99933680487299,85.68659405579658,71.0509364399747,86.91492715073397,88.37046007344091,86.87567223898552,74.50491666712199,88.2063501605038,89.10901282812755,84.41828210464328,66.05156526365302,85.5551005565838,87.65728841031601,14.313405944203442,28.94906356002529,13.085072849266027,11.629539949846732,10.590763883369908,6.938664634872247,10.162006102678411,6.015614453452575,24.05181223852862,14.047797672792933,18.95869898894684,27.765921104798856,16.43662428695333,36.59884382845878,8.367709733347235,9.63996947152381,8.281051701247915,19.91534338092046,24.930249442806588,28.865676270153987,6.115764564324464,7.500672392209598,7.0165780559457485,19.182820032464786,28.708833280116863,30.402092427489276,50.010321907970074,49.98967809543989,80.70904017044495,19.290959829555042,79.09032082673482,49.3189937369795,50.68100625650632,65.34508727029689,34.65491272970313,79.16796725376028,20.832032746239726,77.58015602808796,0.718
200041721,71.58693621800234,49.57299326937195,88.76898121875044,46.758816808581365,75.61319674459064,55.50387439489676,93.35131077085806,48.15043814016295,67.44229878734056,43.33891665861756,84.02492893012766,45.36095837295624,85.860958304411,75.82424261232238,87.26350686591694,86.18420455545127,88.02887551435816,77.23193672366232,89.47008943037011,89.17688961249947,83.35892780691242,73.92925463869614,84.72548357819603,82.99324616777467,14.139041695589002,24.17575738767761,12.736493134083053,13.815795444548728,10.121706760458055,7.073130195394335,10.500087485517517,6.5013748028566125,16.529099996535866,9.192679230756541,18.35518960104228,27.24834568289186,16.87145066997017,38.53477054245572,5.382738261724486,8.317892974980007,7.848248626656924,18.06409580831936,38.14739356901331,22.23963075930591,3.8558024846610017,6.514150367850129,4.713505587354119,18.287817081446157,39.58909422436189,25.999858676477256,50.72438124116124,49.27561875883875,86.77702036562977,13.222979649740253,82.4044363409164,52.842523669182214,47.1574763308178,68.67095161460163,31.329048385398362,85.76336922457041,14.236630756777656,81.44186179556586,0.719
200041762,74.95294649308487,51.64160222672404,91.07879832482594,52.19826634359826,76.73668859765041,56.99505100688005,93.69588920486291,51.57995763420363,73.16793111087605,44.15351147569767,88.60157596441879,52.7562412823883,84.57568621821632,74.14952862622626,86.15824341410281,85.25276553684643,86.25850807729351,77.34545488061482,87.91611046827987,87.43237688786746,82.80952508645065,68.37912620407859,84.39865414605285,83.32969358269372,15.424313781783685,25.850471373773733,13.841756585897185,14.747234463153571,11.56097765578584,7.663912274901459,8.931034338479696,5.577342874160148,15.665510440033643,11.16166265726048,20.935057230583958,24.396379851149465,15.235298640815095,36.60803116270097,1.3060283600502536,7.935081402789799,10.989492598728486,25.78965460916876,21.01808604242421,32.961656990871134,1.1556996635999075,6.95170397696159,10.223880746946488,24.603857370406192,22.566203801544958,33.10463561999162,50.017839229031395,49.9821607709686,86.48540808574256,13.514591914257435,82.70007804857713,50.94335541120937,49.05664458879063,60.55733841508247,39.44266155429673,86.12036801835592,13.879631981644067,82.35101520974767,0.703
200041853,79.02064216752166,44.81477636796595,95.14587855567544,54.54763439190136,81.11664075178456,49.589369267958574,97.62998417068225,55.629843705621745,76.87305184250985,39.22343618139856,92.67223730482095,53.448467635308496,92.09364667803405,78.88828994253464,93.6858782926845,91.4283467603083,93.0055799118588,77.55842970767186,95.09692697590788,92.52392724924778,91.10768666610434,80.85721195963008,92.20560381086423,90.2701850882519,7.9063532892657085,21.111710057465363,6.314121707315508,8.5716532396917,6.247651141210734,7.951507526871829,8.2129401152792,2.896211122375629,19.557695679167683,7.515203433656911,29.204484146640485,30.164679915525323,10.637272432038824,27.22700899952901,10.766485067281252,8.896171102774831,9.02885681920892,19.20123421386303,27.482753716647267,24.62449916269863,4.566837757261884,5.516578736565613,10.675086299729886,27.625310496838257,26.140777523620862,24.840558337445348,50.60787849506573,49.39212147909432,86.15429202730262,13.84570797269739,82.11112984826731,49.08282308217136,50.917176917828634,74.25478858252276,25.74521141747724,84.70078555207866,15.299214447921344,80.72583544082687,0.687
200041861,76.69799191062972,49.02826094552885,93.60274587672802,49.84624563834984,79.06809879862497,53.040519786007636,96.2422467122502,49.72441081448199,74.29368193293702,44.907717632619715,90.88841907344465,49.96471773230546,90.17571621384246,78.89014051121376,91.48613083093473,90.49238075744101,91.72752766684195,81.6982341435385,92.96592651439663,91.9701352425824,88.50034558474132,75.4839894640811,89.8747459525653,89.0623232707128,9.824283786157533,21.109859488786253,8.513869169065277,9.507619242558983,7.535028383584412,6.767346259778615,9.796039210751497,3.790225397722752,18.396241253027537,9.359517117914994,21.945514335379947,31.76712269138772,12.291146722373696,30.837036472954694,13.642062641115507,17.532688980353083,4.936201753893281,12.940281517073316,30.5642991102484,20.38446599731641,4.329313509222253,8.315435778187915,7.740411759267449,24.01637511664803,27.860122820621115,26.878874922944323,50.3581915882559,49.641808411744094,85.85556314771326,14.144436831222297,82.99293223450438,50.327499426327726,49.67250059820703,68.86635016060183,31.133649839398192,84.90692915778398,15.093070842216026,82.07592798276946,0.703
200041879,73.3345189772383,47.85042808025804,90.04799110725541,48.313240791641704,75.55231232994298,51.667564876921745,92.82435533523831,48.84870261794578,71.08822849518792,43.808289275506226,87.26622494239705,47.77057251183099,89.71906403374335,75.46291284345571,91.10942300163842,91.50820353304779,90.32166665441281,76.46049381443245,91.47981880383605,93.53699454408202,89.07039087992717,74.21701199958406,90.7146695506499,89.40570423786465,10.280935966256635,24.5370871565443,8.890576998361587,8.491796566550457,7.539474937212189,6.583472084035948,10.147940909404651,7.3590311815375316,14.810063301174166,7.384434010383607,19.24712925150327,29.668042611367813,21.514517341138966,34.2049559599739,4.734857275464169,7.5781294901778455,6.787009283952841,22.44986768504277,28.325286519709838,30.124849745652533,2.6308266641342186,6.027060466124302,5.676380676397124,22.51199768403737,32.24098031997369,29.976720566190686,50.319182282418154,49.68081771758186,88.73054367835721,11.2694563216428,82.81522322454086,50.23141452146369,49.7685854576411,68.75657031684554,31.243429847673816,87.76371152238053,12.236288477619482,81.91284601035274,0.716
