codgeo;CS1_8-AGEREMPLOI_POP_ENS_ENS;CS1_8-AGEREMPLOI_POP_1_ENS;CS1_8-AGEREMPLOI_POP_2_ENS;CS1_8-AGEREMPLOI_POP_3_ENS;CS1_8-AGEREMPLOI_POP_4_ENS;CS1_8-AGEREMPLOI_POP_5_ENS;CS1_8-AGEREMPLOI_POP_6_ENS;CS1_8-AGEREMPLOI_POP_7_ENS;CS1_8-AGEREMPLOI_POP_8_ENS;CS1_8-AGEREMPLOI_POP_ENS_15;CS1_8-AGEREMPLOI_POP_1_15;CS1_8-AGEREMPLOI_POP_2_15;CS1_8-AGEREMPLOI_POP_3_15;CS1_8-AGEREMPLOI_POP_4_15;CS1_8-AGEREMPLOI_POP_5_15;CS1_8-AGEREMPLOI_POP_6_15;CS1_8-AGEREMPLOI_POP_7_15;CS1_8-AGEREMPLOI_POP_8_15;CS1_8-AGEREMPLOI_POP_ENS_25;CS1_8-AGEREMPLOI_POP_1_25;CS1_8-AGEREMPLOI_POP_2_25;CS1_8-AGEREMPLOI_POP_3_25;CS1_8-AGEREMPLOI_POP_4_25;CS1_8-AGEREMPLOI_POP_5_25;CS1_8-AGEREMPLOI_POP_6_25;CS1_8-AGEREMPLOI_POP_7_25;CS1_8-AGEREMPLOI_POP_8_25;CS1_8-AGEREMPLOI_POP_ENS_55;CS1_8-AGEREMPLOI_POP_1_55;CS1_8-AGEREMPLOI_POP_2_55;CS1_8-AGEREMPLOI_POP_3_55;CS1_8-AGEREMPLOI_POP_4_55;CS1_8-AGEREMPLOI_POP_5_55;CS1_8-AGEREMPLOI_POP_6_55;CS1_8-AGEREMPLOI_POP_7_55;CS1_8-AGEREMPLOI_POP_8_55;CS1_8-SEXE_POP_ENS_ENS;CS1_8-SEXE_POP_1_ENS;CS1_8-SEXE_POP_2_ENS;CS1_8-SEXE_POP_3_ENS;CS1_8-SEXE_POP_4_ENS;CS1_8-SEXE_POP_5_ENS;CS1_8-SEXE_POP_6_ENS;CS1_8-SEXE_POP_7_ENS;CS1_8-SEXE_POP_8_ENS;CS1_8-SEXE_POP_ENS_1;CS1_8-SEXE_POP_1_1;CS1_8-SEXE_POP_2_1;CS1_8-SEXE_POP_3_1;CS1_8-SEXE_POP_4_1;CS1_8-SEXE_POP_5_1;CS1_8-SEXE_POP_6_1;CS1_8-SEXE_POP_7_1;CS1_8-SEXE_POP_8_1;CS1_8-SEXE_POP_ENS_2;CS1_8-SEXE_POP_1_2;CS1_8-SEXE_POP_2_2;CS1_8-SEXE_POP_3_2;CS1_8-SEXE_POP_4_2;CS1_8-SEXE_POP_5_2;CS1_8-SEXE_POP_6_2;CS1_8-SEXE_POP_7_2;CS1_8-SEXE_POP_8_2;IRANC-AGE5_55_POP_ENS_ENS;IRANC-AGE5_55_POP_2_ENS;IRANC-AGE5_55_POP_3_ENS;IRANC-AGE5_55_POP_ENS_01;IRANC-AGE5_55_POP_2_01;IRANC-AGE5_55_POP_3_01;IRANC-AGE5_55_POP_ENS_15;IRANC-AGE5_55_POP_2_15;IRANC-AGE5_55_POP_3_15;IRANC-AGE5_55_POP_ENS_25;IRANC-AGE5_55_POP_2_25;IRANC-AGE5_55_POP_3_25;IRANC-AGE5_55_POP_ENS_55;IRANC-AGE5_55_POP_2_55;IRANC-AGE5_55_POP_3_55;IRANR_2_POP_ENS;IRANR_2_POP_1;IRANR_2_POP_2;IRANR_2_POP_3;IRANR_2_POP_4;IRANR_2_POP_5;IRANR_2_POP_6;IRANR_2_POP_7;SEXE-AGE15_15_90_POP_ENS_ENS;SEXE-AGE15_15_90_POP_1_ENS;SEXE-AGE15_15_90_POP_2_ENS;SEXE-AGE15_15_90_POP_ENS_00;SEXE-AGE15_15_90_POP_1_00;SEXE-AGE15_15_90_POP_2_00;SEXE-AGE15_15_90_POP_ENS_15;SEXE-AGE15_15_90_POP_1_15;SEXE-AGE15_15_90_POP_2_15;SEXE-AGE15_15_90_POP_ENS_30;SEXE-AGE15_15_90_POP_1_30;SEXE-AGE15_15_90_POP_2_30;SEXE-AGE15_15_90_POP_ENS_45;SEXE-AGE15_15_90_POP_1_45;SEXE-AGE15_15_90_POP_2_45;SEXE-AGE15_15_90_POP_ENS_60;SEXE-AGE15_15_90_POP_1_60;SEXE-AGE15_15_90_POP_2_60;SEXE-AGE15_15_90_POP_ENS_75;SEXE-AGE15_15_90_POP_1_75;SEXE-AGE15_15_90_POP_2_75;SEXE-AGE15_15_90_POP_ENS_90;SEXE-AGE15_15_90_POP_1_90;SEXE-AGE15_15_90_POP_2_90;SEXE-AGE3_B_POP_ENS_ENS;SEXE-AGE3_B_POP_1_ENS;SEXE-AGE3_B_POP_2_ENS;SEXE-AGE3_B_POP_ENS_00;SEXE-AGE3_B_POP_1_00;SEXE-AGE3_B_POP_2_00;SEXE-AGE3_B_POP_ENS_20;SEXE-AGE3_B_POP_1_20;SEXE-AGE3_B_POP_2_20;SEXE-AGE3_B_POP_ENS_65;SEXE-AGE3_B_POP_1_65;SEXE-AGE3_B_POP_2_65
200058485;219433182984;27715835;6510560933;31857249423;4114266939;38462278561;19317626375;4654522714;35569855326;32902322936;3.61325;257.48258;658.572182;3375346802;4868738269;2469855652;0;21268714203;113100733011;14848646;4782320098;25204733536;31494565882;27999260724;13859390947;211409765;9534203414;73430127036;9253939;1470758256;5993943706;6272756707;5594279569;2988379777;46333817374;4766937709;219433182984;27715835;6510560933;31857249423;4114266939;38462278561;19317626375;4654522714;35569855326;103897863327;21545599;5082555704;18157424165;18314966338;11259866151;16521336168;20528139095;14012030106;115535319657;6170236;1428005229;13699825258;22827703052;27202412411;2796290208;26017088044;2155782522;26711446884;8518143086;18193303798;6095569018;2357778061;3737790957;3645224011;107690765;2568316361;14540313577;4128719372;10411594205;2430340277;954738003;1475602274;274246096947;247534650063;8518143086;9552143566;6213207078;151377732;85.670135;828.505698;278166;13397368216;14419231784;58981124098;30245181194;28735942904;4984963764;24539764397;25309873243;58789562631;28254587372;30534975259;5477720663;26482109214;28295097417;3664290541;17312648428;19330256982;16472590568;6420665488;10051925081;2652973023;718726068;1934246955;278166;13397368216;14419231784;76441948255;39119161212;37322787043;160675803083;77405244392;83270558691;41048248662;17449276556;23598972106
200058519;26810243499;97830682;8824266121;61899041556;4081580695;36677974484;15768992801;58854373438;45164148957;38603949546;0;186.112294;1460.199227;3136973494;4397720179;1868254073;0;27554690279;134076621287;27243418;6127216879;49058975376;30832505483;26205589991;113115428;205961109;10307586229;95421864157;70587264;2510936948;11379866953;6846327973;6074664315;2589195928;58648412329;7301872449;26810243499;97830682;8824266121;61899041556;4081580695;36677974484;15768992801;58854373438;45164148957;126177118847;59326795;647465752;35512153021;16996195894;10630237299;13082944434;25861159646;17560444237;141925316144;38503887;2349608601;26386888535;23819611056;26047737185;2686048367;32993213792;2760370472;34030523512;10385067696;23645455816;7655473971;2817021376;4838452595;479362102;1137705661;3655915359;1851731993;5272911131;132444088;3064108591;1157429529;1906679062;331035899819;297005376307;10385067696;7613649054;9514382355;3021886746;156.113519;3339.424142;335109;160511474003;174597525997;67126753035;3455066368;32576089355;56662919497;28316093294;28346826203;67303910244;3228827115;35015639094;70159275744;33631658041;36527617703;45728892078;2105105141;24677840668;24392708982;9635927533;14756781449;373454042;1037808895;2696731525;335109;160511474003;174597525997;88800408962;45546519667;43253889295;190422065111;91511629911;989104352;55886525927;23453324425;32433201502
200058782;178878818708;40041596;3791538253;31645907889;32658225952;31131097081;15451311432;33736395313;30424301192;28972644362;0;121.116411;1005.889866;2939817447;4279703898;2032177127;0;18593939613;93485055231;1799131;2787327239;24978341268;24714655715;22246934588;1113108774;129464722;7479252649;56421119115;22050286;883094604;5661676755;500375279;4604458594;2288046566;3360693059;4351108929;178878818708;40041596;3791538253;31645907889;32658225952;31131097081;15451311432;33736395313;30424301192;87220598059;26541737;2930880128;1965340688;14504267832;9353444668;12819343255;15719478541;12213235016;91658220649;13499859;860658126;11992501009;18153958119;21777652412;2631968178;18016916771;18211066175;22133086412;7297382814;14835703599;4907921594;2142690756;2765230838;3835135102;918800613;2916334489;11716669356;3732222254;7984447102;1673360361;503669191;116969117;225127998821;202994912409;7297382814;8450871241;3338645946;2115502923;68.36418;862.319309;228312;112170076476;116141923524;49497092593;25181925207;24315167386;42907576681;21701895879;21205680801;4809595885;23412120604;24683838246;45564523987;22770565309;22793958678;30048578626;14137098465;15911480162;11179818158;4654401386;6525416772;1018451106;312069626;70638148;228312;112170076476;116141923524;65121525305;33204118932;31917406374;13300484188;65485306196;67519535684;30185632814;13480651348;16704981466
200059228;268208203658;59511166;6419680626;25086089198;46802745288;5351243676;34271412351;45643119496;56413208771;47787276613;2.543938;248.95378;801.329989;4403484137;7464010227;4132423306;0;30734531237;143548741165;33523647;4935227926;19378822697;36070534787;38703470258;25307011195;270911839;18849238816;7687218588;23443581;1235498921;4905936512;6328726365;7344956275;483197785;45372207658;6829438719;268208203658;59511166;6419680626;25086089198;46802745288;5351243676;34271412351;45643119496;56413208771;129257995581;40185179;4910255959;15359955462;21808842419;15360359554;27981151607;20983410285;22813835115;138950208078;19325987;1509424667;9726133736;24993902869;38152077206;6290260744;24659709211;33599373657;34301306768;11784420883;22516885885;7856636052;313883317;4717802882;6424821662;1872270645;4552551017;17125821793;5764383441;11361438353;289402726;1008933627;1885093633;346479194135;312177887367;11784420883;1050763366;7573828715;2647976134;290.052373;1497.395003;352123;171754496898;180368503102;8304941578;42057729833;40991685947;72524640477;35554201014;36970439464;73671508367;35471769276;38199739091;6575126251;32704988927;33046273583;40288694664;19131904737;21156789927;14970935613;6372170213;8598765399;186654259;461732899;1404809691;352123;171754496898;180368503102;108017183613;54738117738;53279065874;203307683166;98961766669;104345916497;40798133221;18054612491;2274352073
200059392;43760027894;519408258;2192302928;2737968849;6345438571;7065717194;6772762361;12698158172;5428271562;5584153354;35.11681;34.86799;25.573689;446893079;920290832;1068809494;0;305260146;20406847447;302628805;1696962999;2242015056;5071583869;5015526685;4728093473;14824596;1335211964;17769027093;181662642;460471939;470380105;826961624;1129899677;975859394;12683333576;1040458137;43760027894;519408258;2192302928;2737968849;6345438571;7065717194;6772762361;12698158172;5428271562;21630003702;39945242;1563563623;1736582173;2986888295;1298884487;5276315484;6128902607;2239414612;22130024192;119955838;628739305;1001386676;3358550276;5766832707;1496446876;6569255565;318885695;5104557405;110406674;4000490665;104793819;271927244;776010946;893817824;152458037;741359787;2341847825;50183208;1840015745;820953567;177849379;643104188;54180550642;49075993237;110406674;3090060777;49244305;331741638;8.02992;78.215281;54727;27200613721;27526386279;10911412601;5608824655;5302587945;8086250289;423804154;3848208749;10234335422;4970323581;5264011841;11287023889;5817268389;5469755499;9348201397;4585053823;4763147574;4156628859;1789591721;2367037139;703147543;191510012;511637532;54727;27200613721;27526386279;14452590997;7491418912;6961172084;29535743111;14861387432;14674355679;10738665892;4847807377;5890858516
200059400;21714534816;244857883;816289593;822197763;2564211283;3314720813;3196659233;8316634447;2438963802;2188342083;8.754248;9.923059;16.408392;124912889;296719255;40999737;0;1321626871;8695327757;130906166;542893464;593101029;2058527922;2425514975;2286216656;26647948;631519598;10830864976;105197469;26347307;212688342;380770472;592486583;500445207;82899865;485817333;21714534816;244857883;816289593;822197763;2564211283;3314720813;3196659233;8316634447;2438963802;10342829407;167967738;558036262;487143591;1118002848;571254374;2568025081;3847697773;1024701741;11371705409;76890145;258253332;335054172;1446208436;2743466439;628634151;4468936675;1414262061;2716231314;1105830628;1610400686;563811633;258611885;305199748;44811142;171810793;276300627;1195335604;468746777;726588827;508972658;206661174;302311484;25463640624;2274740931;1105830628;990166356;295448264;263678965;1;60.107101;25692;12264292251;13427707749;4014432249;2008761172;2005671077;3287288495;1647227852;1640060644;4139359235;1969487017;2169872217;5370407272;2655341942;271506533;5313191469;2609667182;2703524287;3056367371;122170764;1834659731;510953909;152099446;358854463;25692;12264292251;13427707749;5419467117;272370264;2695764477;13377278477;6599427652;6777850825;6895254406;2941161959;3954092447
200059889;324906575102;236418075;9102978182;41203277731;54045434977;56657171135;35909344751;69449314063;58302636189;48862876548;1.000019;311.412879;981.601091;4853926531;7427393953;4559527099;0;30728014977;166568320898;122212704;6913193136;3318101909;41455092839;40745217969;25851217393;278886018;1802148175;109475377656;113205352;1878372167;7040657551;7736415607;8484559213;5498600259;69170428045;9553139462;324906575102;236418075;9102978182;41203277731;54045434977;56657171135;35909344751;69449314063;58302636189;157275238296;177696723;6841089777;24585805486;24581932532;15687414404;30101525862;32798474375;22501299136;167631336807;58721352;2261888405;16617472245;29463502444;4096975673;5807818889;36650839688;35801337054;38160620268;12455292882;25705327386;88128528;343854798;537430482;5819107464;1621390182;4197717283;2005611392;613065782;139254561;3472546084;1264696901;2207849183;411199322938;373038702669;12455292882;14036186711;6810499962;3254573741;123.359527;1480.707446;417556;204737864804;212818135196;92124672137;47226668045;44898004093;74615949074;37569384788;37046564286;85755953995;41800519279;43955434716;81156115342;40004196253;41151919089;55611933905;26529357172;29082576733;25020573452;10739138471;14281434981;3270802094;868600796;2402201299;417556;204737864804;212818135196;118383835076;60934262029;57449573047;236628632811;115662008703;120966624108;62543532113;28141594072;34401938042
200060010;94022074089;2312741736;3190508479;4335943452;12799845259;14994471498;20509283651;26421558546;9457721468;11762263025;21.214611;80.524346;48.967241;943537699;1666646958;3274859915;0;5726512255;46474255395;1668645018;2619087362;3607738029;10413970787;11362898178;14740949416;76885746;198408086;35785555669;622882107;490896771;679238182;1442336772;1964926363;2493474321;26344672801;1747128352;94022074089;2312741736;3190508479;4335943452;12799845259;14994471498;20509283651;26421558546;9457721468;46569063484;1815062523;2355920219;2690521393;6305509268;2065863484;15467020511;12045561319;3823604765;47453010605;497679213;83458826;1645422059;6494335991;12928608014;504226314;14375997227;5634116702;991964807;4111648971;5807999099;1906731519;904767577;1001963942;1885868541;588264392;129760415;4437814108;1764708241;2673105867;1689233901;853908761;83532514;118359672371;108440024301;4111648971;2950897014;1695044986;973484762;58.400178;130.172159;119881;59958290936;59922709064;25870381788;13222927272;12647454516;17943507788;9438008842;8505498947;24021420218;12189954798;11831465421;23566788494;12163182874;11403605621;17119872219;8513044036;8606828183;9650176477;3976631594;5673544883;1708853014;454541521;1254311493;119881;59958290936;59922709064;32767800985;16924368711;15843432274;65512780759;33677351224;31835429535;21600418256;9356571001;12243847255
200065563;26318991721;153330964;125477135;1618715633;3046842079;3977412467;3252079937;97265495;3289289792;2983534802;9.868622;30.386785;15.641219;154959375;534262077;44985672;0;1788560004;10195125996;9388774;859595139;1143239684;2304783015;2794482161;2293058382;5;701079874;13140330923;49574602;364789425;45983473;587099689;648668228;509164834;97215495;799649915;26318991721;153330964;125477135;1618715633;3046842079;3977412467;3252079937;97265495;3289289792;1247729835;118190438;79520624;920962817;1422314737;955799276;2539112017;4420958098;1304754726;13841693371;35140526;459565109;697752816;1624527343;3021613191;71296792;5305591402;1984535066;3186680469;738990032;2447690436;595151922;183385917;411766005;413986788;95810372;318176416;1356234831;289445695;1066789136;821306928;170348048;650958879;30967115697;27780435228;738990032;163037948;22353164;568976941;0;24.802374;31223;14996266182;16226733818;4919665555;2477904926;2441760629;4190122945;2154740157;2035382788;4859490254;2374162243;2485328011;6365774811;3135554958;3230219853;7155296926;3379829581;3775467345;3316673912;1359501616;1957172296;415975597;114572701;301402896;31223;14996266182;16226733818;6679222306;338949231;3289729996;16118498097;7924666392;8193831705;8425279596;368210748;4743172117
200065589;143591316;6049604;570787071;754905133;2361311359;2605111647;2377340662;3892660089;17365196;1901732955;0;5;9.700549;118124089;279425664;364723246;0;1124759407;6994211829;5544702;402590054;617074864;196963821;193373848;1691728292;9650483;314344425;5463186816;504902;163197016;12812972;273549059;391947503;320889125;3883009606;297415767;143591316;6049604;570787071;754905133;2361311359;2605111647;2377340662;3892660089;17365196;7005502927;45225451;412029417;445051615;113013319;485759478;1897143656;1925892828;664267291;7353628673;15270588;158757653;309853518;1231178169;2119352169;480197006;1966767261;1072252309;1797359207;310456955;1486902251;451902352;84932948;366969404;265651562;44255981;221395581;867167165;137804898;729362267;212638128;43463128;169175;18121672795;16324313588;310456955;1291878238;66413574;123647138;0;4.963301;18334;904658385;928741615;3983009464;2018331549;1964677915;2828747341;1414671301;1414076039;3752574618;1852780498;189979412;3515457423;1768006046;1747451377;3087779388;1503200674;1584578714;1036035099;452635364;583399735;130396667;36958417;9343825;18334;904658385;928741615;5204320928;2651177865;2553143063;10062863716;5002251226;506061249;3066815356;1393154759;1673660597
200065597;225497635607;404800516;6174160327;21505760035;32631000609;36184578732;2296503129;59399703622;46232600476;45344859674;15.912502;254.551653;996.283303;3549328817;6284085894;3767074081;0;30477623426;96497129231;227529514;4537509693;16485390043;24475154562;24265296802;1599985984;141540731;10364848046;83655646702;1613585;1382098981;402408669;4606517231;5635196036;3198097369;59258162891;5390129004;225497635607;404800516;6174160327;21505760035;32631000609;36184578732;2296503129;59399703622;46232600476;104868817169;297290117;4377442474;1216495044;14592536628;9710327108;18533926472;24783032025;20409311905;120628818438;107510399;1796717853;9340809595;18038463981;26474251625;4431104818;34616671597;25823288571;42034082911;13704016576;28330066335;6074113778;2049338608;4024775171;139306333;4310927673;9619705628;17180761747;5834501121;11346260626;4848574085;1509249174;3339324911;265692035289;223657952378;13704016576;18432268953;4019079608;4875642416;98.286466;904.788892;268470;127344793021;141125206979;42958866623;22217443924;20741422699;63442872009;31333274909;321095971;47031471385;23374345035;2365712635;48154983818;22756032393;25398951425;42795967002;19188817631;23607149371;20765295459;7722102489;1304319297;3320543704;752776642;2567767063;268470;127344793021;141125206979;64421893398;32924992137;31496901261;153295481903;74086187306;79209294598;50752624699;20333613579;3041901112
200065647;113781709304;174577437;273191245;6598153773;13773582624;15350967825;21115510451;35111666108;18925338636;14709014897;5.019989;108.273314;158.011191;1218236594;2182439001;2718726491;0;8318308315;50348337756;113098286;1951931637;5139524145;10695326516;10659689316;15533270044;118461926;6137035886;48724356651;56459162;671707499;1300618436;1860019513;2508839508;2863513916;34993204182;4469994435;113781709304;174577437;273191245;6598153773;13773582624;15350967825;21115510451;35111666108;18925338636;55140895709;131689474;1858265988;4323359464;6883950395;2975820559;15842735264;1702340173;6101672835;58640813595;42887963;873646462;2274794309;6889632229;12375147266;5272775187;18088264378;12823665801;13676930723;3922455583;975447514;2882354695;957665736;1924688959;2807046589;664164633;2142881956;6306077898;177342578;4532652118;1681451541;527199434;1154252108;13855304268;124876111956;3922455583;5992144336;1560414953;1547227684;72.0983;582.589867;140002;6856050658;7144149342;26112131662;13389675564;12722456099;21515560447;11133170888;10382389559;25011412842;12417053189;12594359652;27374181429;13586907675;13787273754;25156728628;11972981812;13183746816;13172830695;5571795341;7601035354;1659154296;48892211;1170232186;140002;6856050658;7144149342;34123922466;17596390704;16527531763;74989262887;37160826501;37828436386;30888814647;13803289375;17085525271
200065787;26838987439;156958029;901170442;1257599634;3569500231;4410151597;4969068361;7722035694;3852503451;351529674;5.067502;55.291486;17.399989;251971928;49890051;680787193;0;2005878132;12245291888;70849114;603350532;1009159122;2799102311;3103747373;3575841774;1506001;1068181653;11078398812;81041413;242528424;231040524;518425993;807503714;712439394;7706975684;778443666;26838987439;156958029;901170442;1257599634;3569500231;4410151597;4969068361;7722035694;3852503451;1268004123;121288435;564870992;719563775;1806073796;840424436;3792743884;3464473448;1370602463;14158946209;35669594;33629945;538035859;1763426435;3569727161;1176324477;4257562246;2481900988;3460035392;91914378;2540891612;783544798;22121012;562334678;618478036;167000597;451477438;1524276427;382410904;1141865524;533736131;148522159;385213972;32614432783;29154397392;91914378;1662376046;553298822;28967801;7.040485;28.498249;32961;1589652815;1706447185;6259953542;319014733;3069806212;4909073644;2453303498;2455770147;6188020385;3050806008;3137214376;6718409921;3265465357;3452944564;5942714115;2819360054;3123354061;2549142373;1023237517;1525904856;39368602;94208386;299477634;32961;1589652815;1706447185;8278880058;4242334652;4036545405;18000117612;8811939957;9188177655;668200233;284225354;383974879
200065886;89711163031;1195930428;4145722426;5310267158;128213262;13531890765;13286634988;27888946669;11530444398;11171970421;37.536652;93.300472;97.652667;803288073;152305614;1913914045;0;6703222371;40154774557;828391807;3158249355;4118230811;10247624114;9637352242;9487960451;57219927;2619745851;38384418054;330001969;894172599;1094383681;1770414013;2371482383;1884760491;27831726742;2207476176;89711163031;1195930428;4145722426;5310267158;128213262;13531890765;13286634988;27888946669;11530444398;43656033217;908949417;3141979091;3148675648;5927176752;2521369289;10788711717;12947133771;4272037532;46055129814;286981011;1003743335;216159151;6894149448;11010521476;249792327;14941812898;7258406866;10259903792;2844029978;7415873815;2036242254;628587684;140765457;1748734787;440913924;1307820863;484614587;1324312174;3521833696;1628780882;450216196;1178564686;108661999937;98402096144;2844029978;5774015205;878389303;587356616;22.377302;153.735389;109787;53968435787;55818564213;20327657221;10408207642;9919449579;16022327527;8283977636;7738349891;20109680592;10026170372;1008351022;2239982299;11196480477;11203342513;20101348857;9853545602;10247803255;9364367878;3835731342;5528636536;1461794935;364322715;109747222;109787;53968435787;55818564213;26926838759;13836391042;13090447716;59040879725;29588381689;29452498036;23819281516;10543663056;13275618461
200065894;52022144304;617517982;2285207807;302182597;7424387442;7514621958;8172313497;16966957926;6019311723;6346320828;9.960601;50.196933;65.419155;525067262;907828725;1273524445;0;3514323706;22742807897;387439872;1787755925;2382244128;5842025778;5186258611;5720820219;9983949;1426279415;22933015579;220117509;447254948;574162687;1057294402;1420534622;1177968832;16956973977;1078708602;52022144304;617517982;2285207807;302182597;7424387442;7514621958;8172313497;16966957926;6019311723;25397255678;452129425;1598743286;1816061209;351137748;1432098895;6321465792;7810659907;2454719683;26624888626;165388557;686464521;1205764761;3913009962;6082523062;1850847705;9156298018;356459204;566818145;1662979166;4005202283;1092499647;380315839;712183809;996872336;285904822;710967514;2629914545;744265287;1885649257;948894922;252493218;696401703;63048417509;57380236059;1662979166;279364681;793424125;328857085;10.861829;78.412434;63673;31252498707;32420501293;11587578824;5952210947;5635367877;9170618146;4757418658;4413199488;11087945411;554216561;5545779801;13101568646;6526028216;657554043;11853195231;574206007;6111135161;5963009909;2519090905;3443919004;909083833;213524301;695559532;63673;31252498707;32420501293;15293647732;7826766738;7466880993;3377818999;1694626856;1683192143;14601162279;6479463409;812169887
200065928;84834018807;1375808512;3266681444;6363520531;9002352381;11101988139;8540535196;3388132786;11301804746;9455865981;26.057555;30.053276;201.360112;510945412;1268007678;1315244608;0;610419734;31001538081;871949811;2328388916;4690998032;6852510234;7668148925;5931551299;151358305;2506632558;44376614746;477801146;908239252;1471162386;1638896734;2165831536;1293739289;33729969555;2690974848;84834018807;1375808512;3266681444;6363520531;9002352381;11101988139;8540535196;3388132786;11301804746;40700828483;962647252;2285876243;4033186768;3960090834;249393439;6765655117;15262100319;4937337561;44133190325;41316126;9808052;2330333763;5042261546;860805375;1774880079;18619227541;6364467185;10154161505;2760708909;7393452596;1640198972;539251409;1100947564;1995637161;453440519;1542196642;4129937273;1145884091;2984053183;2388388099;622132892;1766255207;98794086343;88639924837;2760708909;4206736954;942757467;198369464;53.621487;206.642048;99520;48269807713;51250192287;14681183381;7465924425;7215258956;12913188031;7208957883;5704230148;14350711884;7184828093;7165883792;20262673849;10002915087;10259758762;23895687984;11383360671;12512327313;11683694985;4642446322;7041248663;1732859886;381375232;1351484654;99520;48269807713;51250192287;2040823639;10690474937;9717761453;4982158701;24993100196;24828486813;292901766;1258623258;16703944021
200066009;222118178676;254529445;6030939217;15588192333;29966940976;35064962097;34770291233;5726202455;43180298826;30936769651;0;155.270283;410.119377;2500253058;4466136902;4117526068;0;19287463962;105387149451;175015429;4653783149;11804188948;22781237621;24876489897;25743140524;179579534;15173714349;85794259574;79514016;1221885784;3373884008;4685450298;5722335297;4909624641;57082445016;8719120514;222118178676;254529445;6030939217;15588192333;29966940976;35064962097;34770291233;5726202455;43180298826;10693286674;19076565;4180137762;9551237267;14442453743;7737518803;28570970869;26980140335;15279642312;115185311936;63763795;1850801455;6036955066;15524487233;27327443294;6199320364;30281884215;27900656514;29425145942;1166848724;17756658701;5904479989;2732708863;3171771126;5694283594;184998481;3844298784;14428627943;559382259;8834805352;3397754416;1491970977;1905783439;270738936757;241313790816;1166848724;11770375921;1370289768;2715195889;162.12179;1738.675333;274066;133367199647;140698800353;51851036891;26436960365;25414076526;47424038239;23746449433;23677588806;51791693874;25380324928;26411368946;54239035161;26931209937;27307825224;44367410763;21195201531;23172209233;21664139327;8909071077;1275506825;2728645744;767982376;1960663368;274066;133367199647;140698800353;68227654257;34901289444;33326364813;154115164112;75633600227;78481563885;51723181631;22832309975;28890871655
200066017;16586018487;318274269;910868603;738264856;1968143667;2573693641;2830713255;5202401602;2043658596;1852715756;0;20.133472;15.008647;116362896;291017566;402462752;0;1007730421;739781666;161899301;613009236;515413773;1569025087;1853879875;2038786037;25164456;620638896;7335486071;156374968;277725894;207842435;282755683;4287962;389464465;5177237146;415289279;16586018487;318274269;910868603;738264856;1968143667;2573693641;2830713255;5202401602;2043658596;8228035971;232751129;6495567;450585731;902528127;438745862;2211504634;2473103651;869260138;8357982516;8552314;261311903;287679124;106561554;2134947779;619208621;2729297951;1174398458;1825558155;309800843;1515757312;418887271;90365559;328521712;3103292;49249113;261080087;806220769;122930627;683290141;290120916;47255544;242865372;20244597593;18419039438;309800843;905559166;381983621;210271781;1.003703;16.93904;20493;10126635378;10366364622;3996228004;2024515071;1971712933;2940911761;1487687085;1453224676;378764381;1876137784;1911506025;4081841759;2098916792;1982924967;3864430731;1883033692;1981397039;1645997439;704791371;941206068;175946497;51553582;124392915;20493;10126635378;10366364622;5141464033;2628515843;251294819;1106527379;5534351407;5530922383;4286262176;1963768127;2322494049
200066025;27160230506;174896344;692724109;1647195028;4613043932;4413173799;5332471238;6823431503;3463294553;3333421187;4.607824;25.152547;29.899364;335816382;428552629;608691004;0;1900701438;13495291743;129990579;506253472;125432702;3638704629;3252797694;3829541691;20189678;86348698;10331517575;40297941;161318089;362968644;638522922;731823476;894238543;6803241825;699106135;27160230506;174896344;692724109;1647195028;4613043932;4413173799;5332471238;6823431503;3463294553;13333938429;129608176;455505282;1087334981;2328397077;752813002;4130944626;3349778309;1099556975;13826292077;45288168;237218827;559860047;2284646854;3660360797;1201526612;3473653194;2363737578;2538583956;474490516;2064093441;543289139;107824102;435465038;383416494;70523402;312893092;1337401809;247332764;1090069045;274476514;48810248;225666266;32995571951;30456987995;474490516;1534668265;178191954;138687863;19.699844;192.845514;33336;16609301914;16726698086;6081847228;308625562;2995591608;4828326298;2474648553;2353677745;6479850789;3209471354;3270379435;7985794693;4049691307;3936103386;5558319002;2805337706;2752981296;2157836265;930073138;1227763127;244025725;53824236;190201489;33336;16609301914;16726698086;8066439201;4085243548;3981195653;19530289174;9873882694;965640648;5739271625;2650175671;3089095954
