codgeo;CS1_8-AGEREMPLOI_POP_ENS_ENS;CS1_8-AGEREMPLOI_POP_1_ENS;CS1_8-AGEREMPLOI_POP_2_ENS;CS1_8-AGEREMPLOI_POP_3_ENS;CS1_8-AGEREMPLOI_POP_4_ENS;CS1_8-AGEREMPLOI_POP_5_ENS;CS1_8-AGEREMPLOI_POP_6_ENS;CS1_8-AGEREMPLOI_POP_7_ENS;CS1_8-AGEREMPLOI_POP_8_ENS;CS1_8-AGEREMPLOI_POP_ENS_15;CS1_8-AGEREMPLOI_POP_1_15;CS1_8-AGEREMPLOI_POP_2_15;CS1_8-AGEREMPLOI_POP_3_15;CS1_8-AGEREMPLOI_POP_4_15;CS1_8-AGEREMPLOI_POP_5_15;CS1_8-AGEREMPLOI_POP_6_15;CS1_8-AGEREMPLOI_POP_7_15;CS1_8-AGEREMPLOI_POP_8_15;CS1_8-AGEREMPLOI_POP_ENS_25;CS1_8-AGEREMPLOI_POP_1_25;CS1_8-AGEREMPLOI_POP_2_25;CS1_8-AGEREMPLOI_POP_3_25;CS1_8-AGEREMPLOI_POP_4_25;CS1_8-AGEREMPLOI_POP_5_25;CS1_8-AGEREMPLOI_POP_6_25;CS1_8-AGEREMPLOI_POP_7_25;CS1_8-AGEREMPLOI_POP_8_25;CS1_8-AGEREMPLOI_POP_ENS_55;CS1_8-AGEREMPLOI_POP_1_55;CS1_8-AGEREMPLOI_POP_2_55;CS1_8-AGEREMPLOI_POP_3_55;CS1_8-AGEREMPLOI_POP_4_55;CS1_8-AGEREMPLOI_POP_5_55;CS1_8-AGEREMPLOI_POP_6_55;CS1_8-AGEREMPLOI_POP_7_55;CS1_8-AGEREMPLOI_POP_8_55;CS1_8-SEXE_POP_ENS_ENS;CS1_8-SEXE_POP_1_ENS;CS1_8-SEXE_POP_2_ENS;CS1_8-SEXE_POP_3_ENS;CS1_8-SEXE_POP_4_ENS;CS1_8-SEXE_POP_5_ENS;CS1_8-SEXE_POP_6_ENS;CS1_8-SEXE_POP_7_ENS;CS1_8-SEXE_POP_8_ENS;CS1_8-SEXE_POP_ENS_1;CS1_8-SEXE_POP_1_1;CS1_8-SEXE_POP_2_1;CS1_8-SEXE_POP_3_1;CS1_8-SEXE_POP_4_1;CS1_8-SEXE_POP_5_1;CS1_8-SEXE_POP_6_1;CS1_8-SEXE_POP_7_1;CS1_8-SEXE_POP_8_1;CS1_8-SEXE_POP_ENS_2;CS1_8-SEXE_POP_1_2;CS1_8-SEXE_POP_2_2;CS1_8-SEXE_POP_3_2;CS1_8-SEXE_POP_4_2;CS1_8-SEXE_POP_5_2;CS1_8-SEXE_POP_6_2;CS1_8-SEXE_POP_7_2;CS1_8-SEXE_POP_8_2;IRANC-AGE5_55_POP_ENS_ENS;IRANC-AGE5_55_POP_2_ENS;IRANC-AGE5_55_POP_3_ENS;IRANC-AGE5_55_POP_ENS_01;IRANC-AGE5_55_POP_2_01;IRANC-AGE5_55_POP_3_01;IRANC-AGE5_55_POP_ENS_15;IRANC-AGE5_55_POP_2_15;IRANC-AGE5_55_POP_3_15;IRANC-AGE5_55_POP_ENS_25;IRANC-AGE5_55_POP_2_25;IRANC-AGE5_55_POP_3_25;IRANC-AGE5_55_POP_ENS_55;IRANC-AGE5_55_POP_2_55;IRANC-AGE5_55_POP_3_55;IRANR_2_POP_ENS;IRANR_2_POP_1;IRANR_2_POP_2;IRANR_2_POP_3;IRANR_2_POP_4;IRANR_2_POP_5;IRANR_2_POP_6;IRANR_2_POP_7;SEXE-AGE15_15_90_POP_ENS_ENS;SEXE-AGE15_15_90_POP_1_ENS;SEXE-AGE15_15_90_POP_2_ENS;SEXE-AGE15_15_90_POP_ENS_00;SEXE-AGE15_15_90_POP_1_00;SEXE-AGE15_15_90_POP_2_00;SEXE-AGE15_15_90_POP_ENS_15;SEXE-AGE15_15_90_POP_1_15;SEXE-AGE15_15_90_POP_2_15;SEXE-AGE15_15_90_POP_ENS_30;SEXE-AGE15_15_90_POP_1_30;SEXE-AGE15_15_90_POP_2_30;SEXE-AGE15_15_90_POP_ENS_45;SEXE-AGE15_15_90_POP_1_45;SEXE-AGE15_15_90_POP_2_45;SEXE-AGE15_15_90_POP_ENS_60;SEXE-AGE15_15_90_POP_1_60;SEXE-AGE15_15_90_POP_2_60;SEXE-AGE15_15_90_POP_ENS_75;SEXE-AGE15_15_90_POP_1_75;SEXE-AGE15_15_90_POP_2_75;SEXE-AGE15_15_90_POP_ENS_90;SEXE-AGE15_15_90_POP_1_90;SEXE-AGE15_15_90_POP_2_90;SEXE-AGE3_B_POP_ENS_ENS;SEXE-AGE3_B_POP_1_ENS;SEXE-AGE3_B_POP_2_ENS;SEXE-AGE3_B_POP_ENS_00;SEXE-AGE3_B_POP_1_00;SEXE-AGE3_B_POP_2_00;SEXE-AGE3_B_POP_ENS_20;SEXE-AGE3_B_POP_1_20;SEXE-AGE3_B_POP_2_20;SEXE-AGE3_B_POP_ENS_65;SEXE-AGE3_B_POP_1_65;SEXE-AGE3_B_POP_2_65
200068815;28152011956;424147526;1287273633;2124059587;4261714288;4720117369;3658107681;7644695083;403189679;325293344;9.710387;30.292516;20.096123;212048776;467816277;462780937;0;2050188424;13531505585;22712458;1014679108;164941072;3501434754;3520908972;2566232757;19906172;1031808521;11367572932;187312559;242302009;454552743;548230758;73139212;629093988;7624788911;949899845;28152011956;424147526;1287273633;2124059587;4261714288;4720117369;3658107681;7644695083;403189679;137068143;272841237;881948764;1304303631;2162230581;969553423;3013399948;357242483;1530111886;14445197656;151306289;405324869;819755956;2099483707;3750563946;644707734;4072270253;2501784904;3619138409;843804067;2775334342;796748268;217486855;579261412;472121732;102962531;369159201;1827150984;413535698;1413615286;523117425;109818983;413298442;34446548353;30827409944;843804067;2106383512;265308304;324123349;29.257641;50.261535;34793;17112671315;17680328685;6681458866;3459664358;3221794508;4724129639;2385634137;2338495503;6642566847;3220894041;3421672806;7651770416;3902056607;3749713809;5703118074;2789197942;2913920132;2904339041;1216924266;1687414775;485617118;138299965;347317153;34793;17112671315;17680328685;8759294626;4540933571;4218361055;19119985495;9520808063;9599177432;6913719879;3050929681;3862790198
200068831;14805505385;849147317;649644456;745449086;184790605;2114080062;1882598955;5174289725;1542389734;1409287516;24.96023;5.004516;9.859654;125191263;179455376;255715411;0;809101065;6297097858;524013975;519343908;605529645;1451943305;1557486934;1315216964;10004516;313558611;7099120011;300173113;125296032;130059787;270771482;377137752;31166658;5164285209;419730057;14805505385;849147317;649644456;745449086;184790605;2114080062;1882598955;5174289725;1542389734;7405506807;659469768;469516271;387390539;882349826;381704065;1581211241;2432934162;610930934;7399998579;189677549;180128185;358058547;965556224;1732375997;301387714;2741355563;9314588;1429231409;36634311;1062888299;314224935;10302404;211200896;19631262;42947053;153365568;681568634;179829951;501738683;237125219;40542067;196583152;17782340792;16353109383;36634311;688589766;187117109;155150145;1.02039;31.010889;17956;8958589948;8997410052;3144089806;1619526945;1524562861;2029750804;1074880055;954870749;3130917025;1573766785;155715024;3808449256;1967036887;184141237;3352007133;172408282;1627924313;2086076602;890525325;1195551277;404709374;108771132;295938243;17956;8958589948;8997410052;3978758624;2055595658;1923162967;9336199656;4805044234;4531155422;464104172;2097950057;2543091663
200068856;6862062149;206297385;30455647;230132127;571892516;916459749;1077774692;2747655552;807293656;733531872;0;0;5.027629;49260521;80845187;173688722;0;424709813;265431697;148127719;255423314;162601901;436511407;682783099;749608873;14927061;204333596;3474213307;58169666;49133156;62502597;86120589;152831463;154477097;2732728491;178250248;6862062149;206297385;30455647;230132127;571892516;916459749;1077774692;2747655552;807293656;3431125162;154101603;238770509;13009404;252205585;125575393;84055118;1346477791;343349062;3430936987;52195782;65785961;100038087;319686931;790884357;237223513;1401177762;463944595;723507474;21324913;510258344;161124942;52626616;108498326;98493856;29988907;68504949;293139633;92616451;200523181;170749044;38017156;132731888;8149537005;7426029531;21324913;219655476;47557593;226525109;0;16.520166;8220;4056680413;4163319587;1276572547;663704202;612868345;1051257457;533699007;51755845;12401918;604443441;63574836;168886942;871729915;817139505;1818164749;924553995;893610754;982476566;41647605;566000515;162467461;42073802;120393658;8220;4056680413;4163319587;1733610596;900366277;833244318;4184580844;2102641841;2081939003;2301808561;1053672295;1248136266
200068864;20231580548;185570468;763029423;1791773488;3400502043;3350915082;2852241784;5664548746;2222999514;2413576719;0;5;14.953689;281190325;370707415;413236982;0;1328488308;9791126404;110112537;567954698;1465747611;2622574984;2498828694;2093126337;19803976;412977568;8026877425;75457931;190074724;311072189;496736734;481378973;345878465;564474477;481533638;20231580548;185570468;763029423;1791773488;3400502043;3350915082;2852241784;5664548746;2222999514;9855117083;119995322;49905762;1196566908;1556317274;595114389;2347374753;2669556763;871134054;10376463465;65575146;263971803;59520658;1844184769;2755800693;504867031;2994991983;135186546;2021443396;528049104;1493394293;422309685;128280183;294029501;30739944;78152095;229247345;1039744454;262424367;777320086;251989817;59192458;19279736;24373214116;2235177072;528049104;1254714847;77942625;124644738;3.005254;33.086829;24606;1200069589;1260530411;4227760981;2115668755;2112092226;3638753023;1829684981;1809068043;4481140998;2184260069;229688093;5858348014;2951863053;2906484961;4190245503;2068880985;2121364517;198407762;802991439;1181086181;225673861;47346608;178327253;24606;1200069589;1260530411;5627114824;2814981121;2812133703;14265601969;7071667536;7193934433;4713283206;2114047232;2599235975
200068872;16883426053;23609023;652111852;741623602;1688075674;2908521399;2196990696;6532771448;192724115;1681473031;15.251729;20.047938;25.413716;105368465;302656014;261671621;0;951063547;6734391827;165519133;470856544;498876849;1356708785;2032640633;1606897678;30000585;57289162;8467561195;55319369;16120737;217333037;225998424;573224752;328421397;6502770863;403285982;16883426053;23609023;652111852;741623602;1688075674;2908521399;2196990696;6532771448;192724115;7981609912;191269922;431485216;441177044;84053715;632748197;1774478515;2895338804;774575064;8901816142;44820309;220626637;300446559;847538525;2275773202;422512181;3637432645;1152666086;1880940141;541222912;1339717229;333947252;12117636;212770892;332380275;82779817;249600457;814849565;234987316;579862249;399763049;102279417;297483631;19549741483;17668801342;541222912;833772327;79033343;383500271;7.176228;36.23506;19684;9371988931;10312011069;2835974433;1402695747;1433278687;2352734065;1234378149;1118355916;2943220947;1469664984;1473555963;4066406256;2001592368;2064813888;4350779607;2085060528;226571908;2619110569;1060293715;1558816854;515774122;11830344;397470682;19684;9371988931;10312011069;377954155;1904615568;1874925982;9900338969;4938367036;4961971933;6004119482;2529006328;3475113154
200068880;8148156722;270654107;316019439;270946403;929952047;1222346849;1489358808;2768506087;880372983;834042811;4.957447;0;0;55340034;120454255;226310136;0;42698094;3629926022;185302496;266116677;230936433;754586504;926081647;1052349446;0;214552818;3684187889;80394164;49902761;4000997;12002551;175810946;210699227;2768506087;238839226;8148156722;270654107;316019439;270946403;929952047;1222346849;1489358808;2768506087;880372983;408392503;230597221;205996949;160469514;483334696;20956859;1147788505;1315078181;331091375;4064231692;40056886;110022489;110476889;446617351;1012778258;341570304;1453427906;549281609;739315655;184107043;555208612;163610596;43788796;1198218;107085467;14913716;92171751;357791191;88201253;269589937;110828402;37203278;73625124;9790118648;9050802993;184107043;369524656;64457763;109510271;3.807692;7.908229;9870;4928509129;4941490871;1683585843;866098459;817487384;1260999347;686329567;57466978;1733331728;848427206;884904522;2227938466;1163946651;1063991815;1807669923;898902937;908766986;1021980773;417441584;604539189;134493921;47362726;87131195;9870;4928509129;4941490871;2202457149;1131361446;1071095703;5379894292;2779403825;2600490466;2287648559;1017743858;1269904702
200068914;18436495131;241106469;670895914;7719711;2062052501;2871737251;2760411691;6747864041;2310456162;1783476748;15.124975;0;14.896715;125326919;275602815;270171876;0;1082353449;7418132593;119881818;480372001;55047884;1540918288;2111820159;2027339129;9169863;578152496;923488579;106099677;190523913;206595545;395807294;484314277;462900687;6738694179;649950218;18436495131;241106469;670895914;7719711;2062052501;2871737251;2760411691;6747864041;2310456162;8892546361;190808685;454729935;441352429;969188018;615226952;2113770952;3315570029;791899361;954394877;50297784;216165979;330618672;1092864483;2256510299;646640739;3432294012;1518556801;1961266852;348840659;1612426193;378277021;73902618;304374403;323759774;46124355;277635419;845842323;146153573;699688751;413387734;82660113;330727621;21609430238;19648163386;348840659;1137332573;188733404;22308148;6.891937;56.386799;21778;10697239607;11080760393;3272510439;1727110134;1545400306;2707981583;1403859041;1304122542;3577287215;1776222042;1801065172;4557791443;2250960968;2306830475;4715431103;2327676877;2387754226;2512984005;1088402897;1424581108;434014212;123007649;311006563;21778;10697239607;11080760393;432523355;228546969;203976386;1152882291;5736413678;5792409232;592394354;2675356239;3248587301
200068922;15075941107;407004689;623802191;688728971;1701589862;2042749849;2592017002;4909611983;211043656;1539951724;0;10.018641;0;75322769;200888509;306860936;0;946860869;6585226896;210212949;447205937;528538481;1399615743;1394085277;1855820347;10090846;739657316;6950762487;19679174;166577613;160190489;226651351;447776064;429335719;4899521137;423918375;15075941107;407004689;623802191;688728971;1701589862;2042749849;2592017002;4909611983;211043656;735668236;30610382;463674934;403125656;777225667;373319395;1875581142;2413317438;744334309;7719258746;100900869;160127257;285603315;924364195;1669430454;716435861;2496294545;1366102251;1813646752;502946885;1310699866;399124818;132403924;266720895;288909499;73523874;215385624;850866687;228621066;622245622;274745747;68398022;206347726;18149266698;16335619946;502946885;825852207;137517282;265723885;0;81.606493;18341;9033170687;9307829313;3146104969;1599480187;1546624782;24263574;1244667705;1181689694;3132130714;1567038204;1565092511;3845364218;1911439336;1933924883;3480918871;173403486;1746884012;1942573625;876035015;106653861;367550202;100475381;267074821;18341;9033170687;9307829313;4120907947;210555908;2015348867;9709329763;48552245;4854105263;451076229;2072387108;2438375183
200068930;20835462937;413263978;884090362;579048693;1784348986;3017926968;2772718665;8432752833;2951312452;195505533;24.740957;10.059118;4.984866;90081542;244543478;398381811;0;1182263558;7757856456;243158609;638588307;443816285;1348601451;2187594396;19581385;65188418;872770489;11122551151;145364412;235442937;130247542;345665993;585789094;416198354;8367564414;896278405;20835462937;413263978;884090362;579048693;1784348986;3017926968;2772718665;8432752833;2951312452;9887024652;303885866;574230416;35487305;797871383;631010177;2074463658;4045516594;1105173509;10948438285;109378112;309859946;224175644;986477603;2386916791;698255007;4387236239;1846138943;2285031067;506068703;1778962364;433757277;101782719;331974558;326110451;68227592;257882859;992310868;2359067;756404168;532852471;100151692;432700779;2430222565;22017194583;506068703;1002410276;155480989;523108344;14.025333;83.937423;24477;117909712;126860288;3554504281;1828822016;1725682265;2815911569;1474909683;1341001887;3465651806;1674886907;1790764899;5088853568;2517316095;2571537473;5701798092;2708191238;2993606853;3352451191;1458208128;1894243063;497829493;128637132;369192361;24477;117909712;126860288;4778932606;2488502134;2290430472;12114864953;594241508;6172449873;7583202441;3360053986;4223148455
200068948;22271105186;76498809;1026996133;1034403428;2219362017;302882689;3040737508;8329626073;2826165046;2318662311;20.156094;15.082093;20.417832;120377406;286310193;460277415;0;1396041278;8470953297;387447723;7229353;731447729;1684921648;2108677197;2001916731;15028262;818578708;11481489578;357384273;28897874;282537867;414062963;6338395;578543363;8314597811;61154506;22271105186;76498809;1026996133;1034403428;2219362017;302882689;3040737508;8329626073;2826165046;10581475597;548013079;742385198;575789121;1030514237;53302435;2184898004;3888231647;1078619961;11689629589;216975011;284610935;458614307;118884778;249580254;855839504;4441394426;1747545085;2775240721;664602199;2110638521;592526114;153205913;439320201;444677601;87272427;357405174;1228553538;324176793;904376745;509483468;99947067;409536401;25994133769;23218893048;664602199;1228572709;24367474;447777517;12.05019;178.563365;26189;12537398613;13651601387;4063200189;2061107795;2002092394;3186608323;1589416312;159719201;4057914283;1959906364;2098007919;5479866034;2676343466;2803522568;5452305559;2636036487;2816269072;3292410498;1415946366;1876464132;656695113;198641821;458053292;26189;12537398613;13651601387;5461580708;2737708916;2723871792;13260620281;6510201332;6750418948;7466799011;3289488365;4177310647
200068955;22131748443;291381722;782881501;111592583;3097817432;3514143414;4263643195;6529546974;2536408376;2676194135;10.077252;4.971607;14.971607;204884251;331929875;538412585;0;1570946958;1049202619;190552511;581651058;880124132;2484721238;2639999496;3171710703;20471009;522796042;8963528119;90751958;196258836;22083009;408211944;542214042;553519908;6509075965;442665376;22131748443;291381722;782881501;111592583;3097817432;3514143414;4263643195;6529546974;2536408376;10944037099;180753445;552134603;702900485;1524294972;66755536;3164350506;3051383655;1100664074;11187711344;110628276;230746898;413025345;1573522461;2846588054;1099292689;3478163319;1435744302;2506163753;628072475;1878091277;545142348;149258303;395884045;415389206;85274321;330114885;1176133347;269622611;906510737;369498852;123917241;245581611;27535638778;25029475026;628072475;1366567525;241080947;242313684;6.101211;22.02791;27873;13948803895;13924196105;5856206968;3045618647;2810588322;4096949222;2127740424;1969208798;5483066975;2739342648;2743724327;5580580202;2870761467;2709818735;4352736204;2166079645;2186656559;2089790879;900860463;1188930416;41366955;984006;31526895;27873;13948803895;13924196105;7584354989;39785056;3605849389;15099306465;7624301703;7475004762;5189338546;2345996592;2843341955
200068963;16817857278;160577672;604710355;1023880075;2889281088;3021094839;2404889337;4803931114;1909492799;206726952;0;5.201934;5.09844;184314371;260317455;282712582;0;1329624738;8150645968;104644533;438386574;817595963;23572695;2270341891;1859300474;5;298107033;659994179;55933139;161121846;201185672;347697217;490435492;262876282;4798931114;281761029;16817857278;160577672;604710355;1023880075;2889281088;3021094839;2404889337;4803931114;1909492799;8189546853;125521818;434221873;67450146;1339012189;609347936;1954468127;2240029493;812443957;8628310425;35055853;170488482;349378615;1550268899;2411746903;45042121;2563901621;1097048842;1709051525;389740432;1319311094;435851416;132311385;30354003;263783314;46011756;217771558;838994684;177245059;661749626;170422111;34172232;136249879;21051652091;19342600566;389740432;1123476993;40028952;138953075;5;11.852075;21296;10535675282;10760324718;4495823082;2303591927;2192231155;3007812505;1497350122;1510462384;4201312973;2068652601;2132660372;4434531282;224523457;2189296711;3547284963;1732510546;1814774417;1432338792;628673952;80366484;176896404;59661564;11723484;21296;10535675282;10760324718;5790125649;2937544643;2852581006;11672901646;5809952476;586294917;3832972705;1788178163;2044794542
200068989;80675846853;1296901706;3561540755;4164058302;10410548315;11960325009;11135491764;28902028424;9244952578;8910974053;0;65.837702;62.945522;591925788;1155259536;1968436937;0;5066568568;33571957331;922184286;2683801013;3107853318;8040825317;867607817;7877348201;105010152;2158856873;38192915469;374717419;811902039;993259463;177779721;2128987304;1289706625;28797018272;2019527137;80675846853;1296901706;3561540755;4164058302;10410548315;11960325009;11135491764;28902028424;9244952578;38424994136;926925774;2345505212;2549278796;4824054908;2423397096;859489227;13068481249;369245883;42250852718;369975931;1216035542;1614779506;5586493407;9536927914;2540599494;15833547175;5552493748;9993185603;2444938585;7548247018;1961023023;57633768;1384685343;15740549;287811358;1286243542;4526142818;1045057322;3481085497;1931964861;535732224;1396232637;96691490207;86698304604;2444938585;4188962565;164180845;1500836838;21.253845;195.385321;97589;46917788309;50671211691;16813319543;8487127621;8326191922;12726286374;6592974772;6133311602;16359087228;8018068463;8341018765;19478384904;9634842915;9843541989;20371557117;9660244033;10711313084;10192719515;4112164823;6080554692;1647645318;412365681;1235279637;97589;46917788309;50671211691;22081842984;11199755468;10882087515;5042986576;24922764923;25507100837;25077291256;10795267917;14282023339
200068997;50183265815;364433687;2410582883;2853529434;7351865668;8106663291;7632628117;14533894433;6929668302;5725450841;25.324014;58.729692;26.881981;547768459;902880336;1099414767;0;306445159;23069656791;227829251;180867186;2145016338;5774728021;5725786666;5393257837;30029434;1964337385;21388158183;111280422;54318133;681631114;1029369188;1477996289;1139955514;14503864999;1900879327;50183265815;364433687;2410582883;2853529434;7351865668;8106663291;7632628117;14533894433;6929668302;24377279472;283272143;1755437912;1741979958;3713857083;1489913619;6294045469;6758930913;2339842375;25805986343;81161544;655144971;1111549476;3638008585;6616749672;1338582649;777496352;4589825926;6155880004;2175198806;3980681198;1274707817;49622808;778479737;1020456523;286535035;733921487;2971636027;1058247955;1913388071;889079638;334187736;554891903;60383343599;54227463594;2175198806;2512830298;587312584;609522326;11.136753;259.879238;60956;30060678493;30895321507;10706045357;5487671806;5218373551;8897496741;4700248564;4197248176;11241951374;5587675404;565427597;12973627465;6572561608;6401065857;10868401333;5274835107;5593566226;5488550735;2203854584;3284696151;779926995;233831419;546095576;60956;30060678493;30895321507;14015521351;7239666526;6775854825;33864529679;17069621241;16794908437;1307594897;5751390726;7324558245
200069003;15826645175;1110706334;611238668;511633545;1253319751;2088496503;3067034874;5106192233;2078023267;1855953601;10.493671;15.260889;20.144216;102002078;214487054;491224218;0;1002341475;6570944672;705054776;408262578;385622316;1000950158;1534851932;201838289;5191781;512628241;7399746902;395157887;187715202;105867012;150367515;339157517;557427766;5101000452;563053551;15826645175;1110706334;611238668;511633545;1253319751;2088496503;3067034874;5106192233;2078023267;7549296546;687916187;418299254;253724227;58144969;302039151;2180024998;2311322204;814520835;8277348628;422790147;192939415;257909317;671870061;1786457352;887009876;2794870029;1263502432;169696571;474958099;1222007611;356922422;10398382;252938602;318124084;68711962;249412122;76261888;213810732;548808147;259300324;88451585;170848739;18642701191;16945735481;474958099;876651425;54154256;260863365;10.048432;20.290133;18818;9247201658;9570798342;3078511382;1561670319;1516841063;2695525124;1424495835;1271029289;3130247121;157323706;1557010061;4081619982;2027313862;2054306121;3728381077;1848314525;1880066552;177843565;729548068;1048887582;325279663;82621989;242657674;18818;9247201658;9570798342;4100440137;2131766542;1968673595;10221301992;512295528;5098346713;449625787;1992479836;2503778035
200069029;55460550165;310569506;2151683455;2653265224;6664035451;9769853394;6212481392;1888640167;8812260073;6814610131;0;47.889697;65.601242;440158738;1211134247;893895519;0;4155930688;22734306328;200177828;1496590997;1933810264;5119150195;6952706845;4499150147;117271646;2415448406;25911633706;110391678;607202761;653853718;1104726519;1606012301;819435726;18769130024;2240880979;55460550165;310569506;2151683455;2653265224;6664035451;9769853394;6212481392;1888640167;8812260073;2604848087;259008038;1427428445;1551996944;3086617925;2739534865;5212555894;8469448865;3301889892;29412069295;51561468;724255009;110126828;3577417526;7030318528;999925498;10416952805;5510370181;6754188816;2371287083;4382901733;1321089936;536049671;785040265;1178259935;394803253;783456682;2843730344;1005252582;1838477762;1411108602;435181577;975927025;65484695186;5873050637;2371287083;3149872022;627999733;519576903;12.790315;72.66276;66119;31208746697;34910253303;10521669352;5247913365;5273755986;978933847;4962274541;4827063929;10715841999;5253295607;5462546392;13474152679;6529661636;6944491042;14810070483;680998232;8000088163;5936835619;2179650692;3757184927;871091398;225968535;645122863;66119;31208746697;34910253303;14163588356;7107180512;7056407844;35310581424;17206442867;18104138557;1664483022;6895123318;9749706902
200069037;84643734206;638752788;2433758591;3911954592;10657816861;1341624182;14594267303;22416082881;16574859369;12377032773;20.408285;40.328129;75.148223;771784009;1597886389;1850456919;0;8021020821;39348712534;41103678;1859080732;3143605161;8380300159;9612803556;10718234012;80512387;5143139747;32917988899;207307723;53434973;693201208;1505732693;2205551875;2025576373;22335570494;3410698802;84643734206;638752788;2433758591;3911954592;10657816861;1341624182;14594267303;22416082881;16574859369;41175125391;483736494;157625042;2466207443;5121258258;273425485;1203815992;10332430801;6422827205;43468608815;155016295;857508171;1445747149;5536558602;1068198697;2556107383;1208365208;10152032165;11464221817;3827074799;7637147019;2375677421;715364942;1660312479;2690231604;874138454;1816093151;5216125419;1847838034;3368287384;1182187373;389733368;792454005;103859519152;92395297334;3827074799;584452605;1172217608;434530595;18.143832;167.728934;105169;51696417068;53472582932;20553270824;10539512341;10013758482;18177239875;9409590266;8767649608;19463520364;9712813407;9750706957;21513291282;10828237352;1068505393;17401085043;8248997716;9152087328;709604955;2704807241;4391242309;964543063;252458745;712084318;105169;51696417068;53472582932;27481832055;14139600969;13342231086;58918545199;29596620132;29321925067;18768622746;7960195967;10808426779
200069052;84577613356;93848097;2203784148;857870097;11624742002;13075447601;11267060503;22374186472;15359843562;13329784726;0;72.961676;351.448947;880502646;2151280194;1735078749;0;8138512513;38780334904;33165292;1621599125;6770055228;9040467155;886703688;8056761179;92093071;4299156974;32467493725;60682805;509223347;1457196794;1703772201;2057130527;1475220575;22282093401;2922174075;84577613356;93848097;2203784148;857870097;11624742002;13075447601;11267060503;22374186472;15359843562;4210127442;83643788;1572552025;5562946478;536059207;3699279783;8869177267;10493112931;6459970077;42476338936;10204309;631232123;3015754492;6264149932;9376167819;2397883236;11881073541;8899873484;12500800303;4165720935;8335079368;2216839686;845050285;1371789401;3226834076;874028387;2352805689;5856486031;1959863988;3896622043;120064051;486778275;713862234;101776923845;89276123542;4165720935;3627139669;1889829502;208726889;74.549662;656.291645;103016;51318149443;51697850557;18208622548;9317397214;8891225334;19883842689;11223019467;8660823222;18796930487;9398059759;9398870728;20057029691;9879997856;10177031835;16724930783;7888394855;8836535928;8181840683;332275607;4859084613;1162803118;288524221;874278897;103016;51318149443;51697850557;2506963643;13215881905;11853754525;58197072937;29574840174;28622232763;19749290633;8527427364;11221863269
200069060;12548312682;40374793;519596879;1022680219;1817819523;2017280903;1649972798;3891311606;158927596;1244839809;0;4.9;10.169862;70888544;144883927;1966008;0;817396676;5756203358;35308498;393214037;769470979;1463200976;1471452407;1210900942;0;41265552;5547269515;5066295;121482842;243039378;283730004;400944568;242471057;3891311606;359223765;12548312682;40374793;519596879;1022680219;1817819523;2017280903;1649972798;3891311606;158927596;6025072552;20107581;352971487;644800001;927927108;466826969;1271589732;1731586794;609262881;652324013;20267212;166625393;377880218;889892415;1550453933;378383066;2159724813;98001308;1266065504;244803777;1021261727;260857484;57370396;203487088;197337161;27422888;169914273;583395838;110619438;4727764;22447502;49391054;175083966;15127369928;13861304424;244803777;638118064;13962436;218331233;0;25.18807;15257;7557264498;7699735502;2600296396;1359042031;1241254364;2053403258;11278043;925598958;2657608477;1311414657;134619382;3466701996;1735018294;1731683702;2908590273;1455729895;1452860378;133372318;522773321;810949859;236676421;45482;191194421;15257;7557264498;7699735502;3457925081;1839696088;1618228993;8429041386;4241252813;4187788573;3370033533;1476315597;1893717936
200069086;25508107916;585790451;1116996909;1048300586;3322636066;4210032716;3803712084;8344255388;3076383716;2914580361;9.963745;4.963193;10.07389;229312911;384470438;527475229;0;1748320954;11146245565;331402915;937079193;772635933;2612314395;3156112547;2645677818;40052076;650970687;1144728199;244423791;174954523;265590762;481008759;66944973;630559036;8304203312;677092076;25508107916;585790451;1116996909;1048300586;3322636066;4210032716;3803712084;8344255388;3076383716;12462870299;407564324;828360764;509459923;1576393766;810201145;3150438352;3884587325;1295864699;13045237617;178226127;288636145;538840662;17462423;3399831571;653273732;4459668063;1780519018;2953676679;578512863;2375163816;598199339;151827398;446371941;497506404;61713379;435793026;1323706277;254767364;1068938913;534264659;110204723;424059936;30952726304;27999049624;578512863;1681719798;150630776;476690474;31.144487;34.978282;31277;15324669869;15952330131;6023109255;3079395886;2943713369;4320864366;2240815144;2080049222;5639373331;277520455;2864168781;5956785319;3035237134;2921548185;5791968106;2856565539;2935402567;3043294276;1219417027;182387725;501605347;11803459;383570757;31277;15324669869;15952330131;7759761312;3987090423;3772670889;1627937561;8195119788;8084255822;7237863078;3142459658;409540342
