codgeo;SEXE-AGE3_B_POP_ENS_ENS;SEXE-AGE3_B_POP_1_ENS;SEXE-AGE3_B_POP_2_ENS;SEXE-AGE3_B_POP_ENS_00;SEXE-AGE3_B_POP_1_00;SEXE-AGE3_B_POP_2_00;SEXE-AGE3_B_POP_ENS_20;SEXE-AGE3_B_POP_1_20;SEXE-AGE3_B_POP_2_20;SEXE-AGE3_B_POP_ENS_65;SEXE-AGE3_B_POP_1_65;SEXE-AGE3_B_POP_2_65;CS1_8-SEXE_POP_ENS_ENS;CS1_8-SEXE_POP_1_ENS;CS1_8-SEXE_POP_2_ENS;CS1_8-SEXE_POP_3_ENS;CS1_8-SEXE_POP_4_ENS;CS1_8-SEXE_POP_5_ENS;CS1_8-SEXE_POP_6_ENS;CS1_8-SEXE_POP_7_ENS;CS1_8-SEXE_POP_8_ENS;CS1_8-SEXE_POP_ENS_1;CS1_8-SEXE_POP_1_1;CS1_8-SEXE_POP_2_1;CS1_8-SEXE_POP_3_1;CS1_8-SEXE_POP_4_1;CS1_8-SEXE_POP_5_1;CS1_8-SEXE_POP_6_1;CS1_8-SEXE_POP_7_1;CS1_8-SEXE_POP_8_1;CS1_8-SEXE_POP_ENS_2;CS1_8-SEXE_POP_1_2;CS1_8-SEXE_POP_2_2;CS1_8-SEXE_POP_3_2;CS1_8-SEXE_POP_4_2;CS1_8-SEXE_POP_5_2;CS1_8-SEXE_POP_6_2;CS1_8-SEXE_POP_7_2;CS1_8-SEXE_POP_8_2;IRANC-AGE5_55_POP_ENS_ENS;IRANC-AGE5_55_POP_2_ENS;IRANC-AGE5_55_POP_3_ENS;IRANC-AGE5_55_POP_ENS_01;IRANC-AGE5_55_POP_2_01;IRANC-AGE5_55_POP_3_01;IRANC-AGE5_55_POP_ENS_15;IRANC-AGE5_55_POP_2_15;IRANC-AGE5_55_POP_3_15;IRANC-AGE5_55_POP_ENS_25;IRANC-AGE5_55_POP_2_25;IRANC-AGE5_55_POP_3_25;IRANC-AGE5_55_POP_ENS_55;IRANC-AGE5_55_POP_2_55;IRANC-AGE5_55_POP_3_55;IRANR_2_POP_ENS;IRANR_2_POP_1;IRANR_2_POP_2;IRANR_2_POP_3;IRANR_2_POP_4;IRANR_2_POP_5;IRANR_2_POP_6;IRANR_2_POP_7;SEXE-AGE15_15_90_POP_ENS_ENS;SEXE-AGE15_15_90_POP_1_ENS;SEXE-AGE15_15_90_POP_2_ENS;SEXE-AGE15_15_90_POP_ENS_00;SEXE-AGE15_15_90_POP_1_00;SEXE-AGE15_15_90_POP_2_00;SEXE-AGE15_15_90_POP_ENS_15;SEXE-AGE15_15_90_POP_1_15;SEXE-AGE15_15_90_POP_2_15;SEXE-AGE15_15_90_POP_ENS_30;SEXE-AGE15_15_90_POP_1_30;SEXE-AGE15_15_90_POP_2_30;SEXE-AGE15_15_90_POP_ENS_45;SEXE-AGE15_15_90_POP_1_45;SEXE-AGE15_15_90_POP_2_45;SEXE-AGE15_15_90_POP_ENS_60;SEXE-AGE15_15_90_POP_1_60;SEXE-AGE15_15_90_POP_2_60;SEXE-AGE15_15_90_POP_ENS_75;SEXE-AGE15_15_90_POP_1_75;SEXE-AGE15_15_90_POP_2_75;SEXE-AGE15_15_90_POP_ENS_90;SEXE-AGE15_15_90_POP_1_90;SEXE-AGE15_15_90_POP_2_90
13001;143097;6805677119;7504022881;30677209558;15341595126;15335614433;8511540823;41681104505;43434303725;27304382211;1103407156;16270310652;123702989066;196.491412;4440476638;19769889434;17782243763;17027553831;7545443036;27276096799;29664794154;57942763534;125.338202;309921439;1169598947;7703863341;5463220212;6189708116;11521279632;12144150171;65760225532;71.15321;1341262247;8073899964;10078380422;11564333619;135573492;15754817167;17520643983;2452993278;11623019238;12906913542;2578243788;1385.227152;1193016635;8847276026;3362.576683;5484699343;10853782147;5753476442;5100305706;2250630819;1121.738961;1128891858;141714618539;117184685759;11623019238;4261001842;2037.130458;4929.772711;96.54422;1582.464312;143097;6805677119;7504022881;19369626579;10020517669;934910891;3729573414;18341583093;18954151047;25782648948;13016618113;12766030836;25686464363;12100857257;13585607106;21214869758;942591866;11788951098;11672611226;462556273;7047048496;2075044986;525.713668;1549331318
13002;20860;10090898968;10769101032;4507255267;2354907164;2152348102;11581078249;5604962629;5976115619;4771666485;2131029175;264063731;1749759339;10.011524;779423724;2091533065;3139709362;2617271976;1229958486;5274833684;235485157;8312488818;8.992558;571259171;1200698768;1398589933;687098153;1107038404;2471327969;867483861;9185104572;1.018966;208164552;890834297;1741119429;1930173823;122920082;2803505715;1487367708;1831210371;551565888;1279644483;397648488;122.568847;275079641;185900852;41.24857;144652282;955878788;29750375;658375039;291782243;90.244722;201537521;20684432511;1885322214;551565888;1054198141;53.010352;154.066225;5.621019;12.748745;20860;10090898968;10769101032;3357281298;1748783759;1608497539;2910572969;1479865123;1430707846;3605174525;1729500164;1875674361;4652531267;2229664217;242286705;4088611261;2000376094;2088235167;1925241705;80344476;1121796945;320586975;99.26485;221322125
13003;2516;1271530889;1244469111;630779917;332579758;298200159;1494770514;759330651;735439863;390449568;17962048;210829089;2097354728;4.728127;141332857;212623612;30929618;319483971;237457769;457348719;415083493;1063308431;4.728127;110935317;137779962;15463851;79836247;176779241;250453888;14815714;1034046297;0;3039754;7484365;15465767;239647723;60678528;206894831;266926353;287560121;61178649;226381472;63760977;20.401021;43359955;28508177;2.890425;25617751;162529984;34805197;127724787;32760984;3.082006;29678978;2495313719;2207753598;61178649;161836569;11.345737;47.204118;0;5.995047;2516;1271530889;1244469111;481865457;248717261;233148195;361136385;195228228;165908157;486039473;243751842;24228763;601705776;299727744;301978032;415583223;207916999;207666224;149008084;69108636;79899448;20661602;7.080178;13581424
13005;47208;22358525477;24849474523;11406738375;5771510201;5635228174;25865537392;12494064938;13371472454;9935724232;4092950338;5842773895;38667787122;53.104562;1172326511;2967404367;5457841871;7229681176;4037613883;10870002927;6879811826;1807604579;31.049079;837395912;1787738575;2509566557;2205630167;3287231188;4743253523;2674180789;20591741333;22.055484;334930599;1179665793;2948275314;5024051009;750382695;6126749403;4205631037;4937333833;2201471252;2735862581;1006370136;473.724523;532645613;786365895;374.114271;412251624;2560432571;1079010132;1481422439;584165232;274.622326;309542905;46685240074;4174790624;2201471252;1700661916;265.80011;582.089621;30.11124;157.199694;47208;22358525477;24849474523;8537212851;4265479537;4271733314;8009177989;4064385294;3944792695;8393539623;4117644967;4275894656;9522201457;4531223434;4990978023;781823265;3490626913;4327605737;4232688524;1690539306;2542149218;694946906;198.626027;496320879
13007;12771;6448333689;6322666311;2937829002;1580856195;1356972807;7423756902;374016348;3683593422;2409414096;1127314013;1282100083;10583911199;30.120415;552345805;1177195695;1778417789;1701477712;940970011;2724789508;1678594264;5326415693;24.088767;429415845;694877711;79671242;451051455;798428787;1377641644;754199063;5257495506;6.031648;12292996;482317984;981705369;1250426257;142541224;1347147864;9243952;1352555874;486358894;86619698;274252393;131.486347;142766046;174587327;46.292551;128294776;694572459;250876872;443695588;209143695;57.703124;15144057;12628153368;11275597494;486358894;603574638;119.522034;110.273569;0.999977;31.826762;12771;6448333689;6322666311;2178089006;1114918155;1063170851;200427625;1140934072;863342178;2510483705;1237692663;1272791042;2788562163;1375138532;1413423631;2328319272;1180133734;1148185537;861677265;375021279;486655987;99592339;24.495253;75097085
13008;560;279;281;137;66;71;295;150;145;128;63;65;470;5;20;95;95;50;0;155;50;240;5;15;50;45;20;0;80;25;230;0;5;45;50;30;0;75;25;49;6;43;14;1;13;2;0;2;29;5;24;4;0;4;559;510;6;19;5;11;0;8;560;279;281;107;53;54;58;30;28;97;49;48;123;61;62;131;64;67;43;22;21;1;0;1
13009;836;401569636;434430364;187842888;92934048;94908841;522337926;253206733;269131193;125819186;55428856;7039033;731818503;4.977665;34843657;109508636;121129969;124441632;82974649;119524992;134417304;356786922;0;24888326;89597975;51442655;19910661;68041653;58086323;44819329;375031581;4.977665;9955331;19910661;69687314;104530971;14932996;61438669;89597975;110569263;17919595;92649668;2621706;5.973198;20243862;15952939;0;15952939;5243412;10950864;41483256;15965144;0.995533;14969611;828035736;717466473;17919595;64079863;3.323868;22.921671;0;2.324267;836;401569636;434430364;134730163;65042849;69687314;134421372;63072125;71349248;146014227;75660512;70353715;240923067;118139301;122783766;130756167;59736052;71020116;41836799;18256864;23579935;7318205;1.661934;5656271
13012;586;256;330;93;44;49;266;120;146;227;92;135;545;0;5;80;65;75;25;210;85;240;0;5;50;30;10;15;110;20;305;0;0;30;35;65;10;100;65;57;4;53;16;1;15;4;0;4;28;1;27;9;2;7;583;526;4;25;18;3;7;0;586;256;330;67;30;37;67;30;37;75;40;35;106;45;61;130;63;67;80;32;48;61;16;45
13013;1919;934654275;984345725;469094564;242098025;226996539;1103511734;548676416;554835318;346393702;143879834;202513868;1617721056;0;60994788;196308888;333883313;172843637;100629463;446680703;306380263;774837414;0;45788709;13588223;161951172;20360873;75561225;205103262;130189942;842883642;0;15206079;60426658;171932142;152482764;25068238;24157744;176190321;178584512;68410169;110174343;35623935;16.871223;18752712;20097965;8.028056;12069908;89104946;29234886;59870059;33757666;14.276003;19481663;1898025228;1719440716;68410169;67999048;6.148965;25.363106;0;10.663224;1919;934654275;984345725;335394808;171109376;164285432;280648139;14591698;134731159;359702156;171195756;1885064;477084702;235137479;241947223;316293043;156805137;159487905;123599163;52459129;71140033;2627799;2.030418;24247572
13014;13520;6853561033;6666438967;332206738;18216093;150045808;7526304264;3774458097;3751846167;2671628356;1257493636;141413472;11024986247;73.805185;343363232;262095903;1286221556;2063186111;2014967748;2392112113;2589234399;549379038;59.484623;259106701;159432198;702978277;445546425;1619477657;1208341286;1039423213;5531195867;14.320562;8425653;102663706;583243279;1617639686;395490092;1183770827;1549811185;1347723106;804120361;543602745;32511357;204.616099;120497471;194286575;100.580866;93705709;665770995;388836231;276934764;162551967;110.087165;52464802;13371452631;12023729525;804120361;459085224;1.074348;51.212501;0;32.230673;13520;6853561033;6666438967;2493013705;1352770485;114024322;231970621;120769238;111201383;2504209688;1208181295;1296028393;2755933773;1407187327;1348746447;2154777509;1130776668;1024000842;1112467397;49499658;617470816;179891718;51.956299;127935419
13015;14784;7126913489;7657086511;3268017007;1649870764;1618146243;8106605702;3997988433;4108617269;3409377291;1479054292;1930322999;12365774926;3.536094;509261452;2166558891;1960392046;1534962781;693277237;3548981431;1948804995;5882901588;3.536094;356871372;1281551002;833833405;386544812;558936328;1654006772;807621803;6482873338;0;15239008;885007889;112655864;1148417969;134340909;1894974659;1141183191;1498536862;356537399;1141999462;354636833;109.511665;245125168;21099615;38.895471;172100679;770134961;183089091;587045869;162768918;25.041172;137727746;14668949541;1317041268;356537399;801589669;38.533153;218.586768;0;83.289873;14784;7126913489;7657086511;2419653955;1255470688;1164183267;2054782708;1029396943;1025385765;2611089558;1257899763;1353189795;3369007426;1636407575;1732599851;2684260801;129081222;1393448581;1451343405;609491522;841851883;193862147;47.434778;14642737
13016;6254;3018;3236;1481;777;704;3456;1678;1778;1317;563;754;5115;0;200;535;840;695;375;1595;875;2355;0;135;335;355;155;325;730;320;2760;0;65;200;485;540;50;865;555;461;76;385;102;17;85;67;16;51;248;36;212;44;7;37;6197;5736;76;287;37;53;4;4;6254;3018;3236;1106;592;514;906;452;454;1127;549;578;1373;671;702;1160;533;627;505;203;302;77;18;59
13019;9834;4800334675;5033665325;2550329814;127094834;1279381474;5316430826;2632403982;2684026844;196723936;896982354;1070257007;7926277403;0;46748681;1611337514;1392316971;865374446;404749371;2088770851;1096241441;3848169693;0;323262156;959839939;606639735;218823613;345185059;939946883;454472309;4078107709;0;144224654;651497575;785677236;646550833;59564312;1148823968;641769132;947260423;260955853;68630457;245484779;80.57218;164912599;122936498;25.186012;97750486;507413301;130320732;377092568;71425845;24.876928;46548917;9762384999;8815124577;260955853;422799706;40.64835;176.450619;0.994653;45.411242;9834;4800334675;5033665325;1888651181;918003238;970647943;1359286973;728494787;630792185;1827025437;858504517;96852092;2179557048;1109371934;1070185114;169123851;78809378;90314473;820604462;377973363;442631099;67636389;19.893056;47743334
13020;2162;1046;1116;522;269;253;1241;600;641;399;177;222;1720;0;90;245;350;210;160;445;220;795;0;50;155;125;60;120;215;70;925;0;40;90;225;150;40;230;150;225;48;177;65;16;49;11;1;10;138;27;111;11;4;7;2138;1913;48;165;4;6;0;2;2162;1046;1116;410;206;204;290;150;140;429;205;224;497;237;260;371;185;186;151;58;93;14;5;9
13021;5756;2752561179;3003438821;926628711;481523216;445105494;2768735172;1351490476;1417244696;2060636117;919547487;1141088631;5047900945;5.058017;202320679;864920903;571555919;480511613;171972577;2144599199;606962038;2397500048;5.058017;151740509;505801698;247842832;141624475;146682492;102171943;177030594;2650400897;0;5058017;359119206;323713087;338887138;25290085;1122879769;429931443;540196213;143647682;396548531;10116034;29.336498;71823841;5361498;8.092827;45522153;245819625;62719411;183100215;139601269;43.498946;96102323;5709466244;516927003;143647682;280214141;10.116034;78.905065;0;27.313292;5756;2752561179;3003438821;704075964;364177223;339898741;581671953;301457812;280214141;760725754;359119206;401606548;1204807983;582683556;622124427;1576066429;743516835;832549595;836596008;369235239;467360769;92055909;32.371309;596846
13022;7027;3255423987;3771576013;1017425807;51596543;501460377;3508087576;166908096;1839006616;2501486617;1070377598;1431109019;6180608169;15.541127;445512319;663088102;71489186;802958249;341904803;2269424441;927287268;2776868024;15.541127;279740293;35744593;295281421;274559917;279740293;103108138;243477663;3403740145;0;165772026;305642172;41961044;528398332;6216451;1238343061;683809606;550083665;25694664;293137025;77705637;40.406931;37298706;61128434;18.649353;42479082;264163043;129509395;134653648;14708655;68.380961;7870559;6982448768;6432365103;25694664;158519499;18.649353;99.39097;2.07215;14.505052;7027;3255423987;3771576013;74493804;365734531;379203509;800886099;397852861;403033237;916926516;443440168;473486348;15550859;739721542;815364358;1713677644;773948144;9397295;1113911414;469370037;644541377;181574387;65.356703;116217684
13023;4656;2198763061;2457236939;99519213;491297381;503894749;2520981838;1205508987;1315472851;1139826032;501956693;637869339;3884540315;14.535425;242257091;547501026;644403862;513585033;174425106;1193978513;553854259;1875069885;9.690284;174425106;344005069;261637658;150199396;150199396;595952444;188960531;2009470431;4.845142;67831985;203495956;382766204;363385637;24225709;598026069;364893728;393425516;78491297;314934218;85274496;16.473482;68801014;39730163;8.721255;31008908;192836644;38761135;15407551;75584212;14.535425;61048787;4627898177;4234472662;78491297;218031382;40.699191;37.792106;0.969028;17.442511;4656;2198763061;2457236939;759718237;364354665;395363573;559129366;284894339;274235027;765532408;374044949;391487459;1117828767;518467877;59936089;913793747;439938877;47385487;494453141;199619843;294833298;45544333;17.442511;28101823
13024;2684;1308;1376;661;370;291;1423;679;744;600;259;341;2230;20;105;215;285;350;290;675;290;1035;20;55;125;85;85;250;280;135;1195;0;50;90;200;265;40;395;155;292;91;201;55;21;34;35;11;24;154;47;107;48;12;36;2656;2364;91;160;22;16;2;1;2684;1308;1376;521;296;225;374;189;185;521;245;276;510;247;263;454;218;236;252;100;152;52;13;39
13025;2307;1140360033;1166639967;48223054;252735283;229495257;1301441459;652657398;648784061;523328001;234967352;288360649;1900299544;4.841672;121041802;343758719;406700456;227558588;82308426;510739653;203350228;93038907;4.841672;101675114;213033572;164616851;53258393;77466753;23802996;77466753;969910474;0;19366688;130725147;242083605;174300195;4841672;272709693;125883474;177205199;27113364;150091835;33891705;5.810007;28081698;26145029;2.905003;23240026;96833442;16461685;80371757;20335023;1.936669;18398354;2278918302;2101713103;27113364;90055101;16.461685;35.828373;0;7.746675;2307;1140360033;1166639967;386365433;202381894;18398354;346663722;172363527;174300195;395080443;201413559;193666884;503533898;244988608;25854529;428098376;225653441;202444936;196517665;82655158;113862507;50740463;10.903848;39836616
13026;17425;8337144212;9087855788;4738469721;2419523109;2318946612;9773599333;469625061;5077348723;2912930946;1221370494;1691560453;13545193024;39.328132;446173152;847460918;2497899767;2678064749;1873001575;2998145047;2165119684;6335499717;29.756824;312391397;490341477;1194167368;569789405;1590904163;1407571291;740577792;7209693307;9.571308;133781756;357119441;1303732398;2108275344;282097412;1590573755;1424541892;1929199032;759825235;1169373798;397366937;190.446492;206920445;328660616;110.902957;21775766;980690574;36617343;614517144;222480905;92.302355;130178549;17094125128;15164926095;759825235;974075491;55.445559;106.812271;0;33.040477;17425;8337144212;9087855788;3880922052;1995746171;1885175882;2807854476;136058999;1447264485;4096779373;2016618446;2080160927;295298382;1386089571;1566894248;2375983068;1064725652;1311257416;1104474741;465648168;638826573;20600247;47.726214;158276256
13028;35281;16732507916;18548492084;6588521481;3500032795;3088488686;19125786185;9157658218;9968127968;9566692334;4074816903;549187543;30407351291;46.984826;1264567417;2553317923;4102108172;4671908357;2611934391;9807692543;5348837662;1416398805;32.947706;833344375;1513725288;1831805773;1292034664;213161369;4552490601;1976025952;16243363241;14.03712;431223042;1039592635;2270302398;3379873692;480320702;5255201942;337281171;3216554928;1682417116;1534137812;597101772;325.494219;271607553;457054921;235.804009;221250912;1668206754;90192937;766277384;494191481;219.189517;275001963;34997563841;31781008913;1682417116;704068217;272.028268;477.060961;12.72389;68.256477;35281;16732507916;18548492084;4876648737;2569519875;2307128861;4870434273;2514492365;2355941908;6057417658;294950242;3107915238;7510892073;3564066287;3946825786;7227347513;3310031974;3917315539;4184380602;1696994853;2487385749;553879143;127.900141;425979002
13029;1370;701388922;668611078;291368281;147519409;143848872;78594046;404546393;381394068;292691258;14932312;143368138;1160728728;34.943498;54522563;159891409;184279655;115274935;139371154;343348939;129096576;640350613;29.900632;39572247;90121628;110057316;4924247;1244805;181610683;59683359;520378115;5.042866;14950316;69769781;74222339;110350688;14890653;161738255;69413216;122669976;17847175;104822801;24633863;6.882572;17751291;15888563;1.020649;14867914;71052817;8923305;62129513;11094732;1.020649;10074084;1361100982;1238431006;17847175;81007295;1.008573;13.004908;0.996641;8.805385;1370;701388922;668611078;220276016;11195676;108319257;145869277;8042667;65442607;263973289;131072694;132900595;340408682;175201601;165207081;284250036;150223729;134026307;105112389;51498895;53613494;1011031;1.008573;9101737
13030;5147;2523651941;2623348059;1334040472;655851771;678188701;3046868656;1496467058;1550401598;766090872;371333112;394757759;4074014242;20.256298;13687448;314073283;902077352;841066145;445900611;877567692;536198382;2001352842;15.195594;101395706;187400894;380111313;217805688;385138475;451472581;262832591;20726614;5.060704;35478774;126672389;521966038;623260457;60762136;42609511;273365791;693058052;353587038;339471014;191343156;105.312447;8603071;79065436;41.554319;37511118;368886276;178327899;190558377;53763183;28.392374;25370809;5098401073;440534302;353587038;24119097;30.408649;58.750014;5.062049;4.059332;5147;2523651941;2623348059;1012183427;493922519;518260908;876907921;449516712;427391209;1051368163;488242257;563125906;1130045606;566466336;563579269;809584453;412876543;39670791;234441181;103491391;13094979;32469251;9.136184;23333067
13031;3757;1809380866;1947619134;791925048;390616689;401308359;2018243488;980730464;1037513023;946831464;438033712;508797752;3223015612;0;129028797;28493899;527913902;463575188;231547058;978606893;607404784;162104779;0;91353472;188288488;27443146;150986349;20468604;421612351;289689629;1601967822;0;37675325;96650503;253482442;312588838;26861017;556994542;317715155;38659135;58187773;328403577;86904291;10.739884;76164407;4094595;4.317017;36628933;214370648;36628916;177741732;44370461;6.501956;37868505;3723733866;3337142517;58187773;263748816;25.867203;32.360221;0;6.427337;3757;1809380866;1947619134;607284302;298291731;30899257;494742198;248353982;246388216;662995284;319123017;343872267;771940463;377569167;394371295;755971868;363569686;392402183;404847723;1799763;224871423;59218163;22.496984;36721179
13032;7957;3884730837;4072269163;1746859105;908329834;838529271;4411858443;2111920118;2299938326;1798282452;864480886;933801567;664279116;10.128259;314016914;1175069737;1058659329;780394023;298784815;1903937655;1101800427;313599095;5.06413;212747216;693737749;415458661;15702821;248156584;913683404;490114998;350680021;5.06413;101269698;481331988;643200669;623365813;50628231;990254252;611685429;999809478;297622503;702186975;211259703;78.863677;132396026;132762691;42.496769;90265922;557365412;150930329;406435083;98421672;25.331728;73089944;7883208443;6883398965;297622503;438740364;42.633817;180.333871;2.015131;38.463792;7957;3884730837;4072269163;1290954714;656596297;634358416;1203996692;63687342;567123271;1447356785;690372618;756984167;1719267233;799076376;920190857;1526106719;743566155;782540564;689241375;333923362;355318013;80076483;24.322608;55753875
13033;5527;2775170087;2751829913;1287928446;673106433;614822013;3332237739;1673825212;1658412527;906833815;428238442;478595373;4585408836;19.429211;277243607;651391506;929132682;602970945;342936978;1080675917;68162799;2248323165;4.741001;191355129;352059486;405290723;171845012;311834933;544226926;266969955;2337085672;14.68821;85888478;29933202;523841959;431125933;31102046;536448991;414658035;619193765;2270884;392105365;154404778;69.726026;84678753;64036143;26.980361;37055782;345308005;109150292;236157714;55444839;21.231722;34213117;5466238991;4847045225;2270884;289267555;29.135009;54.831062;0;18.87174;5527;2775170087;2751829913;95866265;492929716;465732933;84030612;452049218;388256902;1055558427;51138153;544176897;1361413564;681788419;679625145;950461922;486285076;464176846;336477706;144485668;191992038;24119612;6.250461;17869152
13035;6926;3371225071;3554774929;1640172868;83122341;808949458;3946360289;1940692109;200566818;1339466842;599309552;740157291;5601237181;55.684881;20755274;607471433;1002327864;880833577;592284647;1434995605;820086434;2590086923;45.560357;151867858;359420598;404980955;18224143;475852622;722112267;248050835;3011150259;10.124524;55684881;248050835;597346909;698592148;116432025;712883338;572035599;764401553;293611192;47079036;181228977;84.033548;97195429;86058453;25.31131;60747143;391819074;150855406;240963668;105295048;33.410929;7188412;6864240404;6099838851;293611192;33512174;28.348667;92.133167;0;15.186786;6926;3371225071;3554774929;122101758;616583504;604434076;910194697;473827718;436366979;1322262819;624683123;697579695;1684541654;825982029;858559625;1239895937;585018361;654877576;499014503;235005811;264008692;4907281;10.124524;38948286
13037;8666;4210;4456;2180;1106;1074;4929;2410;2519;1557;694;863;6885;40;265;860;1385;1020;635;1755;925;3355;30;195;500;690;200;520;900;320;3530;10;70;360;695;820;115;855;605;1110;329;781;260;105;155;136;24;112;604;164;440;110;36;74;8536;7426;329;575;30;148;2;26;8666;4210;4456;1744;875;869;1275;650;625;1961;937;1024;1668;836;832;1302;619;683;622;280;342;94;13;81
13039;15602;7567229562;8034770438;3992089073;2039442014;1952647059;8845226996;4273562932;4571664064;2764683931;1254224616;1510459315;12693365739;6.476602;306018198;550722235;2057507196;2343667543;2092597039;3066041354;2270335571;610460969;6.476602;194567527;335883156;109366334;442890743;175018174;1606557931;67438865;6588756048;0;111450671;214839079;963843856;19007768;342415298;1459483423;1595946921;1207137018;600467127;606669891;254523747;140.187;114336746;246369225;118.005874;128363351;534202881;283994633;250208248;172041165;58.27962;113761546;15471020403;14263883385;600467127;419870478;52.898898;105.683455;0.610504;27.606556;15602;7567229562;8034770438;2914212369;1471469215;1442743154;2678887429;1382642919;129624451;2853881345;1357086896;1496794449;3471075086;1644141179;1826933907;2618251764;1293160872;1325090893;963990189;38463918;57935101;101701818;34.089302;67612516
13040;10157;4974572828;5182427172;2501286946;1300107141;1201179805;5795005112;2797074938;2997930174;1860707942;877390748;983317194;8234305331;4.99653;389732681;1399035139;1414018119;1024288744;589593899;2003608713;1409031505;391229657;4.99653;274812481;749486179;669535081;21984734;48466676;1014295683;494656515;4322008762;0;114920201;649548959;744483038;804441404;10492714;98931303;91437499;1149250926;501700579;647550347;292815195;163.90471;128910486;142909365;59.96696;82942406;605598663;250845001;354753662;107927702;26.983909;80943793;10055070779;8905819853;501700579;461679414;64.954896;90.936854;0;29.979183;10157;4974572828;5182427172;1915688288;1006308506;909379782;1387048754;715509772;671538982;1997626098;940354304;1057271794;2244447431;1092245524;1152201907;1901682797;889384405;1012298393;630562144;297793215;332768928;79944487;32.977101;46967386
13041;21376;10361840719;11014159281;5091231915;2597647023;2493584892;12266596645;6075748419;6190848226;401817144;1688445277;2329726162;17530566928;27.482442;532029908;1361189065;2713171835;3073150675;2153183734;4440497942;3229861326;8402472819;27.482442;416373778;849917236;1280776755;720508236;177454051;2160389849;1172484014;9128094109;0;115656131;51127183;143239508;2352642439;378643224;2280108093;2057377312;2540121794;1148514875;1391606919;495482498;304.546458;19093604;60514183;241.769408;363372422;1213397302;512855075;700542227;226100165;89.343934;136756231;21123892378;18583770584;1148514875;1030304862;89.769457;229.800927;3.442645;38.289029;21376;10361840719;11014159281;3854277214;1952175008;1902102207;3886359994;2046795412;1839564581;4101051976;2087538317;2013513659;4272564103;1978574681;2293989421;3390067858;1542679314;1847388544;1685720438;688534251;997186187;185958417;65.543736;120414681
13042;6551;3110;3441;1416;732;684;3352;1622;1730;1783;756;1027;5445;10;275;770;760;550;350;2020;710;2545;0;205;395;345;150;285;900;265;2900;10;70;375;415;400;65;1120;445;666;281;385;172;70;102;74;34;40;345;144;201;75;33;42;6504;5838;281;259;26;82;5;13;6551;3110;3441;1043;536;507;926;515;411;998;452;546;1364;643;721;1369;622;747;717;306;411;134;36;98
13043;9606;4603145919;5002854081;2289801351;1154681086;1135120264;5571762116;264758083;2924181286;1744436534;800884003;94355253;7790425096;4.853665;281512586;603521103;1370400218;1349318948;902781742;1873514798;1404522036;3674516939;4.853665;242683264;36083784;584106442;286366251;800854771;912489073;482325633;4115908157;0;38829322;242683264;786293775;1062952696;101926971;961025725;922196403;1380008084;376673658;1003334426;287032895;93.190373;193842522;167837355;44.653721;123183634;778527911;201912476;576615435;146609924;36.917088;109692835;9505043762;8125035678;376673658;879484149;27.180526;76.921769;1.941466;17.806517;9606;4603145919;5002854081;1743132479;873355661;869776818;151327337;734078816;779194554;1963792972;958113526;1005679446;1915256319;897928077;1017328243;1812387848;875630449;936757399;603795961;249478395;354317565;54361051;14.560996;39800055
13044;5120;2496432997;2623567003;11767941;596520085;580274015;2895094373;1423061792;1472032581;1048111528;47685112;571260407;4142700985;14.961556;135062625;514512933;64522211;680047652;470481957;1162691833;519720319;1937994479;14.961556;99903132;31463681;280124582;160296109;405365221;522882641;139824427;2204706505;0;35159493;199876124;365097528;519751543;65116736;639809191;379895892;616514525;213195955;40331857;11645719;41.873318;74583872;98171909;32.986268;65185641;318493309;10820489;210288419;83392118;30.131479;53260639;5068266667;4451752142;213195955;283134463;34.976356;79.148092;0;6.05966;5120;2496432997;2623567003;919117726;457104331;462013395;721490114;364774105;356716008;1031585897;501213624;530372273;1092051783;538778766;553273016;849151998;420249468;42890253;429178968;188227944;240951024;77423515;26.08476;51338756
13046;4253;1973955829;2279044171;1028901769;509968738;518933032;2303808533;1090640716;1213167817;920289697;373346376;546943322;3524900103;4.980163;174305721;453194874;542837816;463155201;298809807;985016742;602599778;1727890514;4.980163;119523923;28884948;224107355;139444577;224107355;48284965;244028009;179700959;0;54781798;164345394;318730461;323710624;74702452;502167092;358571769;37749639;105579465;271916925;82670713;21.912719;60757994;517937;20.916687;30877013;199206538;48805602;150400936;43825438;13.944458;29880981;4217142823;3839646433;105579465;218131159;14.94049;30.877013;0;7.968262;4253;1973955829;2279044171;763957074;357575736;406381338;576702928;297813774;278889153;752004681;354587638;397417044;994040625;473115528;520925097;677226828;3187003;358526528;397945587;153313633;244631954;91122277;18.84922;72273057
