codgeo;SEXE-AGE3_B_POP_ENS_ENS;SEXE-AGE3_B_POP_1_ENS;SEXE-AGE3_B_POP_2_ENS;SEXE-AGE3_B_POP_ENS_00;SEXE-AGE3_B_POP_1_00;SEXE-AGE3_B_POP_2_00;SEXE-AGE3_B_POP_ENS_20;SEXE-AGE3_B_POP_1_20;SEXE-AGE3_B_POP_2_20;SEXE-AGE3_B_POP_ENS_65;SEXE-AGE3_B_POP_1_65;SEXE-AGE3_B_POP_2_65;CS1_8-SEXE_POP_ENS_ENS;CS1_8-SEXE_POP_1_ENS;CS1_8-SEXE_POP_2_ENS;CS1_8-SEXE_POP_3_ENS;CS1_8-SEXE_POP_4_ENS;CS1_8-SEXE_POP_5_ENS;CS1_8-SEXE_POP_6_ENS;CS1_8-SEXE_POP_7_ENS;CS1_8-SEXE_POP_8_ENS;CS1_8-SEXE_POP_ENS_1;CS1_8-SEXE_POP_1_1;CS1_8-SEXE_POP_2_1;CS1_8-SEXE_POP_3_1;CS1_8-SEXE_POP_4_1;CS1_8-SEXE_POP_5_1;CS1_8-SEXE_POP_6_1;CS1_8-SEXE_POP_7_1;CS1_8-SEXE_POP_8_1;CS1_8-SEXE_POP_ENS_2;CS1_8-SEXE_POP_1_2;CS1_8-SEXE_POP_2_2;CS1_8-SEXE_POP_3_2;CS1_8-SEXE_POP_4_2;CS1_8-SEXE_POP_5_2;CS1_8-SEXE_POP_6_2;CS1_8-SEXE_POP_7_2;CS1_8-SEXE_POP_8_2;IRANC-AGE5_55_POP_ENS_ENS;IRANC-AGE5_55_POP_2_ENS;IRANC-AGE5_55_POP_3_ENS;IRANC-AGE5_55_POP_ENS_01;IRANC-AGE5_55_POP_2_01;IRANC-AGE5_55_POP_3_01;IRANC-AGE5_55_POP_ENS_15;IRANC-AGE5_55_POP_2_15;IRANC-AGE5_55_POP_3_15;IRANC-AGE5_55_POP_ENS_25;IRANC-AGE5_55_POP_2_25;IRANC-AGE5_55_POP_3_25;IRANC-AGE5_55_POP_ENS_55;IRANC-AGE5_55_POP_2_55;IRANC-AGE5_55_POP_3_55;IRANR_2_POP_ENS;IRANR_2_POP_1;IRANR_2_POP_2;IRANR_2_POP_3;IRANR_2_POP_4;IRANR_2_POP_5;IRANR_2_POP_6;IRANR_2_POP_7;SEXE-AGE15_15_90_POP_ENS_ENS;SEXE-AGE15_15_90_POP_1_ENS;SEXE-AGE15_15_90_POP_2_ENS;SEXE-AGE15_15_90_POP_ENS_00;SEXE-AGE15_15_90_POP_1_00;SEXE-AGE15_15_90_POP_2_00;SEXE-AGE15_15_90_POP_ENS_15;SEXE-AGE15_15_90_POP_1_15;SEXE-AGE15_15_90_POP_2_15;SEXE-AGE15_15_90_POP_ENS_30;SEXE-AGE15_15_90_POP_1_30;SEXE-AGE15_15_90_POP_2_30;SEXE-AGE15_15_90_POP_ENS_45;SEXE-AGE15_15_90_POP_1_45;SEXE-AGE15_15_90_POP_2_45;SEXE-AGE15_15_90_POP_ENS_60;SEXE-AGE15_15_90_POP_1_60;SEXE-AGE15_15_90_POP_2_60;SEXE-AGE15_15_90_POP_ENS_75;SEXE-AGE15_15_90_POP_1_75;SEXE-AGE15_15_90_POP_2_75;SEXE-AGE15_15_90_POP_ENS_90;SEXE-AGE15_15_90_POP_1_90;SEXE-AGE15_15_90_POP_2_90
13204;49281;2232113362;2695986638;10769869888;5501229797;526864009;28121470434;12969140607;15152329827;10389659679;3850763216;6538896463;41032068863;5.641969;1130351;411619447;6013450489;7366652171;3437642106;10579281853;8382854805;18036054001;5.641969;873065614;2117626084;2493973244;2201212157;287399267;4176278687;3294263576;22996014862;0;257285386;1998568386;3519477245;5165440013;563649436;6403003167;5088591229;5088619019;34502117;1638407319;88748702;685.295794;202191226;99464049;594.135571;400504918;2661744218;1822552768;83919145;544747292;348.227567;196519725;48691630162;43603011143;34502117;421614328;202.452419;680.319988;14.625287;319.395296;49281;2232113362;2695986638;8247206826;423805347;4009153356;8692565379;3990293347;4702272032;10058496201;4690955493;5367540708;917993347;4333808789;4846124681;7564152843;3261461833;430269101;4573485351;1565503408;3007981943;96515993;241.057281;72410265
13205;45979;20718312891;25260687109;9644611693;4614118855;5030492837;28806075127;13334020809;15472054318;752831318;2770173227;4758139953;39592842715;12.11932;1007242422;5540352598;6664185637;6303844492;2799417147;7619988207;9645692892;17524852105;12.11932;691464638;2843823756;2796689452;2243890498;2290885432;295554237;3690436639;2206799061;0;315777783;2696528843;3867496185;4059953994;508531715;4664445837;5955256253;7407883391;4419446499;2988436892;609946338;483.162142;126784196;2858614333;1325.891239;1532723094;3467633319;2275639654;1191993665;471689401;334.753463;136935938;45418029676;38010146285;4419446499;669632048;778.967494;1109.906328;53.140139;376.790884;45979;20718312891;25260687109;6378157252;3173460705;3204696548;12866158381;5521521564;7344636818;9562409601;463368526;4928724341;7768532576;3816156179;3952376397;5703360953;2306669184;339669177;3134645792;1125120305;2009525486;565735444;141.699696;424035749
13206;42241;19309821174;22931178826;8409938669;4151310835;4258627834;26204817233;12209809357;13995007876;7626244098;2948700982;4677543116;36107673779;5.558065;1364574167;7162816689;5994426061;4968232414;2052262837;7554921521;7004882024;16227664489;0;943240392;3737570514;2375053688;1817168607;1584360879;2987079179;2783191228;1988000929;5.558065;421333775;3425246175;3619372373;3151063806;467901958;4567842342;4221690796;6660638566;4014489426;264614914;763678133;588.959834;174718299;1810162158;881.160401;929001757;3573055671;2194854936;1378200735;513742604;349.514256;164228348;4170154421;35040905644;4014489426;514506235;259.716035;1423.697971;52.750803;395.478097;42241;19309821174;22931178826;6134326212;3062156855;3072169357;9737041146;4379549266;535749188;9113063622;4404202313;4708861309;7589008814;3559652994;4029355821;5810619845;2542088403;3268531442;3216467963;1197196828;2019271135;640472398;164.974515;475497883
13207;34875;16177102975;18697897025;624076622;3180925424;3059840796;19581058048;9368000507;10213057541;9053175732;3628177045;5424998687;2996478933;20.205287;1311529612;5252983364;4481214854;3893070158;1405658317;9054129239;45459985;13630387362;17.542221;917391471;2771649935;1825706194;1325535006;1161980641;3822731367;1787850528;16334401968;2.663066;394138141;2481333429;265550866;2567535152;243677676;5231397873;2758147971;3757214623;2595283112;1161931511;594366028;438.393005;155973023;413235155;248.84789;164387265;2283825875;1607803364;676022512;465787565;300.238853;165548712;34494818727;30737604104;2595283112;262534589;183.206324;600.087104;32.649524;83.45397;34875;16177102975;18697897025;4916210705;2540715578;2375495127;4755447355;2348300501;2407146854;7398805092;3530588454;3868216637;6708565524;3204933326;3503632198;6505111626;2839209371;3665902256;3904212907;1523647366;2380565541;686646791;189.70838;496938411
13208;81276;37538363562;43737636438;16485637286;8451661643;8033975643;43476011987;20467457347;23008554639;21314350727;8619244571;12695106156;68960474052;22.609834;2817984076;11530273988;10057252263;8667173571;2765493645;21136833002;11962853673;31155623705;19.428536;2025380366;6443474371;4111704019;2974193548;2318915226;895479942;4307728219;37804850347;3.181298;79260371;5086799617;5945548244;5692980022;446578419;12182033582;7655125455;9488332051;6051153828;3437178223;1643370201;1211.644899;431725302;1603257235;774.327207;828930028;472802979;3098528074;1629501716;1513674825;966.653647;547021177;80410886854;70922554803;6051153828;625216414;530.934659;1833.561607;27.522882;419.942661;81276;37538363562;43737636438;12309120618;6352366392;5956754226;12560977348;6215602866;6345374482;14442929496;6827626136;761530336;15611305783;7239567773;837173801;1517911182;6683558762;8495553059;9464480886;3705074005;575940688;1708074049;514.567628;1193506421
13209;76342;36252787485;40089212515;16901556972;8629325084;8272231888;42037234035;20781395342;21255838693;17403208993;6842067059;10561141934;6424673938;21.244911;1775142286;7219203242;9627143843;9782507706;3750540328;17864510153;1420644691;30137861855;14.928554;1239987948;4221023997;405706466;354464602;3042292599;750316288;6514755199;34108877525;6.316358;535154339;2998179246;5570079183;6237861687;708247729;10361347273;7691691711;8940762539;6717123485;2223639054;1399086663;1161.130766;237955896;184522075;1174.153501;671067249;4677967883;3678814196;999153687;1018487243;703.025022;315462221;7565837289;66717610351;6717123485;534973344;452.574104;965.169126;43.63981;227.28267;76342;36252787485;40089212515;1209655684;6151963144;5944593696;14421578936;7692322327;6729256609;13672656136;676580922;6906846916;1440476757;6709309197;7695458373;12744079908;5712196396;7031883511;7634570783;2902663184;4731907598;1367789828;318.524016;1049265812
13210;57093;26722408159;30370591841;14665160581;7376076909;7289083672;32415954226;15179302712;17236651513;10011885193;4167028538;5844856656;46453162627;3.467089;1281626578;3056218476;7091166684;9541197899;430843013;105242373;1064681847;21355672478;1.217751;958967093;1739171237;3082930602;2958971484;3570960157;46719671;4371487055;25097490149;2.249338;322659486;1317047239;4008236082;6582226415;737469973;5852270201;6275331415;5959364105;4260031635;1699332471;1066153174;853.656253;212496922;1489856409;888.706529;60114988;2826279218;207876848;747510738;577075304;438.900373;138174931;56284108667;50324744562;4260031635;422693557;311.846785;772.729209;13.143211;178.919709;57093;26722408159;30370591841;10592593387;5322224603;5270368784;12080654109;5704526401;6376127707;10707152541;5040373083;5666779459;1075197973;5102817903;5649161827;7639906126;3522692438;4117213689;466914256;1853214365;2815928195;651571546;176.559367;475012179
13211;57372;27156275542;30215724458;14513893766;7363295745;7150598021;32414930807;15350079943;17064850864;10443175427;4442899854;6000275573;46694027875;9.368178;1609138474;3516462147;6923757637;8749086645;4124891738;11208564772;10552758285;21651927205;8.470043;1155785595;2080936444;3114933497;2704321361;3498160559;5121923866;3967395839;25042100671;0.898135;453352879;1435525703;380882414;6044765283;626731178;6086640906;6585362447;478032064;3592907932;1187412709;1135657457;936.741634;198915823;684066639;460.030115;224036524;2342466894;1721597365;620869528;61812965;474.538817;143590833;56825685772;52045365131;3592907932;548675165;230.702902;310.625951;35.697237;61.711453;57372;27156275542;30215724458;10675497395;5498873634;5176623762;10033828392;4949571006;5084257385;10186057146;464338884;5542668307;12561390513;5997944182;6563446331;9076657258;4189862677;4886794581;4284759586;1724004816;2560754769;553809709;152.630387;401179322
13212;61325;28117930623;33207069377;13333603191;6749165412;6584437779;32597298866;15203343533;17393955333;15394097943;6165421678;9228676265;5137713558;14.085085;1969721692;551746361;8366793148;8136806452;3213558897;15796093866;836261283;23153400947;14.085085;1438900983;3124434147;3460036537;2479684377;2762898884;6785853819;3087507115;28223734633;0;530820709;2393029463;4906756611;5657122075;450660012;9010240048;5275105715;6051321449;4629268249;14220532;114811493;954.467403;193647528;786796243;536.070196;250726047;3153821846;2425399552;728422293;962588431;713.331098;249257332;60670431127;54619109678;4629268249;582533824;226.394311;474.850731;31.806286;106.468049;61325;28117930623;33207069377;9938864479;5045529142;4893335337;9320724494;462372635;4696998144;10877922701;5012740299;5865182402;12036807424;5510395307;6526412117;11058863062;5025657655;6033205407;6714009462;2583536966;4130472497;1377808378;316.344905;1061463474
13213;91674;43583413957;48090586043;25150285016;13076366814;12073918202;50747008716;2412825044;26618758276;15776706268;6378796703;9397909566;73022152884;9.749802;2136774527;4320176305;9631384514;13238974366;7590695561;16768221729;19326176079;33953984262;9.749802;1630342685;26790549;4308020053;3923631206;6379046122;7278183154;7745956339;39068168622;0;506431842;1641121404;5323364462;931534316;1211649439;9490038574;11580219741;8032986719;589061689;2142369828;1684493124;1387.882523;296610601;1769076308;1036.747525;732328783;3566342199;2673939509;89240269;1013075087;792.047333;221027754;90443270237;82410283518;589061689;819303467;320.092358;773.728032;29.130352;200.11562;91674;43583413957;48090586043;18636771698;9628908716;9007862982;1823886577;9491694895;8747170875;16316832159;7455541357;8861290802;17463988322;81682697;9295718621;13275791711;6020252915;7255538797;6647546047;2571392266;4076153781;1094204293;247.354108;846850185
13214;61965;29575259509;32389740491;19578796929;9955075389;962372154;33501004223;15700572255;17800431969;8885198847;3919611865;4965586982;4689827329;9.376844;1015118934;1414198607;4349813512;8367299695;6356209251;8377495808;17008760639;21972319489;1.948564;798469209;82250509;2158421316;2393264114;5372404228;4133646731;6291660236;249259538;7.42828;216649724;591693517;2191392196;5974035581;983805023;4243849077;10717100403;4558113663;3556207123;100190654;1146806317;978.582049;168224268;1022214568;658.34894;363865628;2002963327;1607169712;395793615;386129451;312.106423;74023028;60880752849;56322639186;3556207123;248110118;186.6956;368.158591;15.754032;183.188199;61965;29575259509;32389740491;15060329555;7582713009;7477616546;12360366523;6121503868;6238862654;12126357095;5622108361;6504248734;10742064464;4983620677;5758443787;7347094482;3512917549;3834176933;3854816494;1611568479;2243248015;473971388;140.827567;333143822
13215;76610;37133750049;39476249951;2455593989;12574591025;11981348864;41295627189;19737759568;21557867622;10758432921;4821399456;5937033465;57636166303;0;1380970945;1449933968;4542477696;973134003;7899569112;11391098138;21240776413;27501076561;0;1103765152;862226556;2179402353;2925141018;6708650865;5853580979;7868309638;30135089742;0;277205794;587707412;2363075343;6806199012;1190918247;5537517159;13372466775;4331803361;3407236369;924566991;1099859163;969.48556;130373603;735577507;500.894699;234682807;2092591426;1599231501;493359925;403775266;337.624609;66150656;75270202948;70938399587;3407236369;297925894;90.373055;376.875336;33.990286;125.40242;76610;37133750049;39476249951;18963717217;9663705068;9300012148;14855146812;7317347538;7537799274;15012598689;6829469887;8183128802;13114857316;658542468;6529432636;9488586355;4551420282;4937166073;4674106921;2011621446;2662485475;50098669;174.761147;326225543
13216;16105;7457053576;8647946424;4182736536;2114888456;206784808;8952915301;4141913337;4811001964;2969348163;1200251783;176909638;12869141801;6.532497;351662188;113288408;1601481316;2132552173;1391535019;3178489467;307400506;5862809585;6.532497;257320438;631907661;715179863;493146373;1194618897;1432011286;1132092569;7006332215;0;9434175;500976419;886301453;16394058;196916122;174647818;1941912491;1611738694;1035248112;576490582;330233649;241.752055;88481594;286146375;180.589552;105556823;774875761;491981639;282894122;220482909;120.924866;99558043;15902574977;14290836283;1035248112;303733198;63.0036;153.47588;8.782376;47.495528;16105;7457053576;8647946424;3234858182;1615244353;1619613829;2715513733;1381291529;1334222204;2872015992;1239854128;1632161864;3365095925;1556474877;1808621048;2367779239;1100854563;1266924676;138463608;524730383;859905697;165100849;38.603745;126497105
69003;2911;1369310553;1541689447;692612144;356425104;33618704;1424450936;703001376;72144956;79393692;309884072;484052848;2396381317;0;57204914;376599014;343229481;252655035;20975135;792409385;364532138;1148651235;0;42903685;238353806;133478132;66739066;166847665;322280589;178048293;1247730082;0;14301228;138245208;20975135;185915969;42903685;470128796;186483846;383462044;25253124;358208921;4914407;6.80388;4234019;40108426;1.90683;38201596;12775764;10487567;117270073;166451908;6.054846;160397062;2887164619;2503702575;25253124;298379879;31.226585;21.92855;0;6.673907;2911;1369310553;1541689447;510813384;24626246;264550924;417626675;225525887;192100788;512937392;252655035;260282357;515177517;264429313;250748204;421992123;196837187;225154937;37332608;139734628;233591453;159126829;43.866044;115260784
69029;42216;20079436061;22136563939;1142650689;5613532101;5812974789;23627788933;11456917136;12170871797;7161704176;3008986824;4152717352;33730370045;0;1004826499;3720434592;5420982325;5567605105;3558207831;7455052332;7003261361;15819686086;0;793935738;2161169884;251497274;164403754;2854793835;3219929795;2630846555;17910683959;0;210890761;1559264709;2906009584;3923567565;703413996;4235122537;4372414806;4582665107;1333640687;324902442;871798068;371.003434;500794634;1226480739;180.822227;1045658512;2106624071;686680939;1419943132;377762229;95.134086;282628143;41515582039;36932916932;1333640687;1755157707;605.537242;661.393907;25.579803;201.355762;42216;20079436061;22136563939;8481370118;4245326252;4236043866;9023035162;4275728468;4747306693;8160942218;4027029826;4133912392;7231909763;3607513915;3624395848;568083911;2541346334;3139492776;3151327512;124925484;1902072672;486576118;133.236426;353339692
69033;2803;1366985085;1436014915;794329171;401539716;392789455;162171488;781689906;840024974;386955949;183755463;203200486;2202148803;14.583767;145837669;486125564;403484218;213895248;116670135;525015609;296536594;106947624;14.583767;87502601;277091571;15556018;53473812;97225113;252785293;131253902;1132672563;0;58335068;209033992;247924037;160421436;19445023;272230316;165282692;24986854;38890045;210978495;64168574;8.75026;55418314;33056538;4.861256;28195283;13805966;22361776;115697884;14583767;2.916753;11667014;2767998959;251813042;38890045;154587929;24.306278;25.278529;0;6.805758;2803;1366985085;1436014915;625157475;298481096;326676379;36264967;188616719;174032952;58626743;273202567;313064863;639741242;321815123;317926119;46570829;234312522;231395768;115697884;46668054;6902983;7778009;3.889005;3889005
69034;42847;19984894746;22862105254;10175898563;5239671549;4936227013;2318878013;11023516388;12165263742;9482321307;3721706809;5760614498;35128011373;5.392065;1208039811;583910914;5923471083;4661725613;2435512388;9962641178;5092120095;15975660974;5.392065;89139352;3328583949;2384557869;1312559627;1928633989;4025668904;2098871051;19152350399;0;316646291;2510525191;3538913214;3349165986;506878399;5936972274;2993249044;4905595146;1532312651;3373282495;1057998552;415.312498;642686054;712197084;130.629905;581567179;265354892;814174283;1839374637;48185059;172.195966;309654625;42290879896;3738528475;1532312651;2051874125;450.255165;646.645486;50.60265;173.90507;42847;19984894746;22862105254;7718908425;3985233515;373367491;6962388494;3421810149;3540578346;8248352278;3932577139;4315775139;8202469476;3918810444;4283659032;6650106139;289044274;3759663399;4282273371;1627150202;2655123169;782501817;208.870558;573631259
69040;5570;2661908202;2908091798;1320859354;650857864;67000149;3009828185;1470618049;1539210136;1239312461;540432289;698880172;4480925226;0;141125295;599694405;609867333;761081673;393149091;1386541414;589466015;2121910851;0;90726732;372930714;332649144;201622223;3225706;620114122;181297318;2359014374;0;50398563;226763691;277218189;559459451;70578491;766427292;408168697;618884515;167315022;451569493;132994792;39.299319;93695473;87697226;15.11435;72582877;341732453;88701468;253030985;56460043;24.199884;32260159;5511561904;4892677388;167315022;288302143;30.243241;81.637105;0;51.387004;5570;2661908202;2908091798;1014550935;479563157;534987778;925246102;502945819;422300283;992679394;485764482;506914913;1060441989;495920822;564521167;89942619;41943627;47998992;596988511;240980015;356008497;80666878;37.297638;4336924
69044;5119;2453336424;2665663576;1214032264;634055234;57997703;2653159667;1277557286;137560238;125180807;541723904;710084166;4267810002;0;188167352;935884989;643730416;455563063;94083676;1317171466;63320904;2010007718;0;148553173;564502057;292154573;1436014;74276586;564502057;222417872;2257802283;0;39614179;371382932;351575842;311961663;1980709;752669409;410791168;746233017;117852184;628380833;171104788;20.797444;150307344;97777367;11.884254;85893113;335730171;45556306;290173864;141620691;39.614179;102006512;5087308656;4341075639;117852184;441265619;53.479142;109.929348;0;23.706725;5119;2453336424;2665663576;85909224;445350603;413741637;770888908;403611554;367277354;732862319;348604779;38425754;1198328928;562521348;63580758;939846407;431794556;508051851;553608157;248578976;305029182;64373042;12.874608;51498433
69046;4552;223559102;231640898;1143183115;607037604;536145511;2378463088;1172497134;1205965954;1030353797;456056282;574297514;3766690749;9.96553;179379539;702569861;772328571;353776313;149482949;1060365216;538822768;1795340765;0;144500184;418552258;328862488;64775945;129551889;469241131;239856869;1971349984;9.96553;34879355;284017604;443466083;289000369;1993106;591124086;298965899;470126345;60793224;409333121;129551889;19.93106;109620829;44848376;6.979362;37869014;255117567;25910378;229207189;40608513;7.972424;32636089;4505162009;4035035664;60793224;334476817;28.957452;34.93677;0;10.962083;4552;223559102;231640898;836107963;45243506;383672903;648583919;338519107;310064812;724494027;339824571;384669456;1046380645;522193769;524186875;821389327;394749816;426639512;403161059;168704531;234456528;7188306;19.164166;52718894
69063;4181;2078921746;2102078254;1118020171;59342587;524594301;225784098;1106840064;1151000916;805138849;378655812;426483037;3342267576;0;22550222;732882216;559057588;253689998;187918517;894025616;489191421;1644588661;0;164428702;380534997;220804257;56375555;178522591;432212589;21170997;1697678914;0;61073518;352347219;33825333;197314443;9395926;461813027;277481451;41911862;75167407;343951214;119388586;20.671037;98717549;38523296;11.275111;27248185;234898146;38523296;19637485;26308592;4.697963;21610629;4127443223;3708324602;75167407;262206659;27.248185;31.946148;7.516741;15.033481;4181;2078921746;2102078254;867364611;461400287;405964324;583271335;303031434;280239901;822143511;381474589;440668922;824022697;413420737;410601959;761069993;368320293;3927497;294940076;14187848;153061595;28187778;9.395926;18791852
69068;2472;1201;1271;570;302;268;1372;677;695;530;222;308;2020;0;125;335;330;195;190;600;245;965;0;90;200;155;40;145;260;75;1055;0;35;135;175;155;45;340;170;249;36;213;54;7;47;34;2;32;117;16;101;44;11;33;2449;2200;36;177;17;18;0;1;2472;1201;1271;433;238;195;337;174;163;460;221;239;548;264;284;422;210;212;216;83;133;56;11;45
69069;11125;5271642965;5853357035;2724898322;141531079;1309587532;6142150407;2965066084;3177084324;2257951271;891266091;136668518;9049049094;0;376154583;1241481849;1650236809;1310693574;70741623;2557698862;1205367187;4150240772;0;299741357;747714778;708868251;3212247;584924188;1058994302;428773197;4898808322;0;76413227;493767071;941368558;989468874;122492042;149870456;77659399;1412719135;415315204;997403931;294023282;103.572688;190450593;209005272;52.881821;156123451;719467283;198472874;520994409;190223298;60.38782;129835479;10965902579;9553183444;415315204;733800998;60.252789;138.353697;1.023994;63.972454;11125;5271642965;5853357035;2102589799;1114535095;988054703;1917937733;931946753;985990981;2120710878;10178291;1102881778;2119238499;1021972772;1097265727;1722171109;771514355;950656754;100131462;380599461;620715159;141037361;33.245429;107791933
69071;1175;585511844;589488156;324069374;163028765;161040609;688895939;340968697;347927242;162034687;81514382;80520305;909581218;0;74555838;223667513;213726734;74555838;54674281;17893401;89467005;457275804;0;5964467;114318951;109348562;9940778;44733503;84496616;34792724;452305415;0;14911168;109348562;104378173;64615059;9940778;94437394;54674281;115313029;16899323;98413706;32804569;5.964467;26840102;10934856;0.994078;9940778;67597293;9940778;57656514;3976311;0;3976311;1165059222;1049746193;16899323;71573604;3.976311;17.893401;0;4.970389;1175;585511844;589488156;257466159;125253807;132212352;162034687;90461083;71573604;233608291;112330795;121277496;293252961;143147208;150105753;16501692;79526227;85490694;5964467;33798646;25846024;3976311;0.994078;2982234
69072;8675;4312596439;4362403561;2465738348;129437081;1171367538;4603271647;2251271563;2352000084;1605990005;766954066;839035939;6902041567;4.955999;376655927;1444136272;886160788;918800374;391469153;1633317197;1246545856;3328258469;0;25771195;809768396;340690404;246292229;32713868;817593569;529063242;3573783098;4.955999;118943977;634367877;545470384;672508146;64330473;815723628;717482614;856710033;188428616;668281417;191310329;42.621592;148688738;132904981;26.315081;1065899;452927585;92141591;360785994;79567138;27.350352;52216786;8573564298;7716854265;188428616;454828232;61.764093;110.0587;8.920798;32.709594;8675;4312596439;4362403561;1777694643;933008311;844686331;1410990616;739802656;671187959;1483079388;699361054;783718334;1813468653;882086862;931381791;1575753171;779937728;795815443;558695614;260358994;29833662;55317915;18.040833;37277083
69081;18587;8909289264;9677710736;5012603249;2553749933;2458853316;9794971244;4771710938;5023260306;3779425507;1583828393;2195597115;15036373404;12.815755;6191906;2508476909;1818203437;1873546992;850058878;3730896459;3623184375;712157095;8.766295;462875053;1412192887;729841319;587105852;699533164;1642368583;1578887796;7914802454;4.04946;156315547;1096284022;1088362118;128644114;150525713;2088527875;2044296579;2513208124;662207922;1851000202;435324864;186.055717;249269147;929719743;127.349929;802369814;932356749;274144131;658212618;215806767;74.658145;141148622;18377661781;15864453657;662207922;822428806;139.626535;655.616728;15.659277;217.668856;18587;8909289264;9677710736;3529197459;1809835284;1719362175;4212539202;221577908;1996760122;2754977515;1302019541;1452957974;3380581329;1556812507;1823768823;2668706844;1231239491;1437467352;1769209814;713195037;1056014777;271787837;80.408323;191379514
69085;1464;736;728;403;216;187;852;424;428;209;96;113;1180;0;95;155;275;125;65;270;195;595;0;60;125;115;30;40;115;110;585;0;35;30;160;95;25;155;85;164;32;132;43;8;35;17;4;13;85;16;69;19;4;15;1451;1287;32;112;8;5;0;7;1464;736;728;283;151;132;248;134;114;257;126;131;368;177;191;227;114;113;74;32;42;7;2;5
69087;3053;1447139306;1605860694;844644161;418757143;425887018;1618402487;775145472;843257015;589953351;25323669;336716661;2399520165;0;141247759;470291527;415159097;266064786;129459736;615363667;361933593;1123722737;0;111007433;259232549;144768955;60180358;129459736;289731697;129342009;1275797428;0;30240326;211058978;270390142;205884428;0;32563197;232591584;344803121;38602115;306201006;8733315;13.804374;73528775;46001855;4.931131;41070723;18530074;1986661;16543413;26167377;0;26167377;3015309035;2670505914;38602115;178139559;37.996903;26.126838;0;63.937705;3053;1447139306;1605860694;629676956;314629639;315047316;457477921;225183193;232294728;545747156;246603757;299143399;647598631;316295769;331302861;493169243;245895588;247273656;219895079;84379307;135515772;59435014;14.152052;45282962
69088;7068;3227370886;3840629114;176875131;89538033;873370981;3823623023;1757746636;2065876387;1475625667;574243921;901381746;5697418197;0;150063742;805342084;1110471694;88537608;455193352;1530650172;760321073;2541079371;0;110046744;455193352;415176354;215091364;355150857;69529534;29512536;3156338826;0;40016998;350148732;69529534;670284716;100042495;835354833;465195712;718305114;140059493;578245621;132056093;39.016573;9303952;115048869;21.008924;94039945;397168705;74031446;323137259;74031446;6.00255;68028897;696295538;6244650267;140059493;429182303;79.033571;47.019973;8.0034;15.006374;7068;3227370886;3840629114;1367580906;69929704;668283866;1136482365;540229473;596252892;1419602625;663281741;756320884;1290547807;585248595;705299211;1165495066;478203126;68729194;623263988;246104538;37715945;65027244;15.006374;5002087
69089;14656;6976043945;7679956055;4115672575;2094428813;2021243762;7807600766;3682467278;4125133488;2732726659;1199147853;1533578806;11613799365;1.274659;428785909;1808654263;1899360811;1793814075;874050494;3013080221;1794778933;5362777142;1.274659;326079867;108655015;759350491;441090364;734343448;1343098478;670989683;6251022224;0;102706042;722104113;114001032;1352723711;139707046;1669981743;1123789249;1423712798;355843396;1067869402;296593073;118.190851;178402223;235289035;25.339139;209949896;664011351;170285991;49372536;227819339;42.027415;185791923;14523232569;1309951977;355843396;821333572;54.049525;113.858646;1.02055;77.607109;14656;6976043945;7679956055;3040200683;1598267165;1441933518;2472238198;1136775113;1335463086;2678364391;1293946642;1384417749;30025743;14288099;1573764401;2119163235;93255164;1186611595;1150705646;512112223;638593423;192753547;73.581263;119172284
69091;20121;981790279;1030309721;5688160358;295682656;2731333798;10806910543;5323466562;5483443981;3625929099;1537609668;2088319431;15718708786;19.378008;391302523;597991507;1721849976;2883773992;2642108697;3823510612;3638793472;753442597;19.378008;316994525;358528005;904471647;61887695;2242912143;1791124499;1282140194;8184282817;0;74307999;239463502;817378329;2264897042;399196555;2032386113;2356653278;1717059671;579267994;1137791677;374899522;178.276992;19662253;279009363;44.45567;234553693;784607954;252802038;531805916;278542832;103.733294;174809538;19793900647;18076840977;579267994;816635983;213.848832;66.553413;0;40.753449;20121;981790279;1030309721;4385291471;2297476608;2087814863;3483223336;1722309766;1760913571;3894530185;1963737173;1930793012;3623673687;1762825132;1860848555;2805923324;1328121258;1477802066;1648875746;667142872;981732874;27948225;76.289981;203192269
69096;9675;4667098468;5007901532;2775190167;1452147385;1323042782;5353821272;2559700678;2794120595;1545988561;655250406;890738155;7536284022;0;185237391;435587909;1331921478;1377132488;1181621796;1768425809;125635715;3585243979;0;125162479;300402721;666013164;240378969;961285722;836594861;455406064;3951040043;0;60074912;135185188;665908314;113675352;220336074;931830949;800951086;930255106;268344605;661910501;225195369;83.076315;142119054;129203782;33.050157;96153625;487747104;125169274;36257783;88108851;27.048859;61059992;9508832608;8578577501;268344605;501653737;95.158408;37.05879;2.004031;26.035535;9675;4667098468;5007901532;2228717917;1167907754;1060810164;1616045668;802990766;813054902;1947345231;922157527;1025187704;1849930055;883340244;966589811;125456329;599190686;655372605;658255101;263475265;394779836;120142738;28.036228;9210651
