codgeo;latitude;longitude;superficie;SEXE-AGE3_B_POP_ENS_ENS;densite;taux_cumu_1_inj
242900629;6798245;138698;178,090;15333;8,60969172890112e+01;0,727
242900645;6799855;156059;106,500;18245;1,71314553990610e+02;0,723
242900660;6779981;174235;130,010;28102;2,16152603645873e+02;0,741
242900694;6776115;208876;607,510;55831;9,19013678787180e+01;0,660
242900702;6774704;158541;167,420;37372;2,23223031895831e+02;0,721
242900710;6788151;153824;211,850;18210;8,59570450790654e+01;0,673
242900744;6816249;212339;258,070;15394;5,96504824272484e+01;0,688
242900751;6847271;178026;406,660;33053;8,12792012983819e+01;0,695
242900769;6780382;189259;372,280;50575;1,35852046846460e+02;0,702
242900793;6857505;159545;203,290;27444;1,34999262137833e+02;0,731
242900801;6837622;166023;375,150;48743;1,29929361588698e+02;0,709
242900835;6852766;200530;653,200;64438;9,86497244335579e+01;0,725
243000270;6318766;744783;370,080;10014;2,70590142671855e+01;0,558
243000296;6303974;789336;194,730;23669;1,21547784111334e+02;0,600
243000569;6294858;797893;81,430;27069;3,32420483851160e+02;0,615
243000585;6299991;825962;205,400;31027;1,51056475170399e+02;0,561
243000593;6287901;803034;204,850;26997;1,31789113985843e+02;0,589
243000643;6308883;805881;792,600;257987;3,25494574817058e+02;0,589
243000650;6272285;797677;205,390;20414;9,93914017235503e+01;0,675
243000684;6317053;826863;255,880;25834;1,00961388150696e+02;0,602
243100518;6284096;573128;461,370;783353;1,69788456119817e+03;0,629
243100567;6263988;616535;353,900;21523;6,08166148629556e+01;0,635
243100633;6266628;580813;250,230;79426;3,17411980977501e+02;0,688
243100732;6290200;586221;210,030;21474;1,02242536780460e+02;0,677
243100773;6304419;583226;147,280;17638;1,19758283541553e+02;0,609
243100781;6280918;555208;100,000;40998;4,09980000000000e+02;0,637
243100815;6290183;578397;48,240;20286;4,20522388059701e+02;0,689
243200391;6314962;510162;686,830;19185;2,79326762080864e+01;0,680
243200409;6301973;453426;317,910;8568;2,69510238746815e+01;0,687
243200417;6317116;487905;499,670;14550;2,91192186843317e+01;0,696
243200425;6274925;483101;290,250;7698;2,65219638242894e+01;0,690
243200458;6311302;461131;536,400;13250;2,47017151379568e+01;0,701
243200508;6275956;467541;299,900;7116;2,37279093031010e+01;0,688
243200599;6265890;531720;327,940;9583;2,92218088674758e+01;0,635
243200607;6293674;481071;378,850;7019;1,85271215520655e+01;0,695
243300316;6426186;416309;576,420;801041;1,38968287012942e+03;0,650
243300563;6398032;373969;322,600;67563;2,09432734035958e+02;0,724
243300811;6466280;417320;253,030;15778;6,23562423428052e+01;0,593
243301165;6414453;404360;232,280;31474;1,35500258308937e+02;0,718
243301181;6452150;431712;212,530;20496;9,64381499082482e+01;0,554
243301215;6413500;435934;123,870;17446;1,40841204488577e+02;0,655
243301223;6444413;425806;156,250;35610;2,27904000000000e+02;0,593
243301249;6427657;429627;82,890;27520;3,32006273374352e+02;0,655
243301264;6405040;421036;330,840;44283;1,33850199492202e+02;0,661
243301355;6420346;430055;68,270;20074;2,94038377032371e+02;0,676
243301371;6414214;476576;222,670;16654;7,47922935285400e+01;0,610
243301389;6438162;392820;638,800;21512;3,36756418284283e+01;0,614
243301397;6435630;437149;133,370;17099;1,28207243008173e+02;0,644
243301405;6389023;398010;546,740;20363;3,72443940447013e+01;0,642
243301439;6411828;427747;87,380;21347;2,44300755321584e+02;0,685
243301447;6443864;410862;184,420;28899;1,56702093048476e+02;0,641
243301454;6418022;457480;228,690;19072;8,33967379421925e+01;0,636
243301504;6411126;383784;599,370;68432;1,14173215209303e+02;0,693
243400017;6282438;771389;439,280;481276;1,09560189400838e+03;0,600
243400355;6278712;732183;237,150;27932;1,17781994518237e+02;0,574
243400470;6279905;783024;152,990;44542;2,91143211974639e+02;0,681
243400488;6247072;711298;172,440;28235;1,63738111807005e+02;0,636
243400520;6291553;787642;149,930;50496;3,36797172013606e+02;0,594
243400694;6282384;744155;482,210;39499;8,19124447854669e+01;0,585
243400736;6315974;758567;241,980;13160;5,43846598892470e+01;0,593
243400769;6252957;722459;305,530;125648;4,11246031486270e+02;0,585
243400819;6259469;735628;388,590;79636;2,04935793509869e+02;0,611
243500139;6790367;348575;710,890;451762;6,35487909521867e+02;0,654
243500550;6794152;330517;196,370;25830;1,31537403880430e+02;0,672
243500618;6782105;326666;298,170;18588;6,23402756816581e+01;0,630
243500634;6765502;372095;373,940;26460;7,07600149756645e+01;0,656
243500659;6784345;366647;109,600;26507;2,41852189781022e+02;0,680
243500667;6807602;353735;299,810;36885;1,23027917681198e+02;0,651
243500725;6844812;325246;114,600;31274;2,72897033158813e+02;0,727
243500733;6819122;343322;417,160;35366;8,47780228209800e+01;0,636
243500741;6743938;323076;995,300;66478;6,67919220335577e+01;0,608
243500774;6801976;369377;253,960;26236;1,03307607497244e+02;0,657
243500782;6843270;339119;244,550;83853;3,42886935187078e+02;0,707
243600202;6678362;602449;249,400;6223;2,49518845228549e+01;0,685
243600236;6653673;626785;314,030;19822;6,31213578320543e+01;0,692
243600293;6655195;595237;302,790;6345;2,09551174081046e+01;0,688
243600301;6641063;583022;489,480;13590;2,77641578818338e+01;0,702
243600319;6616759;560863;841,420;17918;2,12949537686292e+01;0,681
243600327;6632649;604604;542,570;72983;1,34513518992941e+02;0,651
243600343;6637898;561323;477,270;4715;9,87910407107088e+00;0,687
243600350;6608097;627137;646,770;16365;2,53026578227191e+01;0,687
243700499;6722598;541150;352,540;16665;4,72712316332898e+01;0,667
243700754;6701711;521624;389,310;294220;7,55747347871876e+02;0,680
243700820;6691773;549927;328,830;21456;6,52495210291032e+01;0,676
243800604;6500665;875303;248,770;107395;4,31703983599309e+02;0,581
243800745;6446165;941650;834,130;10662;1,27821802356947e+01;0,668
243800935;6520431;866747;62,010;28608;4,61344944363812e+02;0,583
243800984;6480968;902286;373,890;93573;2,50268795635080e+02;0,662
243801024;6450041;902196;255,260;11839;4,63801614040586e+01;0,677
243801073;6481985;889300;155,330;22261;1,43314234211035e+02;0,657
243801255;6501200;861840;136,990;24695;1,80268632746916e+02;0,653
243900354;6601974;934257;98,900;7115;7,19413549039434e+01;0,504
243900420;6659995;904680;273,770;9084;3,31811374511451e+01;0,643
243900479;6607029;930749;148,020;9276;6,26672071341711e+01;0,521
243900560;6680074;902055;259,370;11659;4,49512279754790e+01;0,634
243900610;6612581;924786;129,280;5385;4,16537747524753e+01;0,578
243901089;6652677;883740;210,770;9181;4,35593300754377e+01;0,662
244000543;6351184;366511;361,180;12390;3,43042250401462e+01;0,721
244000659;6281582;347878;152,090;27605;1,81504372411072e+02;0,691
244000675;6298276;372578;345,120;55332;1,60326842837274e+02;0,702
244000691;6330962;388913;416,510;9379;2,25180667931142e+01;0,701
244000766;6313172;394056;599,690;17688;2,94952392069236e+01;0,701
244000774;6315151;436524;215,240;6277;2,91627950195131e+01;0,695
244000808;6319058;419474;481,650;53516;1,11109726980172e+02;0,696
244000824;6305332;429277;165,520;7659;4,62723537941034e+01;0,721
244000857;6325933;362069;611,400;11946;1,95387634936212e+01;0,708
244000865;6296665;351545;612,680;66974;1,09313181432395e+02;0,681
244000873;6369512;372983;740,210;29709;4,01359073776361e+01;0,692
244000881;6285664;399080;188,310;7610;4,04120864531889e+01;0,726
244100293;6768327;545061;295,870;6042;2,04211309020854e+01;0,706
244100780;6715929;608440;578,510;8680;1,50040621596861e+01;0,720
244100798;6723299;590316;440,210;20692;4,70048385997592e+01;0,703
244100806;6700987;628518;498,120;10681;2,14426242672448e+01;0,714
244200614;6530070;777388;170,670;5946;3,48391632975918e+01;0,674
244200622;6471163;817162;307,330;15237;4,95786288354537e+01;0,646
244200630;6539180;793036;251,070;13916;5,54267734098060e+01;0,641
244200770;6488312;811947;723,630;404607;5,59135193399942e+02;0,605
244200820;6534663;765011;258,290;5209;2,01672538619381e+01;0,668
244200895;6479871;832879;144,800;16792;1,15966850828729e+02;0,630
244300307;6456577;807284;212,300;8112;3,82100800753650e+01;0,639
244301016;6452946;788069;283,260;18043;6,36976629245216e+01;0,620
244301099;6476079;729706;152,770;9338;6,11245663415592e+01;0,647
244301107;6444938;800666;201,310;8106;4,02662560230490e+01;0,626
244301123;6418453;764794;370,700;5196;1,40167251146480e+01;0,631
244301131;6470876;799581;115,570;20506;1,77433590032015e+02;0,639
244400404;6689632;352253;533,970;656275;1,22904844841470e+03;0,649
244400438;6672547;352487;300,530;39540;1,31567563970319e+02;0,655
244400453;6718725;340013;214,310;16319;7,61467033736177e+01;0,614
244400503;6708284;354266;509,550;63280;1,24188009027573e+02;0,651
244400537;6726286;354315;275,650;15967;5,79249047705424e+01;0,604
244400552;6713490;382441;851,530;67534;7,93090084905993e+01;0,623
244400586;6695284;318722;223,060;30177;1,35286470008070e+02;0,667
244400610;6711902;291262;396,190;74669;1,88467654408238e+02;0,722
244400644;6705817;307504;333,940;125883;3,76962927472001e+02;0,649
244500203;6765074;678303;232,050;62240;2,68218056453351e+02;0,612
244500211;6735646;671791;362,690;24472;6,74736000441148e+01;0,655
244500419;6777268;680165;286,660;17282;6,02874485453150e+01;0,639
244500427;6754706;640336;551,620;42425;7,69098292302672e+01;0,681
244500468;6756590;620314;335,540;287019;8,55394289801514e+02;0,636
244500484;6771200;628821;209,270;17014;8,13016677020118e+01;0,691
244500542;6787890;629388;249,270;6890;2,76407108757572e+01;0,639
244600433;6377306;554149;369,090;14520;3,93399983743802e+01;0,649
244600482;6401962;574990;308,150;10085;3,27275677429823e+01;0,675
244600532;6365142;592287;444,810;8414;1,89159416380027e+01;0,615
244600573;6391731;588644;336,530;3912;1,16245208450955e+01;0,637
244700449;6402401;480200;227,330;5731;2,52100470681388e+01;0,642
244700464;6392370;491656;243,980;10412;4,26756291499303e+01;0,621
244701355;6360998;467641;698,650;12415;1,77699849710155e+01;0,671
244701405;6377503;498702;256,530;7318;2,85268779479983e+01;0,590
244800405;6381062;740520;213,390;15511;7,26885046159614e+01;0,653
244800470;6385413;722940;263,350;9653;3,66546421112588e+01;0,660
244900015;6716092;431625;640,130;299476;4,67836220767657e+02;0,678
244900809;6737591;398295;654,860;34506;5,26921784808967e+01;0,666
244900882;6713544;465526;738,160;35237;4,77362631407825e+01;0,663
245100615;6887969;775988;182,720;14696;8,04290718038529e+01;0,722
245100888;6861686;744951;290,720;7569;2,60353604843148e+01;0,628
245100979;6846310;768984;318,380;5885;1,84842012689239e+01;0,662
245200597;6773311;843893;694,700;7529;1,08377717000144e+01;0,685
245300223;6765839;438041;425,500;13880;3,26204465334900e+01;0,661
245300355;6802511;409147;485,080;20880;4,30444462769028e+01;0,656
245300389;6820408;416639;529,700;18792;3,54766849159902e+01;0,682
245300447;6754646;424745;338,190;30256;8,94645022029037e+01;0,705
245400171;6836930;928365;190,630;28560;1,49819021140429e+02;0,728
245400189;6838473;943474;138,260;29058;2,10169246347461e+02;0,704
245400262;6936260;901488;174,080;62095;3,56703814338235e+02;0,587
245400510;6825626;915214;375,180;11392;3,03640919025534e+01;0,674
245400601;6857397;930487;156,000;40353;2,58673076923077e+02;0,693
245400676;6846801;935642;142,850;257431;1,80210710535527e+03;0,668
245400759;6847516;958495;248,910;5926;2,38078020167932e+01;0,693
245500327;6872197;884046;247,830;8555;3,45196303918008e+01;0,647
245501176;6890553;893944;258,100;4797;1,85858194498256e+01;0,638
245501184;6861260;845854;184,150;7206;3,91311430898724e+01;0,725
245501242;6902589;889195;240,870;7625;3,16560800431768e+01;0,608
245501259;6937178;872486;244,570;7036;2,87688596311894e+01;0,550
245600440;6755219;234038;116,220;18022;1,55067974531062e+02;0,688
245600465;6710367;234046;86,880;5443;6,26496316758748e+01;0,653
245614383;6745888;293849;328,210;23677;7,21397885500137e+01;0,650
245614417;6793070;223720;770,220;24577;3,19090649424840e+01;0,648
245614433;6792735;259761;721,030;46307;6,42234026323454e+01;0,680
245700133;6888871;959484;260,490;24358;9,35083880379285e+01;0,685
245700372;6902550;985955;139,420;77140;5,53292210586716e+02;0,588
245700398;6896748;979373;74,180;31709;4,27460231868428e+02;0,598
245700695;6933159;931971;188,070;25985;1,38166640080821e+02;0,654
245700950;6858686;1009756;184,520;17490;9,47864730110557e+01;0,699
245701164;6904380;964725;47,630;17959;3,77052277976066e+02;0,631
245701206;6868601;965009;985,060;28853;2,92906015877205e+01;0,691
245701222;6918132;923327;86,500;70402;8,13895953757225e+02;0,563
245701271;6908580;923331;99,610;53941;5,41521935548640e+02;0,626
245701354;6918645;940133;224,370;34689;1,54606230779516e+02;0,648
245701362;6923359;925462;156,770;80039;5,10550487976016e+02;0,622
245701404;6932243;913558;73,010;28875;3,95493767976989e+02;0,595
245801063;6646011;714540;182,040;7186;3,94748406943529e+01;0,697
245804406;6656559;709184;247,440;65707;2,65547203362431e+02;0,671
245804497;6630940;714506;292,660;5437;1,85778719333014e+01;0,657
245900428;7101616;652654;296,260;195917;6,61300884358334e+02;0,659
245900758;7060042;680012;127,900;39349;3,07654417513683e+02;0,699
245901038;7013781;736170;117,650;14807;1,25856353591160e+02;0,682
245901152;7030058;717945;138,780;71066;5,12076668107797e+02;0,639
245901160;7030578;739467;263,770;192787;7,30890548583994e+02;0,627
246000129;6914272;661391;48,660;23745;4,87977805178792e+02;0,594
246000376;6920643;658999;157,190;37491;2,38507538647497e+02;0,652
246000566;6935481;663569;441,340;30161;6,83396021208139e+01;0,650
246000582;6906210;632987;203,530;38511;1,89215349088586e+02;0,591
246000707;6906795;618161;303,660;20380;6,71145359942040e+01;0,652
246000749;6923485;702464;211,570;16255;7,68303634730822e+01;0,672
246000756;6945575;701978;268,240;32668;1,21786459886669e+02;0,602
246000764;6895980;663696;150,040;44964;2,99680085310584e+02;0,697
246000772;6933321;692845;114,350;22878;2,00069960647136e+02;0,644
246000848;6946394;619482;627,630;32705;5,21087264789765e+01;0,660
246000855;6941139;685090;353,970;22074;6,23612170522926e+01;0,643
246000871;6898090;693159;618,260;55673;9,00478762979976e+01;0,622
246000897;6921958;674950;166,850;17966;1,07677554689841e+02;0,667
246000913;6924715;616680;247,000;18302;7,40971659919028e+01;0,654
246000921;6912839;670251;139,740;34240;2,45026477744382e+02;0,630
246100390;6856220;458574;255,840;5684;2,22170106316448e+01;0,688
246100663;6821551;481423;430,130;55924;1,30016506637528e+02;0,684
246200299;7037217;698044;112,590;126509;1,12362554400924e+03;0,623
246200364;7037272;685560;240,530;241703;1,00487673055336e+03;0,640
246200380;7082155;607994;185,510;22197;1,19653927012021e+02;0,712
246200729;7067533;604219;206,610;112836;5,46130390590968e+02;0,712
246200844;7089519;635065;221,080;27630;1,24977383752488e+02;0,675
246201016;7068619;634226;272,320;24170;8,87558754406580e+01;0,692
246300701;6519836;708322;302,160;294127;9,73414747153826e+02;0,691
246300966;6489733;690810;597,620;9646;1,61406914092567e+01;0,693
246301097;6527074;730279;229,810;19089;8,30642704843131e+01;0,666
246400337;6224181;423053;620,400;9675;1,55947775628627e+01;0,673
246401756;6236075;435564;327,110;28715;8,77839258964874e+01;0,663
246500482;6223898;468414;391,410;16640;4,25129659436397e+01;0,667
246500573;6198613;483955;690,060;6918;1,00252151986784e+01;0,661
246600282;6169581;697527;41,670;23575;5,65754739620830e+02;0,661
246600373;6154615;682954;184,550;20468;1,10907613112978e+02;0,629
246600399;6152344;614865;442,640;8635;1,95079522862823e+01;0,613
246600415;6173182;669800;235,690;18398;7,80601637744495e+01;0,602
246600423;6185564;658549;371,560;6412;1,72569706103994e+01;0,595
246600449;6165252;681081;233,650;21708;9,29081960196876e+01;0,618
246600464;6162214;627110;356,430;5974;1,67606542659148e+01;0,639
246600548;6149626;665208;441,120;9677;2,19373413130214e+01;0,642
246700306;6823879;1010987;303,830;20883;6,87325148931969e+01;0,691
246700488;6841617;1045629;339,840;500510;1,47278130885122e+03;0,619
246700744;6829139;1025978;135,420;18028;1,33126569192143e+02;0,715
246700777;6812689;1017978;116,680;10789;9,24665752485430e+01;0,689
246700843;6858706;1052546;80,720;17393;2,15473240832507e+02;0,726
246700926;6888336;1060659;130,790;15888;1,21477177154217e+02;0,682
246700959;6861620;1035444;119,370;16064;1,34573175839826e+02;0,723
246700967;6806203;1029467;170,330;36854;2,16368226384078e+02;0,686
246701064;6836930;1029720;161,510;40422;2,50275524735311e+02;0,700
246701080;6827756;1034321;67,950;18452;2,71552612214864e+02;0,714
246701098;6879563;1038898;184,150;23387;1,26999728482216e+02;0,695
246800205;6762236;998668;167,300;12336;7,37358039450090e+01;0,621
246800395;6804562;1013664;103,300;9458;9,15585672797677e+01;0,625
246800445;6768416;1026855;137,060;15767;1,15037209981030e+02;0,624
246800494;6775246;1018793;115,560;13121;1,13542748355832e+02;0,694
246800551;6790373;1012153;180,420;16377;9,07715330894579e+01;0,668
246800569;6765429;1013039;189,890;38067;2,00468692400864e+02;0,629
246800577;6796819;1021653;166,510;18286;1,09819230076272e+02;0,692
246800585;6778032;1006887;195,620;16237;8,30027604539413e+01;0,639
246800676;6749169;1000120;160,620;16083;1,00130743369443e+02;0,642
246800726;6784748;1024681;244,260;113621;4,65164169327766e+02;0,635
246900575;6514522;858898;141,980;41259;2,90597267220735e+02;0,684
246900625;6525194;824180;184,190;38057;2,06618166024214e+02;0,657
246900724;6515645;829143;106,680;30231;2,83380202474691e+02;0,645
246900740;6505069;829378;144,460;28915;2,00159213623148e+02;0,662
246900757;6508301;836998;48,930;31267;6,39014919272430e+02;0,666
246900765;6503916;845500;76,390;26182;3,42741196491687e+02;0,661
247000011;6730258;936061;145,380;32203;2,21509148438575e+02;0,674
247000367;6727549;923919;284,860;7631;2,67885979077442e+01;0,680
247000623;6725580;903712;552,630;9527;1,72393825887122e+01;0,661
247000664;6735101;964560;204,260;19616;9,60344658768237e+01;0,641
247000698;6709813;914217;241,600;6148;2,54470198675497e+01;0,649
247000706;6706181;928483;292,970;12818;4,37519199918080e+01;0,639
247000714;6723025;960964;206,450;7856;3,80527972874788e+01;0,657
247000722;6727706;978709;153,120;21051;1,37480407523511e+02;0,644
247000755;6751190;955459;153,780;14950;9,72168032253869e+01;0,668
247000821;6739060;977849;153,060;11856;7,74598196785574e+01;0,629
247000854;6752961;968856;349,110;8472;2,42674228753115e+01;0,656
247100290;6626332;808729;742,070;93072;1,25422129987737e+02;0,674
247100589;6637285;835927;554,260;113869;2,05443293761051e+02;0,669
247100639;6576784;777683;224,360;6140;2,73667320377964e+01;0,684
247100647;6643968;872723;243,400;6539;2,68652423993426e+01;0,663
247103765;6613864;837588;258,540;11224;4,34130115262629e+01;0,697
247103864;6575196;787692;197,110;5164;2,61985693267719e+01;0,663
247104094;6621753;826097;316,760;11480;3,62419497411289e+01;0,681
247200090;6752300;454363;367,460;28611;7,78615359494911e+01;0,647
247200132;6771064;489289;268,050;205811;7,67808244730461e+02;0,670
247200348;6742711;471236;342,800;27002;7,87689614935823e+01;0,655
247200421;6762101;502223;177,880;17508;9,84259051045649e+01;0,715
247200447;6754098;494442;149,410;19509;1,30573589451844e+02;0,703
247200629;6759194;479479;286,190;30433;1,06338446486600e+02;0,711
247200686;6785061;524207;455,060;28659;6,29785083285721e+01;0,697
247300015;6495722;971118;79,520;7233;9,09582494969819e+01;0,609
247300254;6505820;1001388;610,710;15576;2,55047403841430e+01;0,610
247300262;6512677;915772;126,320;7226;5,72039265357821e+01;0,643
247300361;6478591;957041;274,520;7408;2,69852834037593e+01;0,633
247300452;6461223;973363;326,180;5426;1,66349868170949e+01;0,654
247300528;6499754;910792;70,990;12251;1,72573601915763e+02;0,627
247300668;6500333;916353;86,040;5977;6,94676894467689e+01;0,648
247300676;6494868;957291;165,140;6856;4,15162892091559e+01;0,612
247300817;6501995;989226;271,510;9655;3,55603845162241e+01;0,621
247400047;6575154;964125;79,070;8012;1,01327937270773e+02;0,548
247400112;6553851;940490;116,730;15921;1,36391673091750e+02;0,540
247400567;6544681;934365;67,570;15490;2,29243747225100e+02;0,599
247400583;6564102;951158;98,970;19917;2,01242800848742e+02;0,530
247400617;6537268;960304;348,380;18548;5,32407141626959e+01;0,625
247400666;6566643;963854;134,600;19416;1,44249628528975e+02;0,556
247400682;6578395;979114;308,930;12803;4,14430453500793e+01;0,628
247400690;6561140;934815;150,750;47231;3,13306799336650e+02;0,476
247400724;6556965;955968;93,730;28038;2,99135815640670e+02;0,571
247400740;6536603;928715;161,420;31499;1,95136909924421e+02;0,567
247400773;6522681;953338;152,520;15166;9,94361395226855e+01;0,640
247600505;6953576;512652;146,040;15059;1,03115584771296e+02;0,696
247600588;6993610;589740;215,350;36979;1,71715811469700e+02;0,716
247600604;6972290;586201;195,330;5255;2,69031894742231e+01;0,714
247600620;6948468;537829;163,360;26418;1,61716454456415e+02;0,712
247600646;6943879;550641;88,790;25183;2,83624282013740e+02;0,680
247600729;6979016;577653;330,820;23598;7,13318420893537e+01;0,727
247600786;6978245;562098;130,660;46223;3,53765498239706e+02;0,729
247700032;6802434;687143;219,700;38818;1,76686390532544e+02;0,669
247700057;6827400;673352;154,300;131924;8,54983797796500e+02;0,560
247700065;6882100;701921;235,040;17546;7,46511232130701e+01;0,594
247700107;6806315;699153;273,020;43461;1,59186140209508e+02;0,537
247700339;6862383;686024;69,340;50922;7,34381309489472e+02;0,646
247700594;6862832;679563;105,730;106750;1,00964721460323e+03;0,632
247700644;6844970;671277;49,550;27752;5,60080726538850e+02;0,626
247700701;6830767;699088;293,680;27809;9,46915009534187e+01;0,598
247800550;6860002;599405;292,940;29583;1,00986550146788e+02;0,684
247800584;6856174;634874;120,980;267033;2,20724913208795e+03;0,674
247800618;6858050;613261;229,920;49962;2,17301670146138e+02;0,691
247900798;6656861;456820;464,510;35665;7,67798325116790e+01;0,665
248000499;6980438;666073;247,470;26646;1,07673657413020e+02;0,734
248000531;6975040;647887;352,710;180905;5,12900116242806e+02;0,676
248000747;6993283;673346;462,770;28302;6,11578105754478e+01;0,723
248100158;6272704;622509;373,720;22863;6,11768168682436e+01;0,647
248100430;6270818;646119;408,360;78101;1,91255264962288e+02;0,656
248100497;6322292;650586;259,170;5564;2,14685341667631e+01;0,641
248100737;6313101;631782;211,640;82218;3,88480438480439e+02;0,663
248100745;6265865;661908;159,320;5052;3,17097665076575e+01;0,658
248200016;6335860;531369;343,670;18750;5,45581517153083e+01;0,627
248200057;6344825;582778;393,320;20279;5,15585274077087e+01;0,590
248200065;6314016;534458;380,090;10021;2,63648083348681e+01;0,676
248200099;6324122;565940;282,650;78048;2,76129488767026e+02;0,596
248200107;6347196;605610;464,020;7683;1,65574759708633e+01;0,591
248300394;6238466;926364;358,670;61283;1,70861794964731e+02;0,624
248300410;6237916;945967;83,840;31456;3,75190839694656e+02;0,583
248300493;6281031;979670;922,170;107253;1,16305019681837e+02;0,533
248300543;6229364;942299;372,230;438985;1,17933804368267e+03;0,576
248300550;6255583;964274;451,020;43518;9,64879606225888e+01;0,523
248400053;6335989;867871;511,840;69812;1,36394185683026e+02;0,543
248400160;6346196;848817;143,980;19568;1,35907764967357e+02;0,570
248400236;6335713;847019;188,610;44804;2,37548380255554e+02;0,542
248400251;6320608;848163;302,890;192785;6,36485192644194e+02;0,549
248400285;6298539;904702;362,880;25106;6,91854056437390e+01;0,575
248400293;6326892;856426;155,670;49756;3,19624847433674e+02;0,551
248400319;6315980;864445;121,840;33564;2,75476034143139e+02;0,591
248400335;6350763;867649;275,820;16684;6,04887245304909e+01;0,589
248500191;6665663;302628;49,210;9305;1,89087583824426e+02;0,772
248500258;6648684;317068;184,680;19280;1,04396794455274e+02;0,721
248500340;6632269;388923;319,420;22705;7,10819610544111e+01;0,636
248500415;6622086;412973;318,010;15604;4,90676393824094e+01;0,648
248500464;6635685;406452;320,790;23197;7,23121044920353e+01;0,659
248500530;6624868;345350;226,660;18959;8,36451072090356e+01;0,653
248500563;6596007;415270;284,580;16191;5,68943706514864e+01;0,656
248500589;6626647;364527;501,500;97028;1,93475573280160e+02;0,653
248500621;6647005;393312;250,380;29869;1,19294672098410e+02;0,660
248500662;6658520;396834;198,800;27696;1,39315895372233e+02;0,678
248600413;6639825;513281;1135,690;84098;7,40501369211669e+01;0,642
248600447;6657248;478926;852,380;24434;2,86656186208029e+01;0,646
248700189;6493909;561614;337,890;12046;3,56506555387848e+01;0,735
248719262;6561386;565781;200,080;5166;2,58196721311475e+01;0,710
248719288;6521545;555123;157,100;16175;1,02959898154042e+02;0,692
248719312;6529004;565134;523,360;207385;3,96256878630388e+02;0,683
248719338;6510391;591201;232,490;5374;2,31149726869973e+01;0,712
248719353;6517940;602369;372,080;5632;1,51365297785422e+01;0,680
248719361;6527097;583514;323,480;11866;3,66823296648943e+01;0,701
248900334;6785010;723689;375,230;59228;1,57844522026490e+02;0,608
248900383;6760480;737722;64,480;15054;2,33467741935484e+02;0,620
248900524;6750722;725056;265,920;10386;3,90568592057762e+01;0,673
248900664;6788602;740105;402,770;8610;2,13769645206942e+01;0,624
248900748;6785058;708551;403,400;17470;4,33068914229053e+01;0,605
248900896;6801091;716747;371,160;24468;6,59230520530230e+01;0,614
248900938;6765945;724598;353,570;21038;5,95016545521396e+01;0,617
249000241;6722152;1001511;173,030;23579;1,36271166849679e+02;0,601
249100074;6837358;634278;119,380;26739;2,23982241581504e+02;0,698
249100157;6812938;656763;188,790;18553;9,82732136236030e+01;0,675
249100546;6824417;654520;194,050;60076;3,09590311775316e+02;0,644
249100553;6823975;642024;120,730;27504;2,27814130704879e+02;0,661
249100595;6825286;629921;144,140;26202;1,81781601221035e+02;0,656
249500109;6882006;630214;86,980;210633;2,42162566107151e+03;0,544
249500430;6891614;636374;120,260;19285;1,60360884749709e+02;0,689
249500455;6887275;644398;75,410;38783;5,14295186314812e+02;0,651
249500489;6894275;647473;48,990;38986;7,95795060216371e+02;0,560
249500513;6892199;607356;201,570;16699;8,28446693456368e+01;0,649
200018653;5392968;1967018;119,310;99685;8,35512530383036e+02;0,177
200041507;7197818;2728084;208,480;64239;3,08130276285495e+02;0,246
200044691;9060791;3327774;335,650;57173;1,70335170564576e+02;0,164
249710047;5286142;2056715;159,490;10655;6,68066963445984e+01;0,186
249710062;10766588;3834361;469,890;77398;1,64715146098023e+02;0,192
249710070;19466083;7054188;342,840;78479;2,28908528759771e+02;0,217
200027548;2209432;1095039;11920,360;29843;2,50353177253036e+00;0,251
249730037;3981059;1443556;41209,840;94677;2,29743672870363e+00;0,101
249730045;3202065;2062964;4859,800;144501;2,97339396682991e+01;0,249
249730052;1618113;1414303;25835,140;7107;2,75090438836407e-01;0,219
249740077;45897542;2031742;378,040;181704;4,80647550523754e+02;0,397
249740085;30593970;1422895;564,710;128965;2,28373855607303e+02;0,394
249740093;46011509;2150010;736,410;126877;1,72291250797789e+02;0,367
249740101;38356011;1636372;535,940;210928;3,93566444004926e+02;0,398
249740119;23050687;1039471;287,980;207487;7,20491006319883e+02;0,427
200041788;29387307;12678981;520,120;99009;1,90357994309006e+02;0,181
249720053;19275212;8661793;411,980;115068;2,79304820622360e+02;0,210
249720061;6480733;2839404;175,910;154706;8,79461088056392e+02;0,207
93053;NA;NA;504,000;44223;8,77440476190476e+01;0,511
91432;NA;NA;480,000;13453;2,80270833333333e+01;0,614
93079;NA;NA;230,000;13557;5,89434782608696e+01;0,447
94071;NA;NA;1041,000;26974;2,59116234390010e+01;0,652
91687;NA;NA;613,000;30706;5,00913539967374e+01;0,531
94075;NA;NA;563,000;11119;1,97495559502664e+01;0,612
92002;NA;NA;955,000;62858;6,58198952879581e+01;0,681
93064;NA;NA;591,000;46043;7,79069373942470e+01;0,542
94041;NA;NA;611,000;63309;1,03615384615385e+02;0,579
93031;NA;NA;458,000;54771;1,19587336244541e+02;0,476
94033;NA;NA;556,000;52256;9,39856115107914e+01;0,616
94018;NA;NA;185,000;30053;1,62448648648649e+02;0,683
