codgeo;TP-SEXE-AGE3P_NBSAL_ENS_ENS_ENS;TP-SEXE-AGE3P_NBSAL_1_ENS_ENS;TP-SEXE-AGE3P_NBSAL_2_ENS_ENS;TP-SEXE-AGE3P_NBSAL_ENS_1_ENS;TP-SEXE-AGE3P_NBSAL_1_1_ENS;TP-SEXE-AGE3P_NBSAL_2_1_ENS;TP-SEXE-AGE3P_NBSAL_ENS_2_ENS;TP-SEXE-AGE3P_NBSAL_1_2_ENS;TP-SEXE-AGE3P_NBSAL_2_2_ENS;TP-SEXE-AGE3P_NBSAL_ENS_ENS_15;TP-SEXE-AGE3P_NBSAL_1_ENS_15;TP-SEXE-AGE3P_NBSAL_2_ENS_15;TP-SEXE-AGE3P_NBSAL_ENS_1_15;TP-SEXE-AGE3P_NBSAL_1_1_15;TP-SEXE-AGE3P_NBSAL_2_1_15;TP-SEXE-AGE3P_NBSAL_ENS_2_15;TP-SEXE-AGE3P_NBSAL_1_2_15;TP-SEXE-AGE3P_NBSAL_2_2_15;TP-SEXE-AGE3P_NBSAL_ENS_ENS_25;TP-SEXE-AGE3P_NBSAL_1_ENS_25;TP-SEXE-AGE3P_NBSAL_2_ENS_25;TP-SEXE-AGE3P_NBSAL_ENS_1_25;TP-SEXE-AGE3P_NBSAL_1_1_25;TP-SEXE-AGE3P_NBSAL_2_1_25;TP-SEXE-AGE3P_NBSAL_ENS_2_25;TP-SEXE-AGE3P_NBSAL_1_2_25;TP-SEXE-AGE3P_NBSAL_2_2_25;TP-SEXE-AGE3P_NBSAL_ENS_ENS_55;TP-SEXE-AGE3P_NBSAL_1_ENS_55;TP-SEXE-AGE3P_NBSAL_2_ENS_55;TP-SEXE-AGE3P_NBSAL_ENS_1_55;TP-SEXE-AGE3P_NBSAL_1_1_55;TP-SEXE-AGE3P_NBSAL_2_1_55;TP-SEXE-AGE3P_NBSAL_ENS_2_55;TP-SEXE-AGE3P_NBSAL_1_2_55;TP-SEXE-AGE3P_NBSAL_2_2_55;TP-SEXE-AGE3P_NBSAL_ENS_ENS_65;TP-SEXE-AGE3P_NBSAL_1_ENS_65;TP-SEXE-AGE3P_NBSAL_2_ENS_65;TP-SEXE-AGE3P_NBSAL_ENS_1_65;TP-SEXE-AGE3P_NBSAL_1_1_65;TP-SEXE-AGE3P_NBSAL_2_1_65;TP-SEXE-AGE3P_NBSAL_ENS_2_65;TP-SEXE-AGE3P_NBSAL_1_2_65;TP-SEXE-AGE3P_NBSAL_2_2_65;EMPL-SEXE_POP_ENS_ENS;EMPL-SEXE_POP_11_ENS;EMPL-SEXE_POP_12_ENS;EMPL-SEXE_POP_13_ENS;EMPL-SEXE_POP_14_ENS;EMPL-SEXE_POP_15_ENS;EMPL-SEXE_POP_16_ENS;EMPL-SEXE_POP_21_ENS;EMPL-SEXE_POP_22_ENS;EMPL-SEXE_POP_23_ENS;EMPL-SEXE_POP_ENS_1;EMPL-SEXE_POP_11_1;EMPL-SEXE_POP_12_1;EMPL-SEXE_POP_13_1;EMPL-SEXE_POP_14_1;EMPL-SEXE_POP_15_1;EMPL-SEXE_POP_16_1;EMPL-SEXE_POP_21_1;EMPL-SEXE_POP_22_1;EMPL-SEXE_POP_23_1;EMPL-SEXE_POP_ENS_2;EMPL-SEXE_POP_11_2;EMPL-SEXE_POP_12_2;EMPL-SEXE_POP_13_2;EMPL-SEXE_POP_14_2;EMPL-SEXE_POP_15_2;EMPL-SEXE_POP_16_2;EMPL-SEXE_POP_21_2;EMPL-SEXE_POP_22_2;EMPL-SEXE_POP_23_2;EMPL-SEXE_NBEMP_ENS_ENS;EMPL-SEXE_NBEMP_ENS_1;EMPL-SEXE_NBEMP_ENS_2;EMPL-SEXE_NBEMP_11_ENS;EMPL-SEXE_NBEMP_11_1;EMPL-SEXE_NBEMP_11_2;EMPL-SEXE_NBEMP_12_ENS;EMPL-SEXE_NBEMP_12_1;EMPL-SEXE_NBEMP_12_2;EMPL-SEXE_NBEMP_13_ENS;EMPL-SEXE_NBEMP_13_1;EMPL-SEXE_NBEMP_13_2;EMPL-SEXE_NBEMP_14_ENS;EMPL-SEXE_NBEMP_14_1;EMPL-SEXE_NBEMP_14_2;EMPL-SEXE_NBEMP_15_ENS;EMPL-SEXE_NBEMP_15_1;EMPL-SEXE_NBEMP_15_2;EMPL-SEXE_NBEMP_16_ENS;EMPL-SEXE_NBEMP_16_1;EMPL-SEXE_NBEMP_16_2;EMPL-SEXE_NBEMP_21_ENS;EMPL-SEXE_NBEMP_21_1;EMPL-SEXE_NBEMP_21_2;EMPL-SEXE_NBEMP_22_ENS;EMPL-SEXE_NBEMP_22_1;EMPL-SEXE_NBEMP_22_2;EMPL-SEXE_NBEMP_23_ENS;EMPL-SEXE_NBEMP_23_1;EMPL-SEXE_NBEMP_23_2;ILTR_POP_ENS;ILTR_POP_1;ILTR_POP_2;ILTR_POP_3;ILTR_POP_4;ILTR_POP_5;TRANS_19_POP_ENS;TRANS_19_POP_1;TRANS_19_POP_2;TRANS_19_POP_3;TRANS_19_POP_4;TRANS_19_POP_5;TRANS_19_POP_6
200043693;5776534038;4523914092;1252619946;3078270374;2908771396;169498978;2698263664;1615142696;1083120968;446968536;349877263;97091273;276797573;235648788;41148786;170170963;114228475;55942488;4523915376;362467624;899239136;2415380456;2336098089;79282367;210853492;1288578152;819956769;752590504;525325353;227265151;35811362;322004091;36109529;394476884;203321262;191155622;53059622;24.035236;29024386;27978725;15.020429;12.958296;25080896;9014807;16.06609;6333443515;54908698;179185763;34976817;8.798286;375925155;5122739318;325489688;22747923;3940559;3443103311;39949763;146204643;18971256;5.84321;147981157;2719320347;201210007;161637571;1.985359;2890340204;14958936;32.98112;16005561;2.955077;227943999;2403418971;12427968;65841659;1.9552;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6333443515;878151659;1954709536;372565161;26011094;3102.006066;6333443515;205758161;211691043;13054164;18238414;5694345481;190356251
200043776;2891768008;2009687258;88208075;1401384797;1183838463;217546334;1490383211;825848795;664534415;215279342;160496909;54782434;138209413;110408302;27801111;77069929;50088606;26981323;2018773324;1447101666;571671658;979076393;854823785;124252608;1039696931;592277881;44741905;610571305;383839606;226731699;259084435;210556269;48528167;351486869;173283338;178203532;47144036;18.249077;28894959;25014556;8.050107;16.964449;22129481;1019897;11.93051;4092251095;45574234;25139255;92771047;6.024671;418058369;2304200432;834822437;333662435;31998216;2170569172;33580872;2103755;40015331;0.99095;158225166;1147534928;517876835;244187334;7.120206;1921681923;11993362;4.101705;52755716;5.03372;259833202;1156665505;316945602;89475101;24.87801;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4092251095;2019554016;1593581899;414073215;42194634;22.847331;4092251095;388560417;412481327;56174558;35972565;3148950282;50111945
200043974;13273126786;10859196295;2413930491;6585087557;6049135215;535952342;6688039229;481006108;1877978149;1031912982;769507719;262405264;593880648;480489876;113390771;438032334;289017842;149014492;10181840917;8529260611;1652580306;504932974;4749970663;299359077;5132511177;3779289949;1353221228;1960452587;1521526847;43892574;898075517;798874228;99201289;106237707;722652619;339724451;989203;38.901118;60019182;43801653;19.800448;24.001205;55118648;1910067;36.017977;1565239513;227504862;302853903;157752026;10.890279;1431467483;11142658234;1430949363;928414519;19904462;8040415956;13486175;223391593;58055577;4;544147977;562063066;812501564;637822194;5.00464;7611979174;92643112;79.462309;99696449;6.890279;887319506;5522027574;618447799;290592324;14.899822;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1565239513;3507537642;11445084572;416235851;265810657;17.726408;1565239513;693689984;533583332;143285437;19800091;13474932433;608903035
200043982;4863016157;3993486784;869529373;246116759;2269544184;191623405;2401848568;17239426;677905968;401288649;307391673;93896977;229899003;194146943;35752059;171389647;113244729;58144917;3575288508;3007610993;567677515;1810600853;1710077589;100523263;1764687655;1297533403;467154252;834114269;660418651;173695619;394507124;358273285;3623384;439607145;302145366;137461779;52324731;18.065469;34259262;2616061;7.046367;19.114243;26164121;11019102;15.145019;5951477017;96090561;115409175;60989853;7.999825;545674134;403685261;673959362;39933701;15164487;312527847;57969391;82334695;21022778;4.999825;228310044;2066530856;385090067;272970556;6.050257;2826198547;3812117;33.07448;39967074;3;31736409;1970321754;288869296;126366454;9.11423;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5951477017;1711728439;3708909257;412486736;107326785;11.0258;5951477017;312024443;256287797;52913034;52956564;5152197934;125097245
200043990;17627617845;14536030855;309158699;8992761844;8443270118;549491726;8634856001;6092760737;2542095264;1369481455;1024503823;344977632;818121964;667265265;150856699;55135949;357238558;194120933;14168398485;11929290293;2239108192;7186224424;6905758689;280465735;698217406;5023531604;1958642457;1992815673;154330203;449513643;943544148;857267154;86276994;1049271525;686034877;363236648;96922233;38.934709;57987523;44871307;12.97901;31.892297;52050925;25955699;26.095226;19990852959;372840251;478679323;83525309;12.053955;1382062189;15298456817;1355481613;988687611;19065889;10458193842;251099004;326777617;27353238;8.035371;479490103;7900006512;764766725;691668639;8.996635;9532659116;121741248;151.901706;56172071;4.018584;902572086;7398450306;590714889;297018972;10.069255;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19990852959;3646976808;14959539019;84274536;526593559;14.998212;19990852959;1006495814;487858357;114103679;173316444;17099716195;110936247
200044014;3384410629;2648110602;736300027;1603083188;1386384717;216698471;1781327441;1261725885;519601556;362255813;286621296;75634517;221362172;183139328;38222844;140893641;103481968;37411673;2356977445;1873947503;483029942;1126119881;996931079;129188802;1230857564;877016424;35384114;631884443;470387572;161496871;240512884;202340466;38172418;39137156;268047106;123324454;33292928;17.154231;16138696;15088251;3.973844;11.114407;18204676;13180387;5.024289;4413102114;117083089;34997216;58300379;10.121703;444542943;2719365299;674788859;331783369;22119257;2279151397;84880941;23962526;31165302;7.090083;180641976;127534236;443391306;223767495;8.909408;2133950717;32202149;11.03469;27135076;3.03162;263900967;1444022939;231397553;108015874;13.209849;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4413102114;1915794562;218228864;164401972;142680943;7.935998;4413102114;397867787;41345072;2547533;35476151;3422900881;117931246
200044030;9208167471;7304343736;1903823735;489100421;4449477921;441526288;4317163261;2854865815;1462297446;849400553;59323532;256165233;504234349;382873919;12136043;345166205;210361402;134804803;691035545;5695066943;1215288508;3630849328;3448500815;182348513;3279506122;2246566128;1032939995;1375112954;986862342;388250612;718735292;610035956;108699336;656377662;376826386;279551276;73298513;29.179131;44119382;37185241;8.067232;29.118009;36113272;21111899;15.001373;10767609596;225617746;205567895;207434546;19.830065;910771007;7638946212;852241098;673096635;34104393;5894082695;164155889;164437547;99377647;8.849779;333755815;4120427533;505557806;486477305;11.043375;4873526901;61461857;41.130348;1080569;10.980285;577015193;3518518679;346683293;18661933;23.061018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10767609596;2384025397;7439354065;731628606;18125053;31.350998;10767609596;782423095;543644342;135472847;12555876;8969558496;210952058
200044048;1620694593;13369292996;2837652934;8422975097;7944857228;47811787;7783970833;5424435768;2359535064;1200372698;873710075;326662622;67971101;548675589;131035421;520661688;325034486;195627201;12807327466;10825372843;1981954623;66182084;6388575259;229633141;6189119065;4436797583;1752321482;2094590226;1621206852;473383374;1067488194;982399506;85088687;1027102032;638807346;388294686;104655541;49.003226;55652315;57567493;25.206873;32.36062;47088048;23796353;23.291694;17980592692;306583665;393706653;18299565;9.890341;1343247465;13970522155;905535345;845927025;22184392;9556945137;186142273;279837109;69203083;3.0013;50809721;7376694121;513227611;61765858;3.08385;8423647554;120441392;113.869543;113792567;6.889041;835150255;6593828034;392307734;228268445;19.100543;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17980592692;2621304871;7950378785;6986527672;380220507;42.160857;17980592692;68633467;586655707;22397872;182966743;15703595475;597061378
200044253;3712625388;2960501727;752123662;1920222368;1811259891;108962477;179240302;1149241836;643161184;314630854;237649018;76981837;176496949;146688232;29808717;138133905;90960786;4717312;2792840265;2275713387;517126879;1449851773;1404442535;45409238;1342988492;871270852;47171764;572322809;429052177;143270632;278238956;255122723;23116233;294083853;173929454;120154399;32831459;18.087145;14744314;1563469;5.006401;10.628289;17196769;13080744;4.116025;4385067252;72155565;14089421;48052788;6.897346;422061358;3022564122;390434831;272954347;9052685;2384028856;44002505;95878308;20014951;5.901273;130605523;1623819808;263288221;200518267;0;2001038396;2815306;45.015903;28037836;0.996073;291455835;1398744313;12714661;72436081;9.052685;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4385067252;119018291;2743924159;374354089;73746006;2.860088;4385067252;293158471;331455082;86129312;44521598;356122198;6858081
200044394;7286857391;5860680586;1426176804;3682156489;3328446752;353709737;3604700902;2532233834;1072467068;711413624;531680383;179733241;445263154;369335488;75927666;266150469;162344895;103805575;5363238093;4445891455;917346638;2670943562;2496789802;17415376;2692294531;1949101653;743192878;1128739484;849952846;278786638;522793204;445202015;77591189;60594628;404750831;201195449;8346619;33.155903;50310287;43156569;17.119447;26.037122;40309621;16036456;24.273165;9016576177;200017318;149220917;119735372;11.03342;947189713;5859660651;1066009249;635924232;27785305;4768732115;148005701;106240563;42388462;3.071492;398315075;2984135197;614952722;464629039;6.993865;4247844062;52011617;42.980355;7734691;7.961928;548874638;2875525454;451056527;171295193;20.791441;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9016576177;2348765444;5693915428;852204205;106644964;15.046136;9016576177;521027568;381959192;64896591;124263475;7566181463;358247888
200044469;2982504455;223627842;746226036;1471142739;1312253155;158889584;1511361716;924025264;587336451;246807041;17933209;67474951;151366879;127889418;23477461;95440162;51442672;43997489;2119228402;1650173332;46905507;1046934603;968291382;78643221;1072293799;68188195;390411849;577167878;398792574;178375304;255907317;214085961;41821356;321260561;184706613;136553948;39301134;7.980423;31320711;1693394;1.986395;14.947545;22367194;5994029;16.373166;3882374678;74707814;49029633;59912482;5.043442;403416409;2390394674;603429057;281248553;15192613;2005044639;52646528;39111323;24856681;0.973502;152321428;1201233276;336730977;190082831;7.088091;1877330039;22061286;9.91831;35055801;4.06994;251094981;1189161398;266698079;91165722;8.104522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3882374678;1109227118;2291233212;427138881;46853849;7.921618;3882374678;260155627;256415778;4137095;28230825;3236814492;59387006
200044618;48254893476;39281905935;8972987541;25225042997;23374399974;1850643023;23029850479;1590750596;7122344519;4388664884;3093965791;1294699093;2406258404;1899592065;506666339;198240648;1194373726;788032754;36341880907;30459777824;5882103083;1919193676;18213887198;978049563;17149944146;12245890627;490405352;7193459818;5580166263;1613293555;3491212726;3184703791;306508935;3702247092;2395462472;130678462;330887867;147.996057;182891811;135635106;76.216921;59.418185;195252761;71779136;123.473625;52578919884;84588773;1938971665;564658698;140.874376;4895402097;39869098909;2380542592;1883806086;5967773;27921038963;556465947;1489133963;209667599;96.213115;2137734;20735828372;1304232264;1380724074;11.039628;24657880921;289421784;449.837702;354991099;44.661261;2757668097;19133270536;1076310328;503082012;48.638102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;52578919884;11810282273;32899921738;6510252286;1038750038;319.713549;52578919884;19390235;2555438196;1306631931;848651093;42008333317;3920841845
200044691;13934815877;11366120542;2568695335;630559709;548841748;81717961;7629218787;5877703062;1751515725;932535313;597938961;334596352;573680293;386871595;186808698;35885502;211067366;147787654;9772891159;8086826994;1686064166;4258941451;3774704796;484236655;5513949708;4312122198;120182751;296559776;2472449929;493147831;1339096816;1212875468;126221348;1626500944;1259574461;366926483;263791645;208.904658;54886986;13387853;113.965621;19.912909;129913115;94939037;34.974078;17434089687;145370794;139665891;222116392;40.543847;2228004471;11159114483;253048446;928261404;40527946;8557429474;8882722;92310683;7157565;21.010752;995531006;5036341779;1640420531;598852391;12.559462;8876660213;56543573;47.355207;150540742;19.533095;1232473465;6122772704;890063929;329409013;27.968484;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17434089687;6515962851;10824960941;0;6378663;29.379266;17434089687;585748563;684803557;82973127;177203645;15087358161;816002635
200046977;51607968754;424490058881;91589628658;256617337353;231745921118;24871416235;259462350187;192744137764;66718212423;58078787336;38217248727;19861538608;29257690856;21302619622;7955071234;2882109648;16914629105;11906467375;387110413259;330257102244;56853311015;194639618109;181586458498;13053159612;192470795149;148670643746;43800151403;65683461865;53535412517;12148049348;30066278822;27452269935;2614008887;35617183043;26083142582;9534040462;520702508;2480.295394;2726729686;2653749566;1404.573063;1249.176503;2553275515;1075722331;1477.553184;587324513825;15222160504;12353021516;3195499814;2839.66514;52197097331;430272243235;42612439623;27872857014;759529648;300858055425;8436279425;8800630252;1345337538;1241.792849;21467024567;215326272722;23287939572;2064354842;309.23008;2864664584;6785881079;3552.391264;1850162276;1597.872291;30730072764;214945970513;19324500051;7229308594;450.299568;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;587324513825;230623492628;316361858783;28298620213;10462820478;1577.721723;587324513825;183945096;54394036369;30828133531;8702287757;299689121045;175316425522
200048551;993127103;8196247222;1735023808;5020468589;4680061616;340406973;4910802441;3516185606;1394616835;1060591239;85092;209671239;633073939;534992366;98081573;4275173;315927634;111589666;7468043194;6333911137;1134132057;3699033727;3572725945;126307782;3769009468;2761185193;1007824275;1335027478;99619575;338831728;64709463;561215551;85879079;687932847;434980198;252952649;67609119;15.220335;52388784;41266293;11.127754;30.138539;26342826;4092581;22.250246;1204541685;287045587;329302916;57184233;13.240235;873619153;8370878904;1236137344;852973593;25034883;642476203;198634312;222722398;22103613;10.222206;293245716;4273540344;785695629;612617641;5.980171;562065482;88411275;106.580518;3508062;3.018029;580373438;409733856;450441716;240355952;19.054712;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1204541685;3588773355;6507261248;870475815;1069760502;9.14593;1204541685;1192109152;572374928;21624801;14628118;9819527503;98876077
200049187;9879969325;8157955128;1722014197;5149376986;4809368797;340008189;4730592339;3348586331;1382006008;1438375956;1203465815;23491014;917900924;827158901;90742023;520475032;376306915;144168117;6948631207;5879226047;106940516;3518090747;3361779962;156310785;343054046;2517446085;913094375;1375158244;10341603;340997944;655031429;597564299;5746713;720126815;436596;283530814;117803918;41.102966;76700952;58353886;22.865636;35.488251;59450032;18237331;41.212702;11111564982;264007573;172732115;165854921;26.279911;1545487349;7705607456;654883624;558079574;18632459;590014439;178727954;128848967;67563962;3.185141;903128803;3867922157;364107058;381009715;5.650631;5211420592;85279619;43.883148;98290958;23.09477;642358546;3837685298;290776566;177069859;12.981828;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11111564982;5546301384;4753774406;533754703;149020638;128.713851;11111564982;685603719;1225103741;255000611;113883054;8469341287;362632571
200049211;4904919924;3607917071;1297002853;2329178704;1956429193;372749512;257574122;1651487878;924253342;398077256;273141406;124935849;219382903;176205677;43177226;178694353;96935729;81758623;3594037372;2720996377;873040995;169845248;1469831333;228621147;1895584892;1251165044;644419848;839018464;590789465;248228999;379465636;297437048;82028589;459552828;293352417;166200411;73786833;22.989823;5079701;31877685;12.955135;18.922551;41909147;10034688;31.874459;6365053819;106509783;60598817;181440658;6.70124;691437828;3858231598;1021930991;412129728;26073175;3205973866;69462796;42510358;73765387;3.889728;28988101;1849669425;579190388;284589863;13.01491;3159079953;37046987;18.088459;107675272;2.811512;401556818;2008562172;442740603;127539865;13.058266;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6365053819;2513867433;3620733623;138626822;78124351;13.70159;6365053819;454505446;628233824;80764161;68676435;49481203;184753652
200049484;2819659339;2245715266;573944073;1356622053;1210571164;146050888;1463037286;1035144102;427893185;261271849;206730541;54541307;167016147;135440777;3157537;94255702;71289765;22965937;1983832586;1607874065;375958521;932333348;861053877;71279471;1051499238;746820188;30467905;544763466;418320147;126443319;241351417;208184238;33167179;303412049;210135909;9327614;29791438;12.790512;17000925;15921141;5.892272;10.028868;13870297;689824;6.972057;3957039928;6741919;46362401;47981725;5.783047;275737849;2376375128;75548004;342275274;39625275;2118156598;48462865;32181416;1895987;3.857734;98511263;1154648904;487183417;257451784;16.899345;183888333;18956324;14.180984;29021855;1.925313;177226585;1221726224;268296623;8482349;22.72593;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3957039928;1471165484;1749263466;330795574;398890269;6.925134;3957039928;567399255;218524878;18923623;42653539;3054673547;54865087
200054781;281016830567;2414226204153;395942101517;1373131251399;124739099852;12574025288;143703705427;1166835205633;270201848637;231375532893;15430584542;77069687474;111494697757;78175582369;33319115387;119880835137;7613026305;43750572086;2137320530783;1893918276159;243402254624;1053833163447;984533570158;6929959329;1083487367336;909384706001;174102661335;400100077358;340665049987;59435027372;186732544598;170253446088;1647909851;213367532761;170411603899;42955928862;41372164635;25337.032588;16035132047;21070845598;14428.399905;6642.445693;20301319037;10908632683;9392.686354;3222253936129;66361790817;3506467605;10632469792;21629.189647;270871753718;2405608425646;253898467603;153503601177;4683561679;1626849452547;32910275374;22154530897;4122873614;9288.526462;118387583636;1186267461416;141360085547;11018345737;2174.65823;1595404483582;33451515443;12910.145153;6509596177;12340.663184;152484170082;121934096423;112538382056;43320143807;2508.903449;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3222253936129;1166399374209;562158657297;1449216288958;34402418602;10077.197063;3222253936129;109161575698;27143961181;109695545781;120994513815;870598046584;174036464244
200054807;625822263786;517556768253;108265495533;311906946717;284334837145;27572109572;313915317069;233221931108;80693385961;54742447109;36919473047;17822974062;29289117812;21627710253;766140756;25453329297;15291762794;10161566503;465550544259;396449253293;69101290966;23226927397;21790276719;1436650678;23328127029;178546486104;54734784186;97121402559;79443141493;17678261065;46043297976;42177838917;3865459059;51078104583;37265302577;13812802006;8407869858;4744.900419;3662969439;4305256959;2626.520786;1678.736173;41026129;2118379634;1984.233266;724585573314;13396894897;10826171446;5370908361;2137.925425;60057718774;534032644883;61425986547;36452361992;884960989;371874499287;7740257198;7980499578;1961292087;971.356757;26983084461;266270456635;33321787821;26327541806;318.222943;352711074027;56566377;2845.671868;3409616274;1166.568667;33074634312;267762188248;28104198726;10124820186;566.738046;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;724585573314;414132281011;278488603686;19168752429;11451690255;1344.245932;724585573314;20959947105;51425808742;9917935038;25093630439;504694197719;112494054271
200055481;7264611809;6179073026;1085538783;3632281894;3393530104;23875179;3632329915;2785542921;846786993;604798387;471743455;133054932;361919095;299608515;6231058;242879292;172134941;70744352;556541708;4847237569;718179511;2739470409;2619594855;119875555;2825946671;2227642714;598303957;1045045011;846033171;19901184;511684781;466281256;45403525;53336023;379751915;153608315;49351331;14.05883;352925;19207609;8.045479;11.16213;30143722;6013351;24.130371;8266156226;173356386;270216337;48269289;2.060351;614372704;6156336741;547355262;441127608;13061547;4349142735;111848327;173468962;20137684;2.060351;245410339;3079356231;373494753;340373545;2.992543;391701349;61508059;96.747375;28131606;0;368962365;307698051;173860509;100754063;10.069004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8266156226;1871746502;4477589468;1734562297;177211815;5.046143;8266156226;425849989;314178168;119620962;113087112;7010375934;28304406
200055655;131467682215;113329896863;18137785351;67756648686;62005690909;5750957778;63711033528;51324205955;12386827573;13355261944;9199389613;415587233;7020989887;512618879;1894801097;6334272057;4073200824;2261071234;98539859009;87311331722;11228527288;50800068794;47837340058;2962728736;47739790215;39473991664;8265798551;18400222721;16085999494;2314223227;923534375;859282039;64252336;9164878971;7493179104;1671699866;1172338541;733.176034;439162507;700246256;449.341671;250.904584;472092285;283834363;188.257922;142689183874;3326028283;3249707985;662240611;317.174972;10370818629;113541711735;6221694233;4824628243;175179184;75763952722;1802636555;2120773258;224955988;143.858633;427431788;59190106373;4171399781;3745833777;90.070478;66925231152;1523391728;1128.934727;437284623;173.31634;6096500749;54351605362;2050294451;1078794466;85.108706;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;142689183874;27238395313;35083811529;7747673795;2727168045;163.071038;142689183874;3227616416;6666877987;561179007;1243836905;81808728074;49180945485
200055887;13288730476;11173219219;2115511257;6785848816;6354560923;431287892;650288166;4818658295;1684223365;1510270854;1175108965;335161889;898588594;730300676;168287917;61168226;444808289;166873971;9970208648;8552372163;1417836485;4971731572;4803768062;16796351;4998477076;3748604101;1249872975;1729870491;1398642499;331227992;864748962;789497094;75251869;865121528;609145405;255976123;78380483;47.095592;31284892;50779688;30.995091;19.784596;27600796;161005;11.500296;15395004783;323562814;4497228;95596491;11.973512;1206933829;1120094103;1203772927;884539007;17962373;8188212283;208627151;283312202;30228988;5.048409;422084461;5836547605;738428314;657931002;6.004151;72067925;114935663;166.410598;65367503;6.925103;784849367;5364393425;465344613;226608005;11.958223;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15395004783;5495272037;9009080943;133806643;737907852;18.937308;15395004783;1126250588;890127753;168166907;124663356;12945637102;140159078
