codgeo,French_nlty,Stranger,Immigrant,French_nlty_amg_Men,Stranger_amg_Men,Immigrant_amg_Men,French_nlty_amg_Women,Stranger_amg_Women,Immigrant_amg_Women,Res_Abroad_2017,taux_cumu_1_inj
13042,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13043,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
13044,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13046,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13047,0,1,1,0,1,1,0,1,1,1,1
13048,NA,NA,0,NA,NA,0,NA,NA,1,NA,1
13050,NA,NA,0,NA,NA,0,NA,NA,1,NA,1
13051,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13053,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
13054,0,1,1,0,1,1,0,1,1,1,1
13056,0,1,1,0,1,1,0,1,1,0,1
13059,NA,NA,0,NA,NA,0,NA,NA,1,NA,1
13060,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13062,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13063,0,1,1,0,1,1,0,1,1,1,1
13069,1,0,0,1,0,0,1,0,0,1,1
13070,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
13071,1,0,0,1,0,0,1,0,0,0,1
13072,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13073,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13074,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
13075,1,0,0,1,0,0,1,0,0,0,1
13077,0,1,1,0,1,1,0,1,1,0,1
13078,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
13080,NA,NA,1,NA,NA,0,NA,NA,1,NA,1
13081,1,0,0,1,0,1,1,0,0,1,1
13082,NA,NA,0,NA,NA,1,NA,NA,0,NA,1
13084,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
13085,NA,NA,1,NA,NA,0,NA,NA,1,NA,1
13086,NA,NA,0,NA,NA,0,NA,NA,1,NA,1
13087,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
13088,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13091,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13092,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13098,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13101,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13102,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
13103,0,1,1,0,1,1,0,1,1,1,1
13104,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13105,NA,NA,1,NA,NA,1,NA,NA,0,NA,1
13106,1,0,1,1,0,1,0,1,1,0,1
13107,NA,NA,1,NA,NA,1,NA,NA,0,NA,1
13109,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
13110,0,1,1,0,1,1,0,1,1,1,1
13112,NA,NA,0,NA,NA,0,NA,NA,1,NA,1
13113,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13114,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13117,0,1,1,1,0,1,0,1,1,0,1
13118,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
13119,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
13201,0,1,1,0,1,1,0,1,1,1,1
13202,0,1,1,0,1,1,0,1,1,1,1
13203,0,1,1,0,1,1,0,1,1,1,1
13204,0,1,1,0,1,1,0,1,1,1,1
13205,0,1,1,0,1,1,0,1,1,1,1
13206,0,1,1,0,1,1,0,1,1,1,1
13207,0,1,1,0,1,1,0,1,1,0,1
13208,0,1,1,0,1,1,0,1,1,1,1
13209,0,1,1,0,1,1,0,1,1,1,1
13210,0,1,1,0,1,1,0,1,1,1,1
13211,0,1,1,0,1,1,0,1,1,0,1
13212,1,0,1,1,0,1,1,0,1,0,1
13213,0,1,1,0,1,1,0,1,1,0,1
13214,0,1,1,0,1,1,0,1,1,1,1
13215,0,1,1,0,1,1,0,1,1,0,1
13216,0,1,1,0,1,1,0,1,1,1,1
69003,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69029,0,1,1,0,1,1,0,1,1,1,1
69033,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
69034,0,1,1,0,1,1,0,1,1,1,1
69040,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69044,NA,NA,0,NA,NA,0,NA,NA,0,NA,0
69046,NA,NA,0,NA,NA,0,NA,NA,0,NA,0
69063,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69068,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69069,1,0,1,0,1,1,1,0,1,1,1
69072,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69081,0,1,1,0,1,1,0,1,1,1,1
69087,NA,NA,1,NA,NA,1,NA,NA,1,NA,0
69088,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69089,0,1,1,0,1,1,0,1,1,1,1
69091,0,1,1,0,1,1,0,1,1,0,1
69096,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69100,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69116,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69117,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69127,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69142,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69143,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69149,0,1,1,0,1,1,0,1,1,1,1
69152,0,1,1,0,1,1,0,1,1,1,1
69163,NA,NA,1,NA,NA,1,NA,NA,0,NA,1
69191,NA,NA,1,NA,NA,1,NA,NA,1,NA,0
69194,NA,NA,0,NA,NA,0,NA,NA,1,NA,0
69199,0,1,1,0,1,1,0,1,1,1,1
69202,0,1,1,0,1,1,0,1,1,1,1
69204,0,1,1,0,1,1,0,1,1,1,1
69205,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69207,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
69244,0,1,1,0,1,1,0,1,1,1,1
69250,NA,NA,0,NA,NA,0,NA,NA,0,NA,0
69256,0,1,1,0,1,1,0,1,1,1,1
69259,0,1,1,0,1,1,0,1,1,1,1
69260,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69266,0,1,1,0,1,1,0,1,1,1,1
69271,0,1,1,0,1,1,0,1,1,1,1
69273,0,1,1,0,1,1,1,0,1,0,1
69275,0,1,1,0,1,1,0,1,1,1,1
69276,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69278,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69279,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69282,0,1,1,0,1,1,0,1,1,0,1
69283,0,1,1,0,1,1,0,1,1,1,1
69284,NA,NA,0,NA,NA,1,NA,NA,0,NA,0
69286,0,1,1,0,1,1,0,1,1,0,1
69290,0,1,1,0,1,1,0,1,1,1,1
69292,NA,NA,1,NA,NA,0,NA,NA,1,NA,1
69293,NA,NA,0,NA,NA,0,NA,NA,0,NA,0
69296,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
69381,0,1,1,0,1,1,0,1,1,1,1
69382,0,1,1,0,1,1,0,1,1,1,1
69383,0,1,1,0,1,1,0,1,1,1,1
69384,0,1,1,0,1,1,0,1,1,1,1
69385,0,1,1,0,1,1,0,1,1,1,1
69386,0,1,1,0,1,1,0,1,1,1,0
69387,0,1,1,0,1,1,0,1,1,1,1
69388,0,1,1,0,1,1,0,1,1,1,1
69389,0,1,1,0,1,1,0,1,1,1,1
75101,0,1,1,0,1,1,0,1,1,1,0
75102,0,1,1,0,1,1,0,1,1,1,0
75103,0,1,1,0,1,1,0,1,1,1,0
75104,0,1,1,0,1,1,0,1,1,1,0
75105,0,1,1,0,1,1,0,1,1,1,0
75106,0,1,1,0,1,1,0,1,1,1,0
75107,0,1,1,0,1,1,0,1,1,1,0
75108,0,1,1,0,1,1,0,1,1,1,0
75109,0,1,1,0,1,1,0,1,1,1,0
75110,0,1,1,0,1,1,0,1,1,1,0
75111,0,1,1,0,1,1,0,1,1,1,0
75112,0,1,1,0,1,1,0,1,1,1,1
75113,0,1,1,0,1,1,0,1,1,1,1
75114,0,1,1,0,1,1,0,1,1,1,0
75115,0,1,1,0,1,1,0,1,1,1,0
75116,0,1,1,0,1,1,0,1,1,1,0
75117,0,1,1,0,1,1,0,1,1,1,1
75118,0,1,1,0,1,1,0,1,1,1,1
75119,0,1,1,0,1,1,0,1,1,1,1
75120,0,1,1,0,1,1,0,1,1,1,1
83120,NA,NA,0,NA,NA,0,NA,NA,0,NA,1
84089,0,1,1,0,1,1,0,1,1,1,1
91027,0,1,1,0,1,1,0,1,1,1,1
91326,0,1,1,0,1,1,0,1,1,1,1
91432,0,1,1,0,1,1,0,1,1,1,1
91479,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
91589,0,1,1,0,1,1,0,1,1,1,1
91687,0,1,1,0,1,1,0,1,1,1,1
92002,0,1,1,0,1,1,0,1,1,1,1
92004,0,1,1,0,1,1,0,1,1,1,1
92007,0,1,1,0,1,1,0,1,1,1,1
92009,0,1,1,0,1,1,0,1,1,1,1
92012,0,1,1,0,1,1,0,1,1,1,0
92014,0,1,1,0,1,1,0,1,1,1,0
92019,0,1,1,0,1,1,0,1,1,1,1
92020,0,1,1,0,1,1,0,1,1,1,1
92022,0,1,1,0,1,1,0,1,1,1,1
92023,0,1,1,0,1,1,0,1,1,1,1
92024,0,1,1,0,1,1,0,1,1,1,1
92025,0,1,1,0,1,1,0,1,1,1,1
92026,0,1,1,0,1,1,0,1,1,1,1
92032,0,1,1,0,1,1,0,1,1,1,1
92033,0,1,1,0,1,1,0,1,1,1,0
92035,0,1,1,0,1,1,0,1,1,1,1
92036,0,1,1,0,1,1,0,1,1,1,1
92040,0,1,1,0,1,1,0,1,1,1,0
92044,0,1,1,0,1,1,0,1,1,1,0
92046,0,1,1,0,1,1,0,1,1,1,1
92048,0,1,1,0,1,1,0,1,1,1,1
92049,0,1,1,0,1,1,0,1,1,1,0
92050,0,1,1,0,1,1,0,1,1,1,1
92051,0,1,1,0,1,1,0,1,1,1,0
92060,0,1,1,0,1,1,0,1,1,1,1
92062,0,1,1,0,1,1,0,1,1,1,1
92063,0,1,1,0,1,1,0,1,1,1,1
92064,0,1,1,0,1,1,0,1,1,1,0
92071,0,1,1,0,1,1,0,1,1,1,0
92072,0,1,1,0,1,1,0,1,1,1,0
92073,0,1,1,0,1,1,0,1,1,1,1
92075,0,1,1,0,1,1,0,1,1,1,0
92076,NA,NA,1,NA,NA,1,NA,NA,1,NA,0
92077,0,1,1,0,1,1,0,1,1,1,0
92078,0,1,1,0,1,1,0,1,1,0,1
93001,0,1,1,0,1,1,0,1,1,1,1
93005,0,1,1,0,1,1,0,1,1,1,1
93006,0,1,1,0,1,1,0,1,1,1,1
93007,0,1,1,0,1,1,0,1,1,1,1
93008,0,1,1,0,1,1,0,1,1,1,1
93010,0,1,1,0,1,1,0,1,1,1,1
93013,0,1,1,0,1,1,0,1,1,1,1
93014,0,1,1,0,1,1,0,1,1,0,1
93015,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
93027,0,1,1,0,1,1,0,1,1,1,1
93029,0,1,1,0,1,1,0,1,1,1,1
93030,0,1,1,0,1,1,0,1,1,1,1
93031,0,1,1,0,1,1,0,1,1,1,1
93032,0,1,1,0,1,1,0,1,1,1,1
93033,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
93039,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
93045,0,1,1,0,1,1,0,1,1,1,1
93046,0,1,1,0,1,1,0,1,1,1,1
93047,0,1,1,0,1,1,0,1,1,0,1
93048,0,1,1,0,1,1,0,1,1,1,1
93049,0,1,1,0,1,1,0,1,1,1,1
93050,0,1,1,0,1,1,0,1,1,1,1
93051,0,1,1,0,1,1,0,1,1,1,1
93053,0,1,1,0,1,1,0,1,1,1,1
93055,0,1,1,0,1,1,0,1,1,1,1
93057,0,1,1,0,1,1,0,1,1,1,1
93059,0,1,1,0,1,1,0,1,1,1,1
93061,0,1,1,0,1,1,0,1,1,1,1
93062,0,1,1,0,1,1,0,1,1,1,1
93063,0,1,1,0,1,1,0,1,1,1,1
93064,0,1,1,0,1,1,0,1,1,1,1
93066,0,1,1,0,1,1,0,1,1,1,1
93070,0,1,1,0,1,1,0,1,1,1,1
93071,0,1,1,0,1,1,0,1,1,1,1
93072,0,1,1,0,1,1,0,1,1,1,1
93073,0,1,1,0,1,1,0,1,1,1,1
93074,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
93077,0,1,1,0,1,1,0,1,1,1,1
93078,0,1,1,0,1,1,0,1,1,1,1
93079,0,1,1,0,1,1,0,1,1,1,1
94001,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
94002,0,1,1,0,1,1,0,1,1,1,1
94003,0,1,1,0,1,1,0,1,1,1,1
94004,0,1,1,0,1,1,0,1,1,1,1
94011,0,1,1,0,1,1,0,1,1,1,1
94015,0,1,1,0,1,1,0,1,1,1,1
94016,0,1,1,0,1,1,0,1,1,1,1
94017,0,1,1,0,1,1,0,1,1,1,1
94018,0,1,1,0,1,1,0,1,1,1,1
94019,0,1,1,0,1,1,0,1,1,1,1
94021,0,1,1,0,1,1,0,1,1,1,1
94022,0,1,1,0,1,1,0,1,1,1,1
94028,0,1,1,0,1,1,0,1,1,1,1
94033,0,1,1,0,1,1,0,1,1,1,1
94034,0,1,1,0,1,1,0,1,1,1,1
94037,0,1,1,0,1,1,0,1,1,1,1
94038,0,1,1,0,1,1,0,1,1,1,1
94041,0,1,1,0,1,1,0,1,1,1,1
94042,0,1,1,0,1,1,0,1,1,1,1
94043,0,1,1,0,1,1,0,1,1,1,1
94044,0,1,1,0,1,1,0,1,1,0,1
94046,0,1,1,0,1,1,0,1,1,1,1
94047,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
94048,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
94052,0,1,1,0,1,1,0,1,1,1,0
94053,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
94054,0,1,1,0,1,1,0,1,1,1,1
94055,0,1,1,0,1,1,0,1,1,1,1
94056,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
94058,0,1,1,0,1,1,0,1,1,1,1
94059,0,1,1,0,1,1,0,1,1,1,1
94060,0,1,1,0,1,1,0,1,1,0,1
94065,NA,NA,1,NA,NA,1,NA,NA,1,NA,0
94067,0,1,1,0,1,1,0,1,1,1,0
94068,0,1,1,0,1,1,0,1,1,1,0
94069,0,1,1,0,1,1,0,1,1,1,1
94070,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
94071,0,1,1,0,1,1,0,1,1,1,1
94073,0,1,1,0,1,1,0,1,1,1,1
94074,0,1,1,0,1,1,0,1,1,1,1
94075,0,1,1,0,1,1,0,1,1,0,1
94076,0,1,1,0,1,1,0,1,1,1,1
94077,0,1,1,0,1,1,0,1,1,1,1
94078,0,1,1,0,1,1,0,1,1,1,1
94079,0,1,1,0,1,1,0,1,1,1,1
94080,0,1,1,0,1,1,0,1,1,1,0
94081,0,1,1,0,1,1,0,1,1,1,1
95018,0,1,1,0,1,1,0,1,1,1,1
