codgeo;superficie;SEXE-AGE3_B_POP_ENS_ENS;densite;taux_cumu_1_inj;latitude;longitude
200067684;587,940;47446;8,06987107527979e+01;0,685;6872359;773175
200067692;768,030;9718;1,26531515696001e+01;0,704;6688294;746876
200067700;530,330;20717;3,90643561556012e+01;0,706;6637585;732781
200067742;622,370;16499;2,65099538859521e+01;0,584;6388793;973364
200067759;414,630;24885;6,00173648795312e+01;0,693;6973630;816375
200067767;477,240;9600;2,01156650741765e+01;0,617;6434947;882824
200067783;360,780;26627;7,38039802649814e+01;0,700;6872146;1023313
200067791;447,520;31816;7,10940293171255e+01;0,625;6211733;586573
200067817;455,090;44277;9,72928431738777e+01;0,663;6565068;824766
200067825;349,890;50302;1,43765183343336e+02;0,601;6378859;938873
200067841;384,190;24509;6,37939561154637e+01;0,686;6875562;1003308
200067866;277,480;47805;1,72282687040507e+02;0,661;6686860;375066
200067874;397,990;96736;2,43061383451846e+02;0,679;6864611;1045840
200067882;1213,790;15432;1,27138961434845e+01;0,723;6646835;759009
200067890;972,760;12304;1,26485464040462e+01;0,695;6675362;771895
200067908;652,740;8580;1,31445904954499e+01;0,659;6659921;734419
200067916;718,430;25182;3,50514315938922e+01;0,680;6696500;704847
200067924;272,170;47915;1,76048058198920e+02;0,689;6819108;1042994
200067932;799,580;169785;2,12342729933215e+02;0,695;6744505;268354
200067940;1646,670;29928;1,81748619942065e+01;0,557;6209436;549587
200067957;255,780;19225;7,51622488075690e+01;0,719;6897248;944664
200067965;264,830;82870;3,12917720802024e+02;0,628;6919378;685805
200067973;306,800;60670;1,97750977835724e+02;0,634;6909141;645961
200067981;1123,860;73464;6,53675724734398e+01;0,701;6846654;240916
200067999;541,940;103191;1,90410377532568e+02;0,625;6929589;636431
200068005;398,090;21028;5,28222261297697e+01;0,667;6945511;646874
200068047;83,840;87036;1,03812022900763e+03;0,486;6906938;658495
200068070;655,860;25335;3,86286707529046e+01;0,634;6667685;929090
200068088;593,790;20033;3,37375166304586e+01;0,686;6676146;716731
200068096;794,930;11169;1,40502937365554e+01;0,619;6406040;947528
200068104;953,790;99179;1,03984105515889e+02;0,522;6261612;942634
200068112;244,960;35772;1,46032005225343e+02;0,703;6856175;1024188
200068120;479,440;100620;2,09869848156182e+02;0,662;6796055;172188
200068146;831,430;45555;5,47911429705447e+01;0,710;6854129;994824
200068229;1091,930;21127;1,93483098733435e+01;0,582;6361353;885919
200068278;550,870;18040;3,27481983045002e+01;0,682;6725666;684894
200068294;379,580;15958;4,20412034353759e+01;0,656;6711075;962071
200068369;476,280;19026;3,99470899470899e+01;0,655;6803275;934818
200068377;261,720;29357;1,12169494115849e+02;0,675;6772893;966980
200068435;390,360;11372;2,91320832052464e+01;0,675;6813973;535999
200068443;338,360;13200;3,90117035110533e+01;0,736;6832093;432556
200068450;721,260;33773;4,68250006932313e+01;0,709;6856486;477071
200068468;550,670;25823;4,68937839359326e+01;0,685;6850474;521085
200068484;741,410;14524;1,95897007054127e+01;0,691;6370722;696628
200068500;412,950;81739;1,97939217822981e+02;0,665;7007081;715628
200068534;476,300;37901;7,95737980264539e+01;0,715;6964797;558306
200068542;619,810;76630;1,23634662235201e+02;0,633;6515610;882631
200068559;730,580;23320;3,19198445071039e+01;0,658;6810569;903706
200068567;340,780;62888;1,84541346323141e+02;0,611;6496371;895713
200068625;1736,390;11443;6,59010936483163e+00;0,605;6326162;986100
200068641;321,430;121914;3,79286314283048e+02;0,631;6266527;559430
200068658;932,230;44753;4,80063932720466e+01;0,701;6786196;859732
200068666;942,720;57096;6,05651731160896e+01;0,658;6829981;842850
200068674;348,570;75876;2,17677941303038e+02;0,655;6519767;924852
200068682;416,400;17692;4,24879923150817e+01;0,633;6795347;915241
200068757;1126,930;111259;9,87275163497289e+01;0,658;6795781;952203
200068765;1493,850;25156;1,68397094755163e+01;0,567;6364129;924885
200068773;695,490;11987;1,72353304864196e+01;0,622;6779259;919329
200068781;909,780;223349;2,45497812658005e+02;0,610;6435160;862108
200068799;798,680;46853;5,86630440226374e+01;0,685;6872413;419756
200068807;315,250;32314;1,02502775574941e+02;0,619;6251421;573561
200068815;574,420;34793;6,05706625813864e+01;0,621;6247852;542293
200068831;582,940;17956;3,08024839606134e+01;0,659;6347546;650696
200068856;390,110;8220;2,10709799800056e+01;0,672;6832219;535815
200068864;176,070;24606;1,39751235304140e+02;0,713;6845222;1027679
200068872;455,010;19684;4,32605876793917e+01;0,697;6608714;590463
200068880;716,050;9870;1,37839536345227e+01;0,682;6652846;614798
200068914;446,460;21778;4,87792859382700e+01;0,686;6512818;499842
200068922;381,590;18341;4,80646767472942e+01;0,611;6358947;493763
200068930;453,010;24477;5,40319198251694e+01;0,611;6373875;535290
200068948;745,250;26189;3,51412277759141e+01;0,681;6340225;486874
200068955;445,970;27873;6,24997197120883e+01;0,669;6728584;449826
200068963;188,440;21296;1,13012099341966e+02;0,706;6784408;491485
200068989;955,530;97589;1,02130754659718e+02;0,668;6828363;320070
200068997;764,520;60956;7,97310730916130e+01;0,612;6515160;965284
200069003;815,480;18818;2,30759797910433e+01;0,706;6778625;804351
200069029;404,870;66119;1,63309210363820e+02;0,752;7042463;608070
200069037;547,630;105169;1,92043898252470e+02;0,691;7065327;644526
200069052;257,930;103016;3,99395184740046e+02;0,617;6732869;993401
200069060;174,270;15257;8,75480576117519e+01;0,639;6743780;992232
200069086;420,310;31277;7,44141229092812e+01;0,700;6848384;257690
200069094;391,760;14366;3,66704104553808e+01;0,635;6437755;499282
200069102;509,360;5312;1,04287733626512e+01;0,663;6399035;745278
200069110;523,150;135290;2,58606518207015e+02;0,640;6505522;934724
200069128;718,940;5507;7,65988816869280e+00;0,627;6377739;762047
200069136;618,990;5044;8,14875846136448e+00;0,545;6348880;764508
200069144;548,370;5086;9,27475974250962e+00;0,676;6407380;709639
200069151;909,430;6968;7,66194209559834e+00;0,578;6353696;741429
200069169;693,460;12594;1,81611051827070e+01;0,693;6503605;680357
200069177;308,840;40415;1,30860639813496e+02;0,717;6507444;714117
200069185;436,100;10644;2,44072460444852e+01;0,667;6415828;726438
200069193;635,250;39080;6,15190869736324e+01;0,669;6552233;856641
200069227;694,200;18476;2,66148084125612e+01;0,685;6697502;682937
200069235;423,870;15747;3,71505414395923e+01;0,683;7049013;630021
200069250;893,300;172329;1,92912795253554e+02;0,651;6795856;779234
200069268;583,750;7968;1,36496788008565e+01;0,646;6372789;717776
200069300;618,490;124774;2,01739720933241e+02;0,656;6232602;457415
200069383;670,300;27413;4,08966134566612e+01;0,619;6364232;620044
200069391;838,010;67695;8,07806589420174e+01;0,702;6828747;295536
200069409;605,230;151937;2,51040100457677e+02;0,710;6834992;268282
200069417;391,730;23776;6,06948663620351e+01;0,679;6284070;373363
200069425;1544,050;87773;5,68459570609760e+01;0,694;6848414;390520
200069433;449,860;11743;2,61036766994176e+01;0,661;6836625;982287
200069441;601,880;34069;5,66043065062803e+01;0,675;6893747;1019223
200069458;533,880;14554;2,72608076721361e+01;0,670;6860988;500628
200069482;557,860;33193;5,95005915462661e+01;0,707;7018436;666541
200069516;197,070;17138;8,69640229360126e+01;0,711;6910672;440216
200069524;422,920;24748;5,85169772060910e+01;0,677;6890915;431781
200069532;948,720;73740;7,77257778902100e+01;0,648;6893198;497135
200069540;125,920;15968;1,26810673443456e+02;0,734;6699665;860441
200069565;420,090;16099;3,83227403651599e+01;0,515;6633411;949483
200069581;311,230;32553;1,04594672750056e+02;0,641;6398188;434757
200069599;439,150;16543;3,76704998292155e+01;0,642;6404443;455112
200069615;434,050;19010;4,37967976039627e+01;0,630;6634948;893045
200069623;626,580;22675;3,61885154329854e+01;0,621;6632079;926593
200069631;312,870;18130;5,79473902898968e+01;0,706;6299099;392481
200069649;589,270;26045;4,41987543910262e+01;0,735;6290626;416892
200069656;1792,180;15679;8,74856320235691e+00;0,672;6351138;406558
200069664;829,710;10832;1,30551638524304e+01;0,682;6792434;883413
200069672;624,480;38158;6,11036382270049e+01;0,680;7030744;648818
200069698;218,310;15731;7,20580825431725e+01;0,677;6602017;842430
200069722;466,330;21523;4,61540111080136e+01;0,705;6974994;602063
200069730;612,180;29354;4,79499493612990e+01;0,692;6939501;597651
200069748;519,670;21480;4,13339234514211e+01;0,646;6607198;437424
200069755;1061,770;47614;4,48439869274890e+01;0,685;6568693;460370
200069763;562,260;41645;7,40671575427738e+01;0,668;6625549;482435
200069821;209,000;38635;1,84856459330144e+02;0,705;6963083;515683
200069839;390,930;27799;7,11099173765124e+01;0,702;6969075;535171
200069847;253,810;21005;8,27587565501753e+01;0,693;6957160;544730
200069854;1071,310;194068;1,81150180619989e+02;0,675;6610332;498309
200069912;316,510;7837;2,47606710688446e+01;0,675;6836577;551144
200069953;405,390;48574;1,19820419842621e+02;0,671;6828708;601278
200069961;771,290;40452;5,24471988486821e+01;0,698;6780917;570258
200069995;506,150;30210;5,96858638743456e+01;0,620;6471364;398177
200070035;825,840;27407;3,31868158481062e+01;0,686;6572285;494319
200070043;1998,570;39261;1,96445458502830e+01;0,708;6591170;530259
200070068;490,330;25133;5,12573165011319e+01;0,714;6958268;584005
200070092;571,830;91150;1,59400521133903e+02;0,635;6435694;449572
200070100;594,490;24609;4,13951454187623e+01;0,674;6739728;652368
200070118;157,840;20564;1,30283831728332e+02;0,675;6559472;839672
200070126;388,000;10177;2,62293814432990e+01;0,668;6823740;770390
200070142;275,950;20778;7,52962493205291e+01;0,664;6921016;583522
200070159;891,530;24522;2,75055242111875e+01;0,668;6792772;609468
200070167;349,430;14261;4,08121798357325e+01;0,661;6812791;554726
200070183;662,210;48768;7,36443122272391e+01;0,696;6751524;598660
200070233;288,840;48828;1,69048608226008e+02;0,695;6662082;371500
200070282;757,050;17807;2,35215639653920e+01;0,682;6477666;475943
200070290;211,920;23259;1,09753680634202e+02;0,589;6920863;906358
200070308;299,560;77947;2,60204967285352e+02;0,658;6581467;835935
200070316;866,420;22458;2,59204542831421e+01;0,736;6616451;773197
200070324;454,480;41143;9,05276359795810e+01;0,664;6830363;968321
200070332;809,420;15309;1,89135430308122e+01;0,687;6750920;895667
200070340;957,000;8601;8,98746081504702e+00;0,670;6465804;996096
200070365;564,120;22196;3,93462383889952e+01;0,590;6200700;680480
200070373;538,780;23861;4,42870930621033e+01;0,675;6743379;511772
200070407;1000,220;56671;5,66585351222731e+01;0,674;6489189;717851
200070431;595,790;44327;7,44003759713993e+01;0,623;6455428;885989
200070449;545,660;55020;1,00832019939156e+02;0,724;6939433;571368
200070464;334,440;14599;4,36520751106327e+01;0,658;6467132;960979
200070506;396,270;13049;3,29295682236859e+01;0,687;6509769;554124
200070514;746,780;69283;9,27756501245347e+01;0,648;6512135;450136
200070530;1256,310;35592;2,83305871958354e+01;0,691;6649345;799821
200070548;289,440;15116;5,22249861802101e+01;0,685;6575546;799917
200070555;212,870;22652;1,06412364353831e+02;0,665;6572950;849278
200070563;458,670;44276;9,65312752087557e+01;0,668;6851465;912199
200070571;209,110;6912;3,30543732963512e+01;0,700;6667838;632239
200070589;347,820;18746;5,38956931746306e+01;0,682;6860278;941551
200070647;579,550;60581;1,04531101716849e+02;0,619;6419439;496795
200070662;466,380;32157;6,89502122732536e+01;0,630;6760454;353764
200070670;326,750;23533;7,20214231063504e+01;0,654;6837282;356164
200070688;328,800;21997;6,69008515815085e+01;0,647;6819991;371075
200070712;624,740;37193;5,95335659634408e+01;0,665;6528081;745096
200070720;1112,410;26670;2,39749732562634e+01;0,679;6480180;383231
200070738;460,140;20000;4,34650323814491e+01;0,687;6879432;913060
200070746;341,710;64748;1,89482309560739e+02;0,629;6892203;993956
200070753;406,330;67153;1,65267147392513e+02;0,694;6532049;710909
200070761;1229,880;27563;2,24111295410934e+01;0,638;6492384;754078
200070779;366,400;39446;1,07658296943231e+02;0,640;6831224;684746
200070787;432,030;17755;4,10966831007106e+01;0,680;6227175;483720
200070795;332,790;6915;2,07788695573785e+01;0,665;6246582;491019
200070803;262,450;11103;4,23052009906649e+01;0,677;6241039;473400
200070811;1003,680;15327;1,52708034433286e+01;0,711;6210059;449338
200070829;306,880;7255;2,36411626694473e+01;0,653;6215582;499441
200070845;395,960;53076;1,34043842812405e+02;0,626;6903951;909533
200070852;273,690;20710;7,56695531440681e+01;0,534;6550215;923719
200070894;481,970;29743;6,17113098325622e+01;0,699;6675892;847329
200070902;385,220;23383;6,07003790042054e+01;0,650;6686939;879799
200070910;314,110;4962;1,57970137849798e+01;0,692;6726251;856697
200070928;294,100;18269;6,21183270996260e+01;0,677;6970076;682243
200070936;783,710;33085;4,22158706664455e+01;0,746;7012167;619907
200070944;190,040;22641;1,19138076194485e+02;0,716;6997714;602105
200070951;541,490;31249;5,77092836432806e+01;0,710;7001345;648533
200070969;387,780;21843;5,63283304966734e+01;0,699;6961896;659784
200070977;388,230;25626;6,60072637354146e+01;0,662;6954210;677784
200070985;259,300;20301;7,82915541843425e+01;0,671;6965076;698480
200070993;400,830;48903;1,22004340992441e+02;0,723;6998319;612886
200071017;763,050;15815;2,07260336806238e+01;0,638;6703589;805584
200071025;482,180;9811;2,03471732548011e+01;0,509;6322607;914031
200071033;307,250;5236;1,70414971521562e+01;0,530;6342650;927377
200071041;589,350;10491;1,78009671672181e+01;0,684;6771165;776751
200071058;354,750;27144;7,65158562367865e+01;0,631;6267121;717358
200071066;980,170;74926;7,64418417213341e+01;0,637;6808503;994937
200071074;141,700;22562;1,59223712067749e+02;0,640;6880046;594009
200071082;377,580;61151;1,61955082366651e+02;0,692;6573917;668134
200071116;197,230;34317;1,73994828372966e+02;0,643;6621210;895173
200071140;1339,960;64963;4,84812979491925e+01;0,686;6612516;724286
200071157;502,480;35583;7,08147587963700e+01;0,660;6778534;982643
200071165;116,160;53430;4,59969008264463e+02;0,734;6617233;337464
200071173;474,470;7129;1,50251859970072e+01;0,681;6672634;807605
200071181;896,910;38689;4,31358776242878e+01;0,722;6972445;622394
200071199;354,400;21194;5,98024830699774e+01;0,654;6545378;722348
200071207;498,150;8569;1,72016460905350e+01;0,668;6677964;821209
200071215;843,410;12711;1,50709619283622e+01;0,678;6522622;671575
200071223;314,930;28118;8,92833328041152e+01;0,717;6990175;637229
200071298;621,870;40145;6,45552929068776e+01;0,658;6263272;595541
200071314;378,710;33977;8,97177259644583e+01;0,601;6294661;550177
200071363;742,440;82759;1,11468940251064e+02;0,690;6556901;740296
200071371;259,790;25251;9,71977366334347e+01;0,668;6589711;848823
200071389;917,960;34033;3,70746002004445e+01;0,671;6568942;713986
200071405;283,440;22808;8,04685294947784e+01;0,548;6392747;832574
200071413;604,420;43642;7,22047582806658e+01;0,602;6412306;827165
200071454;660,850;110023;1,66487099947038e+02;0,621;6874915;570059
200071470;1094,500;24773;2,26340794883508e+01;0,689;6585950;750640
200071496;740,380;13767;1,85945055241903e+01;0,634;6599510;704712
200071504;364,660;12317;3,37766686776723e+01;0,679;6805124;520128
200071512;730,730;25858;3,53865312769422e+01;0,688;6582838;687785
200071520;367,130;15914;4,33470432816713e+01;0,701;6850155;428715
200071538;397,680;22278;5,60199155099578e+01;0,679;6615512;856282
200071546;350,760;24771;7,06209373930893e+01;0,625;6663268;342287
200071553;613,750;56389;9,18761710794297e+01;0,693;6700941;427795
200071579;512,920;28338;5,52483818139281e+01;0,669;6614791;871513
200071587;1819,500;51376;2,82363286617203e+01;0,683;6663991;542591
200071595;601,430;21840;3,63134529371664e+01;0,645;6646979;910141
200071629;444,870;47258;1,06228785937465e+02;0,684;6655934;326697
200071645;242,990;8020;3,30054734762747e+01;0,667;6583239;819413
200071652;232,530;4964;2,13477830817529e+01;0,678;6835624;463679
200071678;785,590;104382;1,32870835932229e+02;0,648;6671740;418096
200071751;1226,210;132682;1,08204956736611e+02;0,670;6577953;871747
200071769;278,930;17279;6,19474420105403e+01;0,652;6935821;725122
200071777;609,950;11729;1,92294450364784e+01;0,674;6827466;789671
200071785;385,710;55359;1,43524928054756e+02;0,639;6948798;721097
200071819;575,000;15143;2,63356521739130e+01;0,670;6499059;517489
200071827;644,790;141776;2,19879340560493e+02;0,655;6508674;479023
200071843;346,830;32298;9,31234322290459e+01;0,647;6912773;600291
200071850;433,900;26044;6,00230467849735e+01;0,642;6781436;656501
200071868;586,140;36259;6,18606476268468e+01;0,662;6730782;421639
200071876;1221,220;99236;8,12597238826747e+01;0,664;6688726;466194
200071884;944,990;40136;4,24724071154192e+01;0,714;6596646;791321
200071892;295,710;80689;2,72865307226675e+02;0,667;6967710;718467
200071900;506,780;34115;6,73171790520541e+01;0,691;6606526;358253
200071918;326,510;27946;8,55900278705093e+01;0,673;6647836;376681
200071926;807,180;27553;3,41348893679229e+01;0,615;6215443;636288
200071934;451,440;35052;7,76448697501329e+01;0,652;6606615;405003
200071942;1178,160;22793;1,93462687580634e+01;0,704;6569136;554491
200071967;321,740;41145;1,27882762479020e+02;0,542;6590463;981462
200071983;332,890;16751;5,03199255009162e+01;0,675;6983296;744663
200071991;538,290;29361;5,45449478905423e+01;0,637;6912043;712091
200072007;680,700;4863;7,14411635081534e+00;0,624;6407262;784266
200072015;319,200;48568;1,52155388471178e+02;0,627;6463905;832000
200072023;591,960;21979;3,71291979187783e+01;0,673;6535108;478202
200072031;889,100;54593;6,14025418962996e+01;0,627;6888793;732236
200072049;1324,720;35378;2,67060208949816e+01;0,684;6538854;513297
200072056;190,240;10556;5,54878048780488e+01;0,632;6604087;885351
200072064;732,610;47582;6,49486084001037e+01;0,663;6694042;576861
200072072;1032,190;53337;5,16736259797130e+01;0,711;6742383;547346
200072080;686,450;15841;2,30766989584092e+01;0,669;6555581;681518
200072098;428,760;19162;4,46916689989738e+01;0,661;6545198;700330
200072106;530,610;24238;4,56795009517348e+01;0,673;6260625;461338
200072130;214,900;106448;4,95337366216845e+02;0,581;6874129;691785
200072304;1022,820;7715;7,54287166852428e+00;0,575;6375237;990029
200072312;677,170;82564;1,21925070514051e+02;0,646;6890954;584385
200072320;519,570;10084;1,94083569105222e+01;0,690;6264023;505027
200072346;438,030;68480;1,56336323996073e+02;0,683;6812499;671475
200072452;489,150;55740;1,13952775222324e+02;0,661;6816892;387889
200072460;649,300;276759;4,26242106884337e+02;0,676;7047913;668728
200072478;191,890;25188;1,31262702590026e+02;0,675;7080724;623114
200072544;396,010;26563;6,70765889750259e+01;0,625;6859290;721423
200072635;654,590;15555;2,37629661314716e+01;0,669;6203275;504812
200072643;993,590;44164;4,44489175615697e+01;0,627;6239176;517007
200072650;487,900;52983;1,08593974175036e+02;0,699;6687185;516121
200072668;685,800;25101;3,66010498687664e+01;0,681;6666105;506337
200072676;601,750;27952;4,64511840465310e+01;0,673;6802342;502479
200072684;403,690;30968;7,67123287671233e+01;0,693;6772207;510401
200072692;401,130;15380;3,83416847406078e+01;0,696;6762692;528487
200072700;472,500;22929;4,85269841269841e+01;0,684;6802742;482808
200072718;418,200;18306;4,37733142037303e+01;0,700;6785328;473079
200072726;884,400;44421;5,02272727272727e+01;0,628;6740960;368119
200072734;313,290;39055;1,24660857352613e+02;0,638;6705993;329913
200072825;424,610;12604;2,96837097571890e+01;0,691;6708167;876380
200072874;334,300;28112;8,40921328148370e+01;0,642;6845692;693286
200072882;491,840;44292;9,00536759921926e+01;0,661;6643824;350576
200072981;761,490;33294;4,37221762597014e+01;0,678;6707003;496065
200072999;700,670;20920;2,98571367405483e+01;0,666;6762054;879519
200073013;122,410;32065;2,61947553304469e+02;0,657;6888377;655703
200073096;502,790;57777;1,14912786650490e+02;0,625;6445053;843579
200073104;391,260;10522;2,68926033839391e+01;0,610;6183114;1193045
200073112;545,540;22938;4,20464127286725e+01;0,667;6737657;490832
200073120;389,120;7434;1,91046463815789e+01;0,612;6191671;1217641
200073138;909,760;6117;6,72375131902919e+00;0,596;6161866;1211412
200073146;511,910;17716;3,46076458752515e+01;0,644;6220877;527552
200073161;213,330;39771;1,86429475460554e+02;0,695;6703729;535847
200073237;507,610;21596;4,25444731191269e+01;0,679;6720873;517396
200073245;318,090;39884;1,25385897073155e+02;0,592;6396465;808845
200073252;234,490;12472;5,31877692012453e+01;0,527;6168841;1226409
200073260;950,850;54862;5,76978492927381e+01;0,655;6605421;383238
200073344;636,150;79020;1,24215986795567e+02;0,673;6835340;614782
200073393;1091,050;16837;1,54319233765639e+01;0,647;6446527;739534
200073401;461,790;11171;2,41906494293943e+01;0,623;6429445;784686
200073419;1331,470;82673;6,20915229032573e+01;0,647;6449585;764560
200073427;351,570;30704;8,73339590977615e+01;0,633;6466575;786108
200077014;418,700;90357;2,15803678051111e+02;0,616;6493164;845000
200083392;694,990;113854;1,63821062173556e+02;0,666;6782792;414963
200084952;516,850;268912;5,20290219599497e+02;0,646;6945859;501092
200085728;425,950;16866;3,95961967367062e+01;0,665;6466851;725722
200085751;411,040;67971;1,65363468275594e+02;0,600;6478544;849184
200089456;514,180;103330;2,00960753043681e+02;0,635;6903299;567996
200090504;564,110;92149;1,63352892166421e+02;0,627;6862823;703986
200090561;509,040;38952;7,65205091937765e+01;0,672;6679215;625900
200090579;992,380;24791;2,49813579475604e+01;0,628;6603005;903061
200090751;185,830;104367;5,61626217510628e+02;0,651;7091547;617516
200093201;675,380;1174273;1,73868488850721e+03;0,623;7059539;702086
240100610;127,450;24747;1,94170262848176e+02;0,620;6531084;860787
240100750;404,200;96535;2,38829787234043e+02;0,473;6578358;931899
240100800;65,530;24062;3,67190599725317e+02;0,665;6528538;852895
240100883;713,160;78506;1,10081889057154e+02;0,629;6535271;882607
240100891;179,630;21898;1,21906140399711e+02;0,534;6562428;914526
240200444;728,670;26363;3,61796149148449e+01;0,669;6975811;759862
240200469;432,470;14496;3,35190880292275e+01;0,687;6955972;750954
240200477;181,430;52415;2,88899300005512e+02;0,655;6920181;723818
240200493;451,290;31173;6,90753174233863e+01;0,681;6980305;718094
240200501;397,360;20282;5,10418763841353e+01;0,681;6919737;738428
240200519;232,610;5649;2,42852843815829e+01;0,656;6907329;727316
240200576;571,400;20863;3,65120756037802e+01;0,677;6933458;764765
240200584;236,880;15713;6,63331644714623e+01;0,613;6876002;723179
240200592;179,450;5504;3,06714962385065e+01;0,667;6927513;752807
240200600;351,260;21171;6,02715936912828e+01;0,662;6975329;779315
240200634;258,400;6951;2,69001547987616e+01;0,682;6957906;778590
240300491;333,980;8476;2,53787651955207e+01;0,663;6570231;749658
240300558;495,800;7472;1,50705929810407e+01;0,681;6614164;679915
240300566;191,180;5544;2,89988492520138e+01;0,715;6596276;669951
240300657;381,380;7487;1,96313388221721e+01;0,676;6592134;654803
240400440;311,570;9916;3,18259139198254e+01;0,535;6327569;924577
240500439;877,230;19546;2,22814997207118e+01;0,635;6432957;982213
240500462;522,030;6623;1,26870103250771e+01;0,573;6416459;978360
240600551;659,960;73935;1,12029516940421e+02;0,550;6320374;1060766
240600585;486,510;177077;3,63974019033524e+02;0,602;6299671;1024874
240600593;215,370;26950;1,25133491201189e+02;0,566;6311771;1049148
240700302;279,540;8872;3,17378550475782e+01;0,552;6380140;792706
240700617;92,750;6111;6,58867924528302e+01;0,557;6384668;801740
240700716;148,160;5947;4,01390388768898e+01;0,623;6451358;826345
240700815;220,640;7768;3,52066715010877e+01;0,598;6389958;820680
240700864;263,270;18914;7,18425950545068e+01;0,557;6366703;827204
240800821;274,610;26654;9,70612869159899e+01;0,639;6997115;826082
240800847;527,270;20072;3,80677831092230e+01;0,650;6948342;853652
240800862;1017,880;21852;2,14681494871694e+01;0,689;6947014;810870
240800920;1198,070;17248;1,43964876843590e+01;0,695;6921736;829946
240900431;223,250;8384;3,75543113101904e+01;0,637;6194536;584736
240900464;330,880;14923;4,51009429400387e+01;0,600;6203974;603983
241000223;323,370;6840;2,11522404675758e+01;0,691;6809223;794522
241000405;352,270;11085;3,14673403923127e+01;0,695;6791463;827253
241000447;318,740;7803;2,44807680240949e+01;0,668;6789863;755376
241000488;440,520;8468;1,92227367656406e+01;0,675;6809629;750918
241100593;933,810;130390;1,39632259239031e+02;0,627;6230840;696173
241200187;207,050;55851;2,69746438058440e+02;0,687;6362546;665338
241200542;310,510;5313;1,71105600463753e+01;0,683;6328306;664080
241200567;516,630;29532;5,71627663898728e+01;0,653;6338952;711252
241200625;162,660;5577;3,42862412393951e+01;0,662;6371051;645887
241200641;415,350;11998;2,88864812808475e+01;0,681;6378922;657366
241200658;265,480;7899;2,97536537592286e+01;0,698;6352968;674711
241200674;187,250;6156;3,28758344459279e+01;0,637;6373718;635285
241200765;493,360;5346;1,08359007621210e+01;0,701;6345018;684485
241200807;262,810;5571;2,11978235226970e+01;0,612;6353401;636128
241200906;654,650;6079;9,28587795004965e+00;0,627;6317037;713773
241200914;443,500;5547;1,25073280721533e+01;0,634;6331264;685709
241300375;320,580;27840;8,68425977915029e+01;0,628;6295487;847230
241300417;1443,290;83669;5,79710245342239e+01;0,548;6290725;834470
241400415;119,280;20677;1,73348423876593e+02;0,732;6919339;487637
241400514;491,840;27858;5,66403708523097e+01;0,659;6873540;466015
241400555;200,270;29880;1,49198581914416e+02;0,727;6914923;431288
241400860;61,070;23771;3,89241853610611e+02;0,769;6915916;452742
241400878;320,160;19119;5,97170164917541e+01;0,684;6910022;493894
241500230;494,370;53247;1,07706778323927e+02;0,741;6428229;657952
241500255;458,580;6765;1,47520607091456e+01;0,693;6464561;676107
241500271;227,970;6689;2,93415800324604e+01;0,719;6460432;651183
241501055;328,610;8390;2,55317853991053e+01;0,714;6473789;660230
241501089;237,020;4908;2,07071133237701e+01;0,710;6427794;671911
241501139;643,820;8512;1,32210866391227e+01;0,728;6447547;655210
241600303;226,690;10019;4,41969209052009e+01;0,653;6524647;463498
241700434;332,230;171811;5,17144749119586e+02;0,667;6569379;386374
241700459;85,460;17336;2,02855136906155e+02;0,728;6576021;360108
241700517;273,110;17279;6,32675478744828e+01;0,642;6531797;404620
241700624;175,400;22092;1,25952109464082e+02;0,659;6545686;367832
241700632;265,330;14401;5,42758074850187e+01;0,635;6508374;411260
241700640;601,070;83171;1,38371570698920e+02;0,728;6510765;392611
241700699;160,840;15436;9,59711514548620e+01;0,659;6528984;385914
241800374;364,610;10774;2,95493815309509e+01;0,659;6662628;673367
241800424;338,520;7507;2,21759423372327e+01;0,658;6642550;670105
241800432;272,100;5146;1,89121646453510e+01;0,669;6636838;690359
241800457;234,580;11527;4,91388865205900e+01;0,666;6652162;639485
241800507;420,130;102679;2,44398162473520e+02;0,649;6660975;652912
241900133;474,320;10170;2,14412211165458e+01;0,708;6474288;624655
241927201;854,800;44544;5,21104351895180e+01;0,701;6467239;605880
241927243;337,820;9808;2,90332129536440e+01;0,694;6484653;587566
242000354;69,270;61691;8,90587555940523e+02;0,605;6200190;1226447
242000495;684,410;8460;1,23610116742888e+01;0,575;6089520;1211609
242000503;382,830;8828;2,30598437948959e+01;0,604;6119317;1194036
242010056;271,640;87726;3,22949491974672e+02;0,614;6116520;1180765
242010130;528,830;11498;2,17423368568349e+01;0,586;6082901;1196087
242020071;361,650;9820;2,71533250380202e+01;0,642;6144928;1209913
242020105;566,150;12334;2,17857458270776e+01;0,586;6176717;1180550
242100154;373,980;13631;3,64484731803840e+01;0,671;6715115;856241
242100410;240,310;253859;1,05638134076817e+03;0,677;6691372;854572
242101434;1818,990;19790;1,08796639893567e+01;0,660;6746186;823455
242101442;268,850;5301;1,97173144876325e+01;0,651;6694232;790150
242101459;316,030;7496;2,37192671581812e+01;0,672;6713178;817193
242101491;431,600;10583;2,45203892493049e+01;0,652;6726695;800843
242101509;381,750;20532;5,37838899803536e+01;0,669;6664569;866939
242200715;705,210;18327;2,59880035734037e+01;0,683;6816311;236733
242300135;274,170;10654;3,88591020169968e+01;0,705;6576620;585402
242320000;389,330;6924;1,77843988390312e+01;0,686;6558256;594233
