codgeo;superficie;SEXE-AGE3_B_POP_ENS_ENS;densite;taux_cumu_1_inj;latitude;longitude
242320109;341,330;7014;2,05490287991094e+01;0,718;6582534;598761
242400752;513,660;14154;2,75551921504497e+01;0,682;6485580;537188
242400935;243,720;6665;2,73469555227310e+01;0,642;6457542;474665
242401024;546,050;13680;2,50526508561487e+01;0,713;6473217;549630
242500320;198,850;7833;3,93915011315062e+01;0,541;6661604;958585
242500338;154,730;27449;1,77399340787178e+02;0,572;6650310;954055
242500361;519,960;194382;3,73840295407339e+02;0,651;6687158;926510
242504116;162,680;20756;1,27587902630932e+02;0,545;6667898;973149
242504181;645,050;26166;4,05642973412914e+01;0,588;6681303;958854
242504355;149,530;6688;4,47268106734435e+01;0,511;6679589;979634
242504371;230,490;5515;2,39272853486051e+01;0,610;6695198;971325
242504447;349,860;15991;4,57068541702395e+01;0,653;6699443;948300
242504488;205,380;6390;3,11130587204207e+01;0,567;6655130;939244
242504496;178,930;6040;3,37562175152294e+01;0,561;6645453;942148
242600252;593,710;30313;5,10569133078439e+01;0,584;6405084;859945
242600492;371,710;9461;2,54526378090447e+01;0,575;6385103;865002
242600534;1164,600;11688;1,00360638845956e+01;0,504;6396221;891393
242700276;260,150;18595;7,14779934653085e+01;0,665;6877667;549555
242700607;306,000;22495;7,35130718954248e+01;0,673;6896758;551601
242852465;341,410;12367;3,62233092176562e+01;0,703;6790058;582455
242900074;320,950;48396;1,50789842654619e+02;0,733;6844578;131265
242900314;218,190;210047;9,62679316192309e+02;0,691;6838431;147497
242900553;272,880;41207;1,51007768982703e+02;0,720;6852759;147464
242900561;409,530;14890;3,63587527165287e+01;0,660;6807456;194604
242900629;178,090;15333;8,60969172890112e+01;0,727;6798245;138698
242900645;106,500;18245;1,71314553990610e+02;0,723;6799855;156059
242900660;130,010;28102;2,16152603645873e+02;0,741;6779981;174235
242900694;607,510;55831;9,19013678787180e+01;0,660;6776115;208876
242900702;167,420;37372;2,23223031895831e+02;0,721;6774704;158541
242900710;211,850;18210;8,59570450790654e+01;0,673;6788151;153824
242900744;258,070;15394;5,96504824272484e+01;0,688;6816249;212339
242900751;406,660;33053;8,12792012983819e+01;0,695;6847271;178026
242900769;372,280;50575;1,35852046846460e+02;0,702;6780382;189259
242900793;203,290;27444;1,34999262137833e+02;0,731;6857505;159545
242900801;375,150;48743;1,29929361588698e+02;0,709;6837622;166023
242900835;653,200;64438;9,86497244335579e+01;0,725;6852766;200530
243000270;370,080;10014;2,70590142671855e+01;0,558;6318766;744783
243000296;194,730;23669;1,21547784111334e+02;0,600;6303974;789336
243000569;81,430;27069;3,32420483851160e+02;0,615;6294858;797893
243000585;205,400;31027;1,51056475170399e+02;0,561;6299991;825962
243000593;204,850;26997;1,31789113985843e+02;0,589;6287901;803034
243000643;792,600;257987;3,25494574817058e+02;0,589;6308883;805881
243000650;205,390;20414;9,93914017235503e+01;0,675;6272285;797677
243000684;255,880;25834;1,00961388150696e+02;0,602;6317053;826863
243100518;461,370;783353;1,69788456119817e+03;0,629;6284096;573128
243100567;353,900;21523;6,08166148629556e+01;0,635;6263988;616535
243100633;250,230;79426;3,17411980977501e+02;0,688;6266628;580813
243100732;210,030;21474;1,02242536780460e+02;0,677;6290200;586221
243100773;147,280;17638;1,19758283541553e+02;0,609;6304419;583226
243100781;100,000;40998;4,09980000000000e+02;0,637;6280918;555208
243100815;48,240;20286;4,20522388059701e+02;0,689;6290183;578397
243200391;686,830;19185;2,79326762080864e+01;0,680;6314962;510162
243200409;317,910;8568;2,69510238746815e+01;0,687;6301973;453426
243200417;499,670;14550;2,91192186843317e+01;0,696;6317116;487905
243200425;290,250;7698;2,65219638242894e+01;0,690;6274925;483101
243200458;536,400;13250;2,47017151379568e+01;0,701;6311302;461131
243200508;299,900;7116;2,37279093031010e+01;0,688;6275956;467541
243200599;327,940;9583;2,92218088674758e+01;0,635;6265890;531720
243200607;378,850;7019;1,85271215520655e+01;0,695;6293674;481071
243300316;576,420;801041;1,38968287012942e+03;0,650;6426186;416309
243300563;322,600;67563;2,09432734035958e+02;0,724;6398032;373969
243300811;253,030;15778;6,23562423428052e+01;0,593;6466280;417320
243301165;232,280;31474;1,35500258308937e+02;0,718;6414453;404360
243301181;212,530;20496;9,64381499082482e+01;0,554;6452150;431712
243301215;123,870;17446;1,40841204488577e+02;0,655;6413500;435934
243301223;156,250;35610;2,27904000000000e+02;0,593;6444413;425806
243301249;82,890;27520;3,32006273374352e+02;0,655;6427657;429627
243301264;330,840;44283;1,33850199492202e+02;0,661;6405040;421036
243301355;68,270;20074;2,94038377032371e+02;0,676;6420346;430055
243301371;222,670;16654;7,47922935285400e+01;0,610;6414214;476576
243301389;638,800;21512;3,36756418284283e+01;0,614;6438162;392820
243301397;133,370;17099;1,28207243008173e+02;0,644;6435630;437149
243301405;546,740;20363;3,72443940447013e+01;0,642;6389023;398010
243301439;87,380;21347;2,44300755321584e+02;0,685;6411828;427747
243301447;184,420;28899;1,56702093048476e+02;0,641;6443864;410862
243301454;228,690;19072;8,33967379421925e+01;0,636;6418022;457480
243301504;599,370;68432;1,14173215209303e+02;0,693;6411126;383784
243400017;439,280;481276;1,09560189400838e+03;0,600;6282438;771389
243400355;237,150;27932;1,17781994518237e+02;0,574;6278712;732183
243400470;152,990;44542;2,91143211974639e+02;0,681;6279905;783024
243400488;172,440;28235;1,63738111807005e+02;0,636;6247072;711298
243400520;149,930;50496;3,36797172013606e+02;0,594;6291553;787642
243400694;482,210;39499;8,19124447854669e+01;0,585;6282384;744155
243400736;241,980;13160;5,43846598892470e+01;0,593;6315974;758567
243400769;305,530;125648;4,11246031486270e+02;0,585;6252957;722459
243400819;388,590;79636;2,04935793509869e+02;0,611;6259469;735628
243500139;710,890;451762;6,35487909521867e+02;0,654;6790367;348575
243500550;196,370;25830;1,31537403880430e+02;0,672;6794152;330517
243500618;298,170;18588;6,23402756816581e+01;0,630;6782105;326666
243500634;373,940;26460;7,07600149756645e+01;0,656;6765502;372095
243500659;109,600;26507;2,41852189781022e+02;0,680;6784345;366647
243500667;299,810;36885;1,23027917681198e+02;0,651;6807602;353735
243500725;114,600;31274;2,72897033158813e+02;0,727;6844812;325246
243500733;417,160;35366;8,47780228209800e+01;0,636;6819122;343322
243500741;995,300;66478;6,67919220335577e+01;0,608;6743938;323076
243500774;253,960;26236;1,03307607497244e+02;0,657;6801976;369377
243500782;244,550;83853;3,42886935187078e+02;0,707;6843270;339119
243600202;249,400;6223;2,49518845228549e+01;0,685;6678362;602449
243600236;314,030;19822;6,31213578320543e+01;0,692;6653673;626785
243600293;302,790;6345;2,09551174081046e+01;0,688;6655195;595237
243600301;489,480;13590;2,77641578818338e+01;0,702;6641063;583022
243600319;841,420;17918;2,12949537686292e+01;0,681;6616759;560863
243600327;542,570;72983;1,34513518992941e+02;0,651;6632649;604604
243600343;477,270;4715;9,87910407107088e+00;0,687;6637898;561323
243600350;646,770;16365;2,53026578227191e+01;0,687;6608097;627137
243700499;352,540;16665;4,72712316332898e+01;0,667;6722598;541150
243700754;389,310;294220;7,55747347871876e+02;0,680;6701711;521624
243700820;328,830;21456;6,52495210291032e+01;0,676;6691773;549927
243800604;248,770;107395;4,31703983599309e+02;0,581;6500665;875303
243800745;834,130;10662;1,27821802356947e+01;0,668;6446165;941650
243800935;62,010;28608;4,61344944363812e+02;0,583;6520431;866747
243800984;373,890;93573;2,50268795635080e+02;0,662;6480968;902286
243801024;255,260;11839;4,63801614040586e+01;0,677;6450041;902196
243801073;155,330;22261;1,43314234211035e+02;0,657;6481985;889300
243801255;136,990;24695;1,80268632746916e+02;0,653;6501200;861840
243900354;98,900;7115;7,19413549039434e+01;0,504;6601974;934257
243900420;273,770;9084;3,31811374511451e+01;0,643;6659995;904680
243900479;148,020;9276;6,26672071341711e+01;0,521;6607029;930749
243900560;259,370;11659;4,49512279754790e+01;0,634;6680074;902055
243900610;129,280;5385;4,16537747524753e+01;0,578;6612581;924786
243901089;210,770;9181;4,35593300754377e+01;0,662;6652677;883740
244000543;361,180;12390;3,43042250401462e+01;0,721;6351184;366511
244000659;152,090;27605;1,81504372411072e+02;0,691;6281582;347878
244000675;345,120;55332;1,60326842837274e+02;0,702;6298276;372578
244000691;416,510;9379;2,25180667931142e+01;0,701;6330962;388913
244000766;599,690;17688;2,94952392069236e+01;0,701;6313172;394056
244000774;215,240;6277;2,91627950195131e+01;0,695;6315151;436524
244000808;481,650;53516;1,11109726980172e+02;0,696;6319058;419474
244000824;165,520;7659;4,62723537941034e+01;0,721;6305332;429277
244000857;611,400;11946;1,95387634936212e+01;0,708;6325933;362069
244000865;612,680;66974;1,09313181432395e+02;0,681;6296665;351545
244000873;740,210;29709;4,01359073776361e+01;0,692;6369512;372983
244000881;188,310;7610;4,04120864531889e+01;0,726;6285664;399080
244100293;295,870;6042;2,04211309020854e+01;0,706;6768327;545061
244100780;578,510;8680;1,50040621596861e+01;0,720;6715929;608440
244100798;440,210;20692;4,70048385997592e+01;0,703;6723299;590316
244100806;498,120;10681;2,14426242672448e+01;0,714;6700987;628518
244200614;170,670;5946;3,48391632975918e+01;0,674;6530070;777388
244200622;307,330;15237;4,95786288354537e+01;0,646;6471163;817162
244200630;251,070;13916;5,54267734098060e+01;0,641;6539180;793036
244200770;723,630;404607;5,59135193399942e+02;0,605;6488312;811947
244200820;258,290;5209;2,01672538619381e+01;0,668;6534663;765011
244200895;144,800;16792;1,15966850828729e+02;0,630;6479871;832879
244300307;212,300;8112;3,82100800753650e+01;0,639;6456577;807284
244301016;283,260;18043;6,36976629245216e+01;0,620;6452946;788069
244301099;152,770;9338;6,11245663415592e+01;0,647;6476079;729706
244301107;201,310;8106;4,02662560230490e+01;0,626;6444938;800666
244301123;370,700;5196;1,40167251146480e+01;0,631;6418453;764794
244301131;115,570;20506;1,77433590032015e+02;0,639;6470876;799581
244400404;533,970;656275;1,22904844841470e+03;0,649;6689632;352253
244400438;300,530;39540;1,31567563970319e+02;0,655;6672547;352487
244400453;214,310;16319;7,61467033736177e+01;0,614;6718725;340013
244400503;509,550;63280;1,24188009027573e+02;0,651;6708284;354266
244400537;275,650;15967;5,79249047705424e+01;0,604;6726286;354315
244400552;851,530;67534;7,93090084905993e+01;0,623;6713490;382441
244400586;223,060;30177;1,35286470008070e+02;0,667;6695284;318722
244400610;396,190;74669;1,88467654408238e+02;0,722;6711902;291262
244400644;333,940;125883;3,76962927472001e+02;0,649;6705817;307504
244500203;232,050;62240;2,68218056453351e+02;0,612;6765074;678303
244500211;362,690;24472;6,74736000441148e+01;0,655;6735646;671791
244500419;286,660;17282;6,02874485453150e+01;0,639;6777268;680165
244500427;551,620;42425;7,69098292302672e+01;0,681;6754706;640336
244500468;335,540;287019;8,55394289801514e+02;0,636;6756590;620314
244500484;209,270;17014;8,13016677020118e+01;0,691;6771200;628821
244500542;249,270;6890;2,76407108757572e+01;0,639;6787890;629388
244600433;369,090;14520;3,93399983743802e+01;0,649;6377306;554149
244600482;308,150;10085;3,27275677429823e+01;0,675;6401962;574990
244600532;444,810;8414;1,89159416380027e+01;0,615;6365142;592287
244600573;336,530;3912;1,16245208450955e+01;0,637;6391731;588644
244700449;227,330;5731;2,52100470681388e+01;0,642;6402401;480200
244700464;243,980;10412;4,26756291499303e+01;0,621;6392370;491656
244701355;698,650;12415;1,77699849710155e+01;0,671;6360998;467641
244701405;256,530;7318;2,85268779479983e+01;0,590;6377503;498702
244800405;213,390;15511;7,26885046159614e+01;0,653;6381062;740520
244800470;263,350;9653;3,66546421112588e+01;0,660;6385413;722940
244900015;640,130;299476;4,67836220767657e+02;0,678;6716092;431625
244900809;654,860;34506;5,26921784808967e+01;0,666;6737591;398295
244900882;738,160;35237;4,77362631407825e+01;0,663;6713544;465526
245100615;182,720;14696;8,04290718038529e+01;0,722;6887969;775988
245100888;290,720;7569;2,60353604843148e+01;0,628;6861686;744951
245100979;318,380;5885;1,84842012689239e+01;0,662;6846310;768984
245200597;694,700;7529;1,08377717000144e+01;0,685;6773311;843893
245300223;425,500;13880;3,26204465334900e+01;0,661;6765839;438041
245300355;485,080;20880;4,30444462769028e+01;0,656;6802511;409147
245300389;529,700;18792;3,54766849159902e+01;0,682;6820408;416639
245300447;338,190;30256;8,94645022029037e+01;0,705;6754646;424745
245400171;190,630;28560;1,49819021140429e+02;0,728;6836930;928365
245400189;138,260;29058;2,10169246347461e+02;0,704;6838473;943474
245400262;174,080;62095;3,56703814338235e+02;0,587;6936260;901488
245400510;375,180;11392;3,03640919025534e+01;0,674;6825626;915214
245400601;156,000;40353;2,58673076923077e+02;0,693;6857397;930487
245400676;142,850;257431;1,80210710535527e+03;0,668;6846801;935642
245400759;248,910;5926;2,38078020167932e+01;0,693;6847516;958495
245500327;247,830;8555;3,45196303918008e+01;0,647;6872197;884046
245501176;258,100;4797;1,85858194498256e+01;0,638;6890553;893944
245501184;184,150;7206;3,91311430898724e+01;0,725;6861260;845854
245501242;240,870;7625;3,16560800431768e+01;0,608;6902589;889195
245501259;244,570;7036;2,87688596311894e+01;0,550;6937178;872486
245600440;116,220;18022;1,55067974531062e+02;0,688;6755219;234038
245600465;86,880;5443;6,26496316758748e+01;0,653;6710367;234046
245614383;328,210;23677;7,21397885500137e+01;0,650;6745888;293849
245614417;770,220;24577;3,19090649424840e+01;0,648;6793070;223720
245614433;721,030;46307;6,42234026323454e+01;0,680;6792735;259761
245700133;260,490;24358;9,35083880379285e+01;0,685;6888871;959484
245700372;139,420;77140;5,53292210586716e+02;0,588;6902550;985955
245700398;74,180;31709;4,27460231868428e+02;0,598;6896748;979373
245700695;188,070;25985;1,38166640080821e+02;0,654;6933159;931971
245700950;184,520;17490;9,47864730110557e+01;0,699;6858686;1009756
245701164;47,630;17959;3,77052277976066e+02;0,631;6904380;964725
245701206;985,060;28853;2,92906015877205e+01;0,691;6868601;965009
245701222;86,500;70402;8,13895953757225e+02;0,563;6918132;923327
245701271;99,610;53941;5,41521935548640e+02;0,626;6908580;923331
245701354;224,370;34689;1,54606230779516e+02;0,648;6918645;940133
245701362;156,770;80039;5,10550487976016e+02;0,622;6923359;925462
245701404;73,010;28875;3,95493767976989e+02;0,595;6932243;913558
245801063;182,040;7186;3,94748406943529e+01;0,697;6646011;714540
245804406;247,440;65707;2,65547203362431e+02;0,671;6656559;709184
245804497;292,660;5437;1,85778719333014e+01;0,657;6630940;714506
245900428;296,260;195917;6,61300884358334e+02;0,659;7101616;652654
245900758;127,900;39349;3,07654417513683e+02;0,699;7060042;680012
245901038;117,650;14807;1,25856353591160e+02;0,682;7013781;736170
245901152;138,780;71066;5,12076668107797e+02;0,639;7030058;717945
245901160;263,770;192787;7,30890548583994e+02;0,627;7030578;739467
246000129;48,660;23745;4,87977805178792e+02;0,594;6914272;661391
246000376;157,190;37491;2,38507538647497e+02;0,652;6920643;658999
246000566;441,340;30161;6,83396021208139e+01;0,650;6935481;663569
246000582;203,530;38511;1,89215349088586e+02;0,591;6906210;632987
246000707;303,660;20380;6,71145359942040e+01;0,652;6906795;618161
246000749;211,570;16255;7,68303634730822e+01;0,672;6923485;702464
246000756;268,240;32668;1,21786459886669e+02;0,602;6945575;701978
246000764;150,040;44964;2,99680085310584e+02;0,697;6895980;663696
246000772;114,350;22878;2,00069960647136e+02;0,644;6933321;692845
246000848;627,630;32705;5,21087264789765e+01;0,660;6946394;619482
246000855;353,970;22074;6,23612170522926e+01;0,643;6941139;685090
246000871;618,260;55673;9,00478762979976e+01;0,622;6898090;693159
246000897;166,850;17966;1,07677554689841e+02;0,667;6921958;674950
246000913;247,000;18302;7,40971659919028e+01;0,654;6924715;616680
246000921;139,740;34240;2,45026477744382e+02;0,630;6912839;670251
246100390;255,840;5684;2,22170106316448e+01;0,688;6856220;458574
246100663;430,130;55924;1,30016506637528e+02;0,684;6821551;481423
246200299;112,590;126509;1,12362554400924e+03;0,623;7037217;698044
246200364;240,530;241703;1,00487673055336e+03;0,640;7037272;685560
246200380;185,510;22197;1,19653927012021e+02;0,712;7082155;607994
246200729;206,610;112836;5,46130390590968e+02;0,712;7067533;604219
246200844;221,080;27630;1,24977383752488e+02;0,675;7089519;635065
246201016;272,320;24170;8,87558754406580e+01;0,692;7068619;634226
246300701;302,160;294127;9,73414747153826e+02;0,691;6519836;708322
246300966;597,620;9646;1,61406914092567e+01;0,693;6489733;690810
246301097;229,810;19089;8,30642704843131e+01;0,666;6527074;730279
246400337;620,400;9675;1,55947775628627e+01;0,673;6224181;423053
246401756;327,110;28715;8,77839258964874e+01;0,663;6236075;435564
246500482;391,410;16640;4,25129659436397e+01;0,667;6223898;468414
246500573;690,060;6918;1,00252151986784e+01;0,661;6198613;483955
246600282;41,670;23575;5,65754739620830e+02;0,661;6169581;697527
246600373;184,550;20468;1,10907613112978e+02;0,629;6154615;682954
246600399;442,640;8635;1,95079522862823e+01;0,613;6152344;614865
246600415;235,690;18398;7,80601637744495e+01;0,602;6173182;669800
246600423;371,560;6412;1,72569706103994e+01;0,595;6185564;658549
246600449;233,650;21708;9,29081960196876e+01;0,618;6165252;681081
246600464;356,430;5974;1,67606542659148e+01;0,639;6162214;627110
246600548;441,120;9677;2,19373413130214e+01;0,642;6149626;665208
246700306;303,830;20883;6,87325148931969e+01;0,691;6823879;1010987
246700488;339,840;500510;1,47278130885122e+03;0,619;6841617;1045629
246700744;135,420;18028;1,33126569192143e+02;0,715;6829139;1025978
246700777;116,680;10789;9,24665752485430e+01;0,689;6812689;1017978
246700843;80,720;17393;2,15473240832507e+02;0,726;6858706;1052546
246700926;130,790;15888;1,21477177154217e+02;0,682;6888336;1060659
246700959;119,370;16064;1,34573175839826e+02;0,723;6861620;1035444
246700967;170,330;36854;2,16368226384078e+02;0,686;6806203;1029467
246701064;161,510;40422;2,50275524735311e+02;0,700;6836930;1029720
246701080;67,950;18452;2,71552612214864e+02;0,714;6827756;1034321
246701098;184,150;23387;1,26999728482216e+02;0,695;6879563;1038898
246800205;167,300;12336;7,37358039450090e+01;0,621;6762236;998668
246800395;103,300;9458;9,15585672797677e+01;0,625;6804562;1013664
246800445;137,060;15767;1,15037209981030e+02;0,624;6768416;1026855
246800494;115,560;13121;1,13542748355832e+02;0,694;6775246;1018793
246800551;180,420;16377;9,07715330894579e+01;0,668;6790373;1012153
246800569;189,890;38067;2,00468692400864e+02;0,629;6765429;1013039
246800577;166,510;18286;1,09819230076272e+02;0,692;6796819;1021653
246800585;195,620;16237;8,30027604539413e+01;0,639;6778032;1006887
246800676;160,620;16083;1,00130743369443e+02;0,642;6749169;1000120
246800726;244,260;113621;4,65164169327766e+02;0,635;6784748;1024681
246900575;141,980;41259;2,90597267220735e+02;0,684;6514522;858898
246900625;184,190;38057;2,06618166024214e+02;0,657;6525194;824180
246900724;106,680;30231;2,83380202474691e+02;0,645;6515645;829143
246900740;144,460;28915;2,00159213623148e+02;0,662;6505069;829378
246900757;48,930;31267;6,39014919272430e+02;0,666;6508301;836998
246900765;76,390;26182;3,42741196491687e+02;0,661;6503916;845500
247000011;145,380;32203;2,21509148438575e+02;0,674;6730258;936061
247000367;284,860;7631;2,67885979077442e+01;0,680;6727549;923919
247000623;552,630;9527;1,72393825887122e+01;0,661;6725580;903712
247000664;204,260;19616;9,60344658768237e+01;0,641;6735101;964560
247000698;241,600;6148;2,54470198675497e+01;0,649;6709813;914217
247000706;292,970;12818;4,37519199918080e+01;0,639;6706181;928483
247000714;206,450;7856;3,80527972874788e+01;0,657;6723025;960964
247000722;153,120;21051;1,37480407523511e+02;0,644;6727706;978709
247000755;153,780;14950;9,72168032253869e+01;0,668;6751190;955459
247000821;153,060;11856;7,74598196785574e+01;0,629;6739060;977849
247000854;349,110;8472;2,42674228753115e+01;0,656;6752961;968856
247100290;742,070;93072;1,25422129987737e+02;0,674;6626332;808729
247100589;554,260;113869;2,05443293761051e+02;0,669;6637285;835927
247100639;224,360;6140;2,73667320377964e+01;0,684;6576784;777683
247100647;243,400;6539;2,68652423993426e+01;0,663;6643968;872723
247103765;258,540;11224;4,34130115262629e+01;0,697;6613864;837588
247103864;197,110;5164;2,61985693267719e+01;0,663;6575196;787692
247104094;316,760;11480;3,62419497411289e+01;0,681;6621753;826097
247200090;367,460;28611;7,78615359494911e+01;0,647;6752300;454363
247200132;268,050;205811;7,67808244730461e+02;0,670;6771064;489289
247200348;342,800;27002;7,87689614935823e+01;0,655;6742711;471236
247200421;177,880;17508;9,84259051045649e+01;0,715;6762101;502223
247200447;149,410;19509;1,30573589451844e+02;0,703;6754098;494442
247200629;286,190;30433;1,06338446486600e+02;0,711;6759194;479479
247200686;455,060;28659;6,29785083285721e+01;0,697;6785061;524207
247300015;79,520;7233;9,09582494969819e+01;0,609;6495722;971118
247300254;610,710;15576;2,55047403841430e+01;0,610;6505820;1001388
247300262;126,320;7226;5,72039265357821e+01;0,643;6512677;915772
247300361;274,520;7408;2,69852834037593e+01;0,633;6478591;957041
247300452;326,180;5426;1,66349868170949e+01;0,654;6461223;973363
247300528;70,990;12251;1,72573601915763e+02;0,627;6499754;910792
247300668;86,040;5977;6,94676894467689e+01;0,648;6500333;916353
247300676;165,140;6856;4,15162892091559e+01;0,612;6494868;957291
247300817;271,510;9655;3,55603845162241e+01;0,621;6501995;989226
247400047;79,070;8012;1,01327937270773e+02;0,548;6575154;964125
247400112;116,730;15921;1,36391673091750e+02;0,540;6553851;940490
247400567;67,570;15490;2,29243747225100e+02;0,599;6544681;934365
247400583;98,970;19917;2,01242800848742e+02;0,530;6564102;951158
247400617;348,380;18548;5,32407141626959e+01;0,625;6537268;960304
247400666;134,600;19416;1,44249628528975e+02;0,556;6566643;963854
247400682;308,930;12803;4,14430453500793e+01;0,628;6578395;979114
247400690;150,750;47231;3,13306799336650e+02;0,476;6561140;934815
247400724;93,730;28038;2,99135815640670e+02;0,571;6556965;955968
247400740;161,420;31499;1,95136909924421e+02;0,567;6536603;928715
247400773;152,520;15166;9,94361395226855e+01;0,640;6522681;953338
247600505;146,040;15059;1,03115584771296e+02;0,696;6953576;512652
247600588;215,350;36979;1,71715811469700e+02;0,716;6993610;589740
247600604;195,330;5255;2,69031894742231e+01;0,714;6972290;586201
247600620;163,360;26418;1,61716454456415e+02;0,712;6948468;537829
247600646;88,790;25183;2,83624282013740e+02;0,680;6943879;550641
247600729;330,820;23598;7,13318420893537e+01;0,727;6979016;577653
247600786;130,660;46223;3,53765498239706e+02;0,729;6978245;562098
247700032;219,700;38818;1,76686390532544e+02;0,669;6802434;687143
247700057;154,300;131924;8,54983797796500e+02;0,560;6827400;673352
247700065;235,040;17546;7,46511232130701e+01;0,594;6882100;701921
247700107;273,020;43461;1,59186140209508e+02;0,537;6806315;699153
247700339;69,340;50922;7,34381309489472e+02;0,646;6862383;686024
247700594;105,730;106750;1,00964721460323e+03;0,632;6862832;679563
247700644;49,550;27752;5,60080726538850e+02;0,626;6844970;671277
247700701;293,680;27809;9,46915009534187e+01;0,598;6830767;699088
247800550;292,940;29583;1,00986550146788e+02;0,684;6860002;599405
247800584;120,980;267033;2,20724913208795e+03;0,674;6856174;634874
247800618;229,920;49962;2,17301670146138e+02;0,691;6858050;613261
247900798;464,510;35665;7,67798325116790e+01;0,665;6656861;456820
248000499;247,470;26646;1,07673657413020e+02;0,734;6980438;666073
248000531;352,710;180905;5,12900116242806e+02;0,676;6975040;647887
248000747;462,770;28302;6,11578105754478e+01;0,723;6993283;673346
248100158;373,720;22863;6,11768168682436e+01;0,647;6272704;622509
248100430;408,360;78101;1,91255264962288e+02;0,656;6270818;646119
248100497;259,170;5564;2,14685341667631e+01;0,641;6322292;650586
248100737;211,640;82218;3,88480438480439e+02;0,663;6313101;631782
248100745;159,320;5052;3,17097665076575e+01;0,658;6265865;661908
248200016;343,670;18750;5,45581517153083e+01;0,627;6335860;531369
248200057;393,320;20279;5,15585274077087e+01;0,590;6344825;582778
248200065;380,090;10021;2,63648083348681e+01;0,676;6314016;534458
248200099;282,650;78048;2,76129488767026e+02;0,596;6324122;565940
248200107;464,020;7683;1,65574759708633e+01;0,591;6347196;605610
248300394;358,670;61283;1,70861794964731e+02;0,624;6238466;926364
248300410;83,840;31456;3,75190839694656e+02;0,583;6237916;945967
248300493;922,170;107253;1,16305019681837e+02;0,533;6281031;979670
248300543;372,230;438985;1,17933804368267e+03;0,576;6229364;942299
248300550;451,020;43518;9,64879606225888e+01;0,523;6255583;964274
248400053;511,840;69812;1,36394185683026e+02;0,543;6335989;867871
248400160;143,980;19568;1,35907764967357e+02;0,570;6346196;848817
248400236;188,610;44804;2,37548380255554e+02;0,542;6335713;847019
248400251;302,890;192785;6,36485192644194e+02;0,549;6320608;848163
248400285;362,880;25106;6,91854056437390e+01;0,575;6298539;904702
248400293;155,670;49756;3,19624847433674e+02;0,551;6326892;856426
248400319;121,840;33564;2,75476034143139e+02;0,591;6315980;864445
248400335;275,820;16684;6,04887245304909e+01;0,589;6350763;867649
248500191;49,210;9305;1,89087583824426e+02;0,772;6665663;302628
248500258;184,680;19280;1,04396794455274e+02;0,721;6648684;317068
248500340;319,420;22705;7,10819610544111e+01;0,636;6632269;388923
248500415;318,010;15604;4,90676393824094e+01;0,648;6622086;412973
248500464;320,790;23197;7,23121044920353e+01;0,659;6635685;406452
248500530;226,660;18959;8,36451072090356e+01;0,653;6624868;345350
248500563;284,580;16191;5,68943706514864e+01;0,656;6596007;415270
248500589;501,500;97028;1,93475573280160e+02;0,653;6626647;364527
248500621;250,380;29869;1,19294672098410e+02;0,660;6647005;393312
248500662;198,800;27696;1,39315895372233e+02;0,678;6658520;396834
248600413;1135,690;84098;7,40501369211669e+01;0,642;6639825;513281
248600447;852,380;24434;2,86656186208029e+01;0,646;6657248;478926
248700189;337,890;12046;3,56506555387848e+01;0,735;6493909;561614
248719262;200,080;5166;2,58196721311475e+01;0,710;6561386;565781
248719288;157,100;16175;1,02959898154042e+02;0,692;6521545;555123
248719312;523,360;207385;3,96256878630388e+02;0,683;6529004;565134
248719338;232,490;5374;2,31149726869973e+01;0,712;6510391;591201
248719353;372,080;5632;1,51365297785422e+01;0,680;6517940;602369
248719361;323,480;11866;3,66823296648943e+01;0,701;6527097;583514
248900334;375,230;59228;1,57844522026490e+02;0,608;6785010;723689
248900383;64,480;15054;2,33467741935484e+02;0,620;6760480;737722
248900524;265,920;10386;3,90568592057762e+01;0,673;6750722;725056
248900664;402,770;8610;2,13769645206942e+01;0,624;6788602;740105
248900748;403,400;17470;4,33068914229053e+01;0,605;6785058;708551
248900896;371,160;24468;6,59230520530230e+01;0,614;6801091;716747
248900938;353,570;21038;5,95016545521396e+01;0,617;6765945;724598
249000241;173,030;23579;1,36271166849679e+02;0,601;6722152;1001511
249100074;119,380;26739;2,23982241581504e+02;0,698;6837358;634278
249100157;188,790;18553;9,82732136236030e+01;0,675;6812938;656763
249100546;194,050;60076;3,09590311775316e+02;0,644;6824417;654520
249100553;120,730;27504;2,27814130704879e+02;0,661;6823975;642024
249100595;144,140;26202;1,81781601221035e+02;0,656;6825286;629921
249500109;86,980;210633;2,42162566107151e+03;0,544;6882006;630214
249500430;120,260;19285;1,60360884749709e+02;0,689;6891614;636374
249500455;75,410;38783;5,14295186314812e+02;0,651;6887275;644398
249500489;48,990;38986;7,95795060216371e+02;0,560;6894275;647473
249500513;201,570;16699;8,28446693456368e+01;0,649;6892199;607356
93053;504,000;44223;8,77440476190476e+01;0,511;NA;NA
91432;480,000;13453;2,80270833333333e+01;0,614;NA;NA
93079;230,000;13557;5,89434782608696e+01;0,447;NA;NA
94071;1041,000;26974;2,59116234390010e+01;0,652;NA;NA
91687;613,000;30706;5,00913539967374e+01;0,531;NA;NA
94075;563,000;11119;1,97495559502664e+01;0,612;NA;NA
92002;955,000;62858;6,58198952879581e+01;0,681;NA;NA
