codgeo,0014_amg_POP,1529_amg_POP,3044_amg_POP,4559_amg_POP,6074_amg_POP,7589_amg_POP,90+_amg_POP,Men,0019_amg_POP,2064_amg_POP,65+_amg_POP,15+_Farmers_amg_POP,15+_CraftsBusinessShopkeeper_amg_POP,15+_ManagersHigherIntellectProf_amg_POP,15+_IntermediateProf_amg_POP,15+_WhiteCollar_amg_POP,15+_BlueCollar_amg_POP,15+_Retired_amg_POP,15+_OtherNoActivity_amg_POP,0014_men_amg_mPOP,1529_men_amg_mPOP,3044_men_amg_mPOP,4559_men_amg_mPOP,6074_men_amg_mPOP,7589_men_amg_mPOP,90+_men_amg_mPOP,0019_men_amg_mPOP,2064_men_amg_mPOP,65+_men_amg_mPOP,15+_men_Farmers_amg_mPOP,15+_men_CraftsBusinessShopkeeper_amg_mPOP,15+_men_ManagersHigherIntellectProf_amg_mPOP,15+_men_IntermediateProf_amg_mPOP,15+_men_WhiteCollar_amg_mPOP,15+_men_BlueCollar_amg_mPOP,15+_men_Retired_amg_mPOP,15+_men_OtherNoActivity_amg_POP,0014_women_amg_wPOP,1529_women_amg_wPOP,3044_women_amg_wPOP,4559_women_amg_wPOP,6074_women_amg_wPOP,7589_women_amg_wPOP,90+_women_amg_wPOP,0019_women_amg_wPOP,2064_women_amg_wPOP,65+_women_amg_wPOP,15+_women_Farmers_amg_wPOP,15+_women_CraftsBusinessShopkeeper_amg_wPOP,15+_women_ManagersHigherIntellectProf_amh_wPOP,15+_women_IntermediateProf_amg_wPOP,15+_women_WhiteCollar_amg_wPOP,15+_women_BlueCollar_amg_wPOP,15+_women_Retired_amg_wPOP,15+_women_OtherNoActivity_amg_wPOP,taux_cumu_1_inj
75119,16.479384229676626,16.479384229676626,21.681835000242568,19.018997459477234,14.112853474419584,5.788218197646527,0.7853908583225973,47.63405429215203,22.41906309854296,62.39584712338219,15.185089778074852,0.016770048342817076,2.9897522404996946,21.916736306613114,15.357647957129764,16.166402405041737,6.522762879341617,17.99373783423752,19.036190329439258,17.017924704107198,22.332592681256877,22.285644960371798,19.1264775734161,13.865335900910821,4.903138976982529,0.46888520295468095,23.125666805125014,63.10791193608437,13.766421258790619,0.022226897713494138,4.42392481868787,24.941231796903583,14.398685696597498,12.249504138856674,10.395493002052616,16.65333309476586,16.915600554422415,15.989507347844569,21.95205548604654,21.132586513766228,18.921229462215074,14.338004865756169,6.593319892652219,1.073296431719195,21.776309513796356,61.748125908968916,16.475564577234728,0.011857357986912717,1.6985958762745723,19.193844612649666,16.22098215035647,19.692706142515924,3.0362228206956448,19.20047692291313,20.94531411538103,0.663
75120,14.931191181492842,14.931191181492842,22.910000470858897,20.07657150613497,14.752454416666666,5.717989764314928,0.8579845030674846,47.34593706441718,20.265266992842538,64.13911130930471,15.595621697852762,0.012039163619477426,2.912135654603505,23.797060702244686,16.365260543660046,15.234394624197659,6.188746276417132,18.38816225736027,17.10220077789722,16.102130842378383,20.706348604509426,23.691331448439445,20.078261206844058,14.116313517051847,4.915575960287304,0.3900384194097275,21.647701282385196,64.30703508730785,14.045263630306952,0.021829531351593878,4.232906820348673,26.084855567418575,15.429824567241528,11.468262974002517,10.088852906025515,16.732366287547805,15.941101347351633,13.878295499760904,20.79648325095465,22.20743650468851,20.07505214639386,15.324465109063043,6.439511169255509,1.278756321825433,19.022197736279107,63.988116149924835,16.98968611379607,0.0034611984036665225,1.7549238504344526,21.79257779615849,17.184855628021758,18.534142619113343,2.77161426236744,19.838910648244333,18.119513998384882,0.686
83120,18.109209878191223,18.109209878191223,19.133404521942268,22.50296726180544,16.459367378608377,7.509673385616553,1.0345693141999,49.29272391122977,24.573985716669448,56.91813997997664,18.507874303353915,0.4362645605821256,5.024737354156794,7.423935998912408,16.471352468425412,19.54767748530167,8.729136921374504,27.94085326739418,14.426041964014745,19.662723870451988,16.696148940471925,18.77351223575966,21.96900461501109,16.452484627818617,5.98190534180199,0.46422036868472555,27.113432972385368,56.647259320224556,16.239307741241188,0.46720679707736484,9.088125492230132,9.088159180929232,13.95319266418105,13.746486292885598,15.599659637780906,27.12875377679628,10.92841615811944,16.599033386385916,13.845787429620087,19.483257129645686,23.022034254898614,16.466058125195424,8.994822149125637,1.589007558035418,22.10537998355935,57.18146403529911,20.713155948234753,0.40897838865197106,1.441469972761237,5.956353663894939,18.69197219533486,24.663413030487245,2.670419637509824,28.65699690703732,17.510396204322618,0.587
84089,17.29565483159288,17.29565483159288,17.825509609256265,20.41401972348875,17.128959445016424,8.842297411384028,1.156519733294112,48.015048306123454,22.709643408344363,56.28513798597834,21.005218605677303,0.638308903178507,3.9273152405452443,9.842336628396746,14.76545789036526,17.48156183431236,10.874316879729397,26.587632173291084,15.88307044425274,18.959026379242296,17.95544227415157,18.22735171552621,19.8838399930008,17.09960675545893,7.134488597107476,0.7402442855127095,24.65963863468441,56.42409641626093,18.916264959265376,0.9533782018297492,5.926511383265836,13.168582211420338,14.478227164636184,8.33377885742517,19.152722779937704,26.143678919531258,11.843120481953761,15.759308973627492,16.765861428091327,17.454354736253684,20.903711538924345,17.156070575470427,10.419687022092678,1.5410057349710118,20.90856228893157,56.15679131958949,22.934646400909912,0.3579323982491726,2.1482538417871657,6.882349364968995,15.021061172985881,25.622067525889612,3.507459738703949,26.98270101108023,19.478174935130493,0.61
91027,22.85436080453548,22.85436080453548,22.988883507592377,17.78770453833224,11.71500513090795,5.415831095980171,0.7366176262784537,49.05399924788467,29.279540782313894,57.41172181989117,13.308737397794935,0.05021373460183192,2.9331593581656854,9.171790128129684,15.764339713278126,21.356779374663542,13.275832923168684,18.366916356884754,19.080968411107683,23.83396480087433,18.28033794195496,22.592678122623674,18.362457074051633,11.627439441730434,4.873860167319102,0.4292624514458777,31.050887526768108,56.5912499225142,12.357862550717705,0.04999697559283153,4.577196625018123,10.83448141427077,14.832511194273351,13.442325733751327,22.652381358004458,18.090139648844836,15.520967050244295,21.91113674395728,18.714639650240183,23.370374858617716,17.234296811745807,11.799318858926652,5.937674638837882,1.032558432082423,27.573977227328,58.20172353234491,14.224299240327086,0.05041796659050569,1.38413492770976,7.605189738669113,16.64231563878585,28.81383785543353,4.441177595238364,18.62769747856567,22.435228799007216,0.578
91326,19.137966578467687,19.137966578467687,25.022568177809138,15.78009051567002,11.825653013465045,6.67655464220615,1.2204684894455224,48.44645918739343,23.86854398188981,61.12227652731229,15.009179490797907,0,2.3272080575049423,17.543011490449675,17.194173056561603,18.459121533718836,9.811410885710393,19.82238084925877,14.842694119525403,19.84548356885141,20.523562428214547,26.751262954862177,15.797318584120788,11.297127501256718,5.164933852691751,0.6203111100026121,25.037442992744023,62.54801847100183,12.414538536254147,0,3.389013402106412,21.585515309051836,16.133219429376197,13.375927800872752,16.00936086399095,17.174031499809168,12.332931709943397,18.473090947061387,20.161096827961643,23.39806014899338,15.763900766102445,12.322324808517294,8.097071532407998,1.7844549689558493,22.770093363000825,59.782462660059544,17.44744397693964,0,1.34758809563613,13.813403692491049,18.17300723923194,23.148868257970268,4.093191780021129,22.265743880846784,17.15819706778072,0.619
91432,20.156987735077678,20.156987735077678,20.467028253921058,20.626542852895266,13.83868552739166,6.227237984092767,1.221237419163012,49.00997969226195,25.4625213632647,58.97449395673827,15.562984679997028,0.009373200441587692,3.968613509953705,12.236310376126648,17.868965411967828,17.337595723588247,11.866201845020683,23.03617208905241,13.676767853155312,21.136891867735883,17.81429722747523,20.155190843668795,20.9618871355774,13.877500718543212,5.272622030498584,0.7816101765008875,26.39735207530055,59.858896120818635,13.743751803880805,0.01940350433569547,5.969321591555632,14.418318278854452,17.951683788082203,9.284345969057417,20.176594241005827,21.5880305718997,10.592302074474324,19.21513516565138,17.123932739563926,20.766756417422727,20.3042206340576,13.801377604809792,7.144784363113529,1.6437930899589714,24.563991926797172,58.12443483066271,17.311573242540128,0,2.098975453924759,10.197249780025391,17.791666067131608,24.86326243840506,4.100238370915605,24.389443239352065,16.559164668248666,0.656
91479,16.76662668266027,16.76662668266027,17.299746767959483,21.88457950153272,16.206850593096096,9.582833533253366,0.8929761428761829,47.820871651339466,22.96414767426363,56.297481007596964,20.73837131813941,0,4.983660130718954,8.823529411764707,17.973856209150327,17.320261437908496,9.15032679738562,26.225490196078432,15.522875816993464,17.558528428093645,16.917502787068006,17.61426978818283,22.85395763656633,16.192865105908584,8.221850613154961,0.6410256410256411,24.024526198439244,56.8561872909699,19.119286510590857,0,8.020477815699659,10.921501706484642,15.52901023890785,10.06825938566553,16.21160409556314,27.81569965870307,11.433447098976108,16.04086845466156,17.77777777777778,17.011494252873565,20.99616858237548,16.219667943805874,10.8301404853129,1.123882503192848,21.992337164750957,55.78544061302682,22.22222222222222,0,2.19435736677116,6.896551724137931,20.219435736677116,23.981191222570533,2.664576802507837,24.764890282131663,19.278996865203762,0.647
91589,18.937479359721237,18.937479359721237,20.084821075842545,20.799741566396253,14.19902172374367,6.653420433385964,0.9541461615941634,48.82988266183917,24.875318103119724,59.20704132139163,15.917640575488647,0,2.8776815763246426,14.419387132008191,18.01363502076812,17.03932310087587,9.550123297829636,21.82858574511624,16.27126412371817,19.559665134599136,18.83570569430084,20.014535128625372,21.39675427736199,14.23944622581042,5.51580274819104,0.4380907911111944,25.69773454815081,60.23166535128974,14.070600100559446,0,4.426766323106525,17.30320906928554,17.048393027240675,10.359797245893997,16.44267829023712,20.96041603086976,13.45874002029636,18.343748884018996,17.92826979393719,20.151892537350236,20.23003287428148,14.160446012073166,7.739009854942249,1.4466000487167336,24.090514381747646,58.22927785796659,17.680207760285775,0,1.4204470634310449,11.706556304146492,18.92164470144214,23.32279831155473,3.0662501347769946,22.64527887522237,18.91702459638808,0.653
91687,22.36777078746825,22.36777078746825,20.57996786621507,18.519393294470138,12.668150648081808,6.639617214876572,0.9462602422979223,46.953927698169736,28.293447417442845,56.63407186543347,15.072480717123687,0,2.339482996019013,9.486558667246026,17.029926060076324,20.42540060977263,12.269668897838727,21.058833147154427,17.39012962189285,23.867523668290065,17.87517252630631,20.907491374274326,18.687732130641226,12.914307814883996,5.294423461644434,0.45334903089558126,30.11128645556463,56.75625111531565,13.132462429119732,0,3.5275875650736257,11.446749581271122,16.156356371911006,13.822809387509404,21.09626110410235,20.066416259640675,13.883819730491812,21.04025896094609,18.636147667394553,20.290059217948674,18.370387555237873,12.450263718647118,7.830320456200474,1.382562429764575,26.68438044869131,56.52592444911691,16.789695102191775,0,1.3235899351340685,7.810490408473321,17.776874947619696,26.070969850353464,4.722459664217142,21.90740275787537,20.388212436326935,0.578
