codgeo,taux_cumu_1_inj,week
92063,0.5966290083869316,27
92064,0.6220283150736698,27
92071,0.6209245919076282,27
92072,0.6155535271664663,27
92073,0.5827018985619512,27
92075,0.6180461667036702,27
92076,0.6505188563076393,27
92077,0.6298714287143391,27
92078,0.3825605552958117,27
93001,0.38352303577592284,27
93005,0.4002900471113977,27
93006,0.44565390350085043,27
93007,0.3744593626099548,27
93008,0.36856899837233775,27
93010,0.38600148528353345,27
93013,0.42766598646424586,27
93014,0.34355043608926467,27
93015,0.5276053607157589,27
93027,0.3809498380053758,27
93029,0.4131005218150874,27
93030,0.34857844081444067,27
93031,0.37783886786854715,27
93032,0.48049162357628017,27
93033,0.5583255349420843,27
93039,0.38690045971436926,27
93045,0.5406512944641878,27
93046,0.44442096105514145,27
93047,0.41128631121967196,27
93048,0.454526791520026,27
93049,0.5197015982947428,27
93050,0.43363477015173346,27
93051,0.4741651623967124,27
93053,0.4158158376373314,27
93055,0.46839463695779066,27
93057,0.44479800066396896,27
93059,0.3457377718854819,27
93061,0.4933441964094959,27
93062,0.5495364833576202,27
93063,0.44674728032123007,27
93064,0.44944417336988135,27
93066,0.38877560439050834,27
93070,0.465223863240074,27
93071,0.3677636236358373,27
93072,0.34786336089427516,27
93073,0.408858790504763,27
93074,0.44037898591729735,27
93077,0.4727364292909111,27
93078,0.38234775727459736,27
93079,0.33903896168654013,27
94001,0.4861331304306625,27
94002,0.4759354272731806,27
94003,0.516432212312491,27
94004,0.4475428045562137,27
94011,0.4363228423858494,27
94015,0.584402127818136,27
94016,0.5318622115501908,27
94017,0.4598092318362961,27
94018,0.5917608771834998,27
94019,0.5001689137205596,27
94021,0.48270260370909107,27
94022,0.440659965377764,27
94028,0.4554025921776515,27
94033,0.5254995893427166,27
94034,0.478848088677468,27
94037,0.5040177177040012,27
94038,0.5101869965997375,27
94041,0.4740815837327138,27
94042,0.5753443142829868,27
94043,0.5179072970747755,27
94044,0.428102274020039,27
94046,0.5730264714392144,27
94047,0.5521075632052005,27
94048,0.586239164072222,27
94052,0.6118076065004439,27
94053,0.5783281705778306,27
94054,0.3962053081689974,27
94055,0.5972770350412298,27
94056,0.5313194643022072,27
94058,0.5835764366549023,27
94059,0.5242671518143096,27
94060,0.5110580466454872,27
94065,0.6023791693966917,27
94067,0.6405780923121591,27
94068,0.6146238866286561,27
94069,0.5634112656503232,27
94070,0.5740138224504178,27
94071,0.5572440978532989,27
94073,0.49838216904438953,27
94074,0.3498703217116534,27
94075,0.5165074222688305,27
94076,0.4911064083551832,27
94077,0.45914749858881393,27
94078,0.3681565931490221,27
94079,0.4912785869387952,27
94080,0.6262072736319095,27
94081,0.4529521984220307,27
95018,0.4139164584816607,27
200000172,0.456144800449098,27
200000438,0.5060274684007925,27
200000545,0.4635478062696445,27
200000628,0.4342584195599891,27
200000800,0.587085558628452,27
200000925,0.5619459080876802,27
200000933,0.5890401024227577,27
200004802,0.415029141971718,27
200005932,0.6113734740908251,27
200005957,0.48349384936900075,27
200006682,0.5723363531694514,27
200006716,0.49913381208065244,27
200006930,0.5063769595013827,27
200006971,0.5769898834300968,27
200007052,0.5590992120234684,27
200007177,0.5002561636009607,27
200010650,0.5142325536182858,27
200010700,0.5707911829232951,27
200011773,0.399514501269893,27
200011781,0.5105715110939506,27
200013050,0.5551032709040687,27
200015162,0.47190479133251406,27
200016905,0.4848042265556412,27
200017341,0.43426106194244196,27
200017846,0.4785741346321545,27
200018083,0.5682989783547824,27
200018166,0.5742779955550836,27
200018406,0.5315440550233456,27
200018521,0.5427586594558075,27
200022986,0.5699422713027448,27
200023075,0.42379244447984094,27
200023125,0.5358946347476627,27
200023240,0.49861598018670694,27
200023299,0.4946650433212221,27
200023307,0.4842646837605459,27
200023372,0.5179785384167931,27
200023414,0.5449873120043837,27
200023620,0.5311194975084104,27
200023737,0.5097512559924517,27
200023778,0.5772548663721743,27
200023794,0.49680972372547544,27
200023919,0.487721117136704,27
200026573,0.48131349121815353,27
200027027,0.5516717707956174,27
200027076,0.5155964451371408,27
200027100,0.4759560514893122,27
200027183,0.47396633370248936,27
200027217,0.4993108634147904,27
200027308,0.49816724519027694,27
200029734,0.5217500893550855,27
200029999,0.5084143793716428,27
200030195,0.4688374177919643,27
200030385,0.5280928680256601,27
200030435,0.5736954221115624,27
200030526,0.5364883895774709,27
200030633,0.49887676768554085,27
200030658,0.49172598019368635,27
200030674,0.4946969643155843,27
200032514,0.5215234540717187,27
200033025,0.5569241431353309,27
200033090,0.5092646610388796,27
200033116,0.4628110033507867,27
200033173,0.6216732435938666,27
200033181,0.5580074893093785,27
200033298,0.5516449027741449,27
200033579,0.5644594913402147,27
200033827,0.446649029974841,27
200033868,0.48653743565134916,27
200034023,0.48753628762558665,27
200034031,0.5047833527113733,27
200034049,0.48391359415583235,27
200034056,0.4960585225597066,27
200034064,0.4483511200036665,27
200034098,0.49447330200328327,27
200034130,0.6256663316319484,27
200034197,0.49005159694927897,27
200034205,0.4334532295436567,27
200034270,0.5551949701985571,27
200034379,0.5083317758781363,27
200034411,0.4558760216704209,27
200034601,0.4353863469617061,27
200034635,0.6415609824321195,27
200034692,0.45863831434393987,27
200034700,0.42865509658220385,27
200034718,0.5201726645015685,27
200034726,0.5283804727517978,27
200034825,0.5408057221531052,27
200034833,0.4929967705765433,27
200034874,0.5002134073185944,27
200034882,0.5089763810217166,27
200034957,0.5206539039661405,27
200035087,0.4500929092038336,27
200035103,0.5276356100779043,27
200035111,0.5476353858080782,27
200035129,0.4609593925823918,27
200035137,0.5620659866658715,27
200035202,0.5104344450070146,27
200035319,0.4597436942529151,27
200035327,0.501937309992004,27
200035442,0.5602212393141284,27
200035459,0.5114142411804844,27
200035533,0.5514088394726682,27
200035541,0.5740783370159752,27
200035632,0.562449862239235,27
200035707,0.4608386357663378,27
200035715,0.4953436995572222,27
200035723,0.4311260368505103,27
200035731,0.5416819025649969,27
200035756,0.554407260122987,27
200035764,0.5743806387828135,27
200035772,0.5748561692930095,27
200035814,0.5651795796429689,27
200035848,0.5718262382668379,27
200035855,0.47931883554019133,27
200035863,0.47730569202557144,27
200035970,0.5651240377316147,27
200036069,0.5430051545612271,27
200036077,0.4688139328172284,27
200036135,0.5219062469925781,27
200036150,0.546550442603326,27
200036465,0.48592249639613433,27
200036473,0.5199229391972087,27
200036499,0.43150817774484906,27
200036523,0.5078316380359454,27
200036549,0.5147759755369079,27
200036572,0.4989313104639633,27
200037059,0.5604282260171455,27
200037133,0.511588566767694,27
200038958,0.5063763880475971,27
200038990,0.5240509101035495,27
200039022,0.5441615249913903,27
200039055,0.555944124863389,27
200039063,0.5984807193477936,27
200039204,0.5393457324096498,27
200039519,0.49070788265787046,27
200039642,0.5324549450682391,27
200039709,0.5447858276669401,27
200039758,0.5257833202186151,27
200039808,0.46854301796927084,27
200039824,0.4239210216591764,27
200039832,0.4541919556615762,27
200039857,0.4526234158326278,27
200039865,0.5435402900509888,27
200039907,0.6081181821333101,27
200039915,0.47676836835403863,27
200039931,0.4065830820831441,27
200039949,0.5323256879449774,27
200040038,0.549982346273387,27
200040095,0.5197221618680653,27
200040111,0.5116777326351604,27
200040137,0.5474313429179474,27
200040178,0.5277187103461363,27
200040202,0.3847835404559269,27
200040210,0.44003682352345425,27
200040244,0.5455841417037884,27
200040251,0.5067006602699101,27
200040277,0.499318205770047,27
200040293,0.5587417858655881,27
200040350,0.48872154784023586,27
200040384,0.4983948744883845,27
200040392,0.5243676109703307,27
200040400,0.5389893648642854,27
200040418,0.46898241048342015,27
200040426,0.5640958741874192,27
200040442,0.4371633859966758,27
200040459,0.4778309689487879,27
200040475,0.5417500181657009,27
200040491,0.47412760906574325,27
200040509,0.43728496862510113,27
200040558,0.5397589647636586,27
200040566,0.4912581683033375,27
200040574,0.5656182354478003,27
200040590,0.5090827071756496,27
200040624,0.44101126025295806,27
200040657,0.4916679516945129,27
200040681,0.4506826679672042,27
200040715,0.5500194526932193,27
200040764,0.400704922172089,27
200040772,0.5511006875359097,27
200040798,0.49411785906688704,27
200040814,0.5703441969523344,27
200040830,0.4933791179045878,27
200040889,0.4762911676074962,27
200040905,0.4748392360681095,27
200040947,0.5701461636715297,27
200040954,0.5849536158507586,27
200041010,0.5049531803392291,27
200041051,0.4923945919021998,27
200041150,0.49894270448782385,27
200041168,0.4756768898397006,27
200041283,0.5189614050396036,27
200041317,0.5849217514666913,27
200041325,0.5667870820114894,27
200041333,0.5500854070989775,27
200041366,0.5273122724682965,27
200041416,0.5182026983568513,27
200041440,0.4982431544776301,27
200041465,0.45834088284608027,27
200041499,0.5075095083194257,27
200041515,0.5424021329363272,27
200041523,0.5052045314447312,27
200041556,0.5158152473392967,27
200041572,0.5239545791563531,27
200041614,0.4896353550213836,27
200041622,0.5514002160186817,27
200041630,0.5265436147813668,27
200041689,0.5014823419694535,27
200041721,0.533378597477616,27
200041762,0.4864865719217125,27
200041853,0.506025059206226,27
200041861,0.5417471681087688,27
200041879,0.5406147296420268,27
200041887,0.5242632750947815,27
200041960,0.6096061625656902,27
200041994,0.5695265125786136,27
200042000,0.497624903752805,27
200042174,0.5639886759247504,27
200042182,0.5835909687502642,27
200042190,0.50249403261575,27
200042372,0.5208704678902918,27
200042414,0.5162744087888336,27
200042463,0.4666972473670591,27
200042497,0.5615240708912888,27
200042604,0.6099657185889831,27
200042620,0.5809863635880722,27
200042646,0.466784012958019,27
200042653,0.5075758966857464,27
200042703,0.5990420251565294,27
200042729,0.5744930952113041,27
200042901,0.45382204584797997,27
200042935,0.48490466267980264,27
200042943,0.4812765913095753,27
200042992,0.554014628720605,27
200043016,0.5363417676727453,27
200043065,0.5723999526644876,27
200043081,0.566395832908433,27
200043123,0.5601031483001285,27
200043156,0.5532701749591573,27
200043172,0.5405571063329783,27
200043263,0.49876378330788845,27
200043321,0.5578152844849561,27
200043354,0.5507476475902122,27
200043396,0.4653111822936026,27
200043404,0.45670880641380684,27
200043438,0.5809041852921646,27
200043495,0.5041391792794533,27
200043602,0.5112128336934549,27
200043628,0.588731724587658,27
200043693,0.5130812843185373,27
200043776,0.4385948727668111,27
200043974,0.5031646035057592,27
200043982,0.5312644920610265,27
200043990,0.5228794554337779,27
200044014,0.4784476270631641,27
200044030,0.5726477204934153,27
200044048,0.5698547610149869,27
200044253,0.487364526096997,27
200044394,0.4837740084454805,27
200044469,0.4657574509423327,27
200044618,0.5120516793056259,27
200048551,0.5477026566746136,27
200049187,0.5366642216964617,27
200049211,0.44077822614510026,27
200049484,0.49897545199249244,27
200055481,0.5370810000262889,27
200055655,0.41319611527748235,27
200055887,0.5587594247804665,27
200056232,0.5468978285764271,27
200056380,0.5090979980040606,27
200057859,0.4909571032000249,27
200057958,0.48618308087338985,27
200058360,0.5601032767977434,27
200058477,0.4837584153336041,27
200058485,0.5058948321857599,27
200058519,0.5642080068515518,27
200058782,0.5174103993577136,27
200059228,0.431158280135812,27
200059392,0.5115588811820478,27
200059400,0.5708194245586782,27
200059889,0.4793924392375726,27
200060010,0.5236454425882041,27
200065563,0.5698223986154207,27
200065589,0.5461313248724465,27
200065597,0.579560322883409,27
200065647,0.48719504022471655,27
200065787,0.5167667508505697,27
200065886,0.5245075843448805,27
200065894,0.5349485597759349,27
200065928,0.5910919432615952,27
200066009,0.45577345878278097,27
200066017,0.49921693072784323,27
200066025,0.5084484984739648,27
200066033,0.4908885183542596,27
200066041,0.4916789565032085,27
200066058,0.5004644476103127,27
200066108,0.5331910583496269,27
200066116,0.5746870188173395,27
200066124,0.4732576409745625,27
200066132,0.5172470058388479,27
200066140,0.5597787008960945,27
200066157,0.5166867758583614,27
200066165,0.5550740100507314,27
200066173,0.5043655288747013,27
200066223,0.41699327849682766,27
200066231,0.4727026591561608,27
200066280,0.5078161886211602,27
200066322,0.4632296824682027,27
200066330,0.5503662862118802,27
200066348,0.4658264880500708,27
200066355,0.49628598792060385,27
200066363,0.5332486611859112,27
200066371,0.494878361924505,27
200066389,0.5838211399281639,27
200066405,0.5669177422170345,27
200066413,0.5126708726306363,27
200066462,0.522713346171721,27
200066512,0.5672550192199706,27
200066520,0.5556850860798309,27
200066553,0.47837534703855655,27
200066561,0.4991774186031201,27
200066587,0.4597063673631258,27
200066603,0.6055208786910398,27
200066637,0.5132297117039304,27
200066645,0.5808739498111737,27
200066652,0.4750683066022881,27
200066660,0.5317880192608386,27
200066678,0.5538631788107511,27
200066710,0.5423040395477969,27
200066728,0.6100811837383283,27
200066744,0.5660441598299396,27
200066751,0.5561018114441356,27
200066769,0.5351722538055108,27
200066777,0.4892282389056811,27
200066785,0.5110921322469223,27
200066793,0.5062217675734835,27
200066801,0.5470939866605983,27
200066819,0.48740077801156884,27
200066827,0.5277836654638659,27
200066835,0.5137959972799141,27
200066850,0.5580244692183848,27
200066868,0.5814266386799845,27
200066876,0.5295713719722119,27
200066884,0.4553946702260325,27
200066892,0.5532788613048549,27
200066918,0.4570580645591559,27
200066926,0.5751803351189875,27
200066975,0.5560975870753578,27
200067023,0.5935437455278837,27
200067031,0.5759562927422267,27
200067049,0.5144088252813203,27
200067064,0.4921098182336487,27
200067072,0.623888062369966,27
200067080,0.5555656520835186,27
200067106,0.5672060533310854,27
200067114,0.5420462329299605,27
200067122,0.45950289344523354,27
200067130,0.523629335098127,27
200067155,0.5214086678581712,27
200067163,0.5069952123975615,27
200067171,0.5614403333307225,27
200067189,0.5125310876985751,27
200067197,0.4816599124897898,27
200067205,0.5893636142835064,27
200067213,0.5444897006874119,27
200067221,0.5316012764768482,27
200067239,0.5761305901018373,27
200067247,0.5634995632089228,27
200067254,0.5543481421470547,27
200067262,0.5241886967697468,27
200067288,0.5433283723586354,27
200067296,0.569747406647491,27
200067304,0.5257811442894831,27
200067320,0.4418516684643667,27
200067346,0.5550861608689324,27
200067361,0.473417426168737,27
200067379,0.55537445523254,27
200067429,0.5050342420940039,27
200067437,0.42011163457108514,27
200067445,0.4562626533121172,27
200067452,0.44288006604948005,27
200067460,0.5299590738586764,27
200067478,0.5402698388646116,27
200067486,0.5566182030325904,27
200067502,0.5275323986534195,27
200067544,0.5218232994170459,27
200067551,0.4313997691075449,27
200067593,0.5012197854376763,27
200067627,0.5503850867234823,27
200067635,0.5555918690090508,27
200067643,0.5583578432129026,27
200067650,0.5897067744919594,27
200067668,0.4796414035599811,27
200067676,0.5220277772758677,27
200067684,0.5476736459147026,27
200067692,0.5479798201359097,27
200067700,0.5590848442530586,27
200067742,0.44668548669460323,27
200067759,0.5662067476990048,27
200067767,0.49681514140825167,27
200067783,0.5702264839089889,27
200067791,0.49119420735544544,27
200067817,0.5365884642487764,27
200067825,0.4705516312644235,27
200067841,0.5536003220893138,27
200067866,0.5468376301193446,27
200067874,0.5505270568129288,27
200067882,0.5758909368546281,27
200067890,0.547806050725461,27
200067908,0.52041125913626185,27
200067916,0.5168952754521243,27
200067924,0.5636132199307633,27
200067932,0.5819295210358041,27
200067940,0.41358186333328706,27
200067957,0.6102352975115278,27
200067965,0.5142696255291027,27
200067973,0.5052008817867698,27
200067981,0.5675153051360814,27
200067999,0.5131317879911884,27
200068005,0.5350959750002734,27
200068047,0.39211026762633266,27
200068070,0.49803160482974224,27
200068088,0.536976767445141,27
200068096,0.4791299351284794,27
200068104,0.41298894486242577,27
200068112,0.5784968695670112,27
200068120,0.5500825996160892,27
200068146,0.5762624900728419,27
200068229,0.4523514388824787,27
200068278,0.5363825634552939,27
200068294,0.5202619287003417,27
200068369,0.5291332177501037,27
200068377,0.5199189918311345,27
200068435,0.5480583866174503,27
200068443,0.5950084794467019,27
200068450,0.577346211813545,27
200068468,0.5348534039964231,27
200068484,0.5355787593055111,27
200068500,0.5388825831138004,27
200068534,0.5800480465532046,27
200068542,0.5165746546713846,27
200068559,0.5367284740710503,27
200068567,0.5082155052340871,27
200068625,0.4655389875489146,27
200068641,0.5226497621863547,27
200068658,0.5474870919609427,27
200068666,0.5215499955370925,27
200068674,0.5204598247981165,27
200068682,0.5021913344992986,27
200068757,0.5248067480402175,27
200068765,0.4291285501149616,27
200068773,0.5029987237092679,27
200068781,0.4913130551637856,27
200068799,0.5512273828494536,27
200068807,0.4954914590962314,27
200068815,0.49447835443333443,27
200068831,0.5174697453257927,27
200068856,0.5313962733830568,27
200068864,0.5924804943024841,27
200068872,0.5487487931344275,27
200068880,0.5333048880818346,27
200068914,0.5492295887897967,27
200068922,0.49300170583103875,27
200068930,0.48896549075193285,27
200068948,0.5533535958898134,27
200068955,0.5517115716328449,27
200068963,0.5810408005129978,27
200068989,0.5363671583206161,27
200068997,0.4782087477484806,27
200069003,0.564998989545009,27
200069029,0.6222902008897743,27
200069037,0.5439912819370275,27
200069052,0.5112527655873927,27
200069060,0.49522820137228013,27
200069086,0.5640251272936766,27
200069094,0.49382777480983014,27
200069102,0.5058559122202317,27
200069110,0.5135687943426308,27
200069128,0.47298956509412315,27
200069136,0.4277522465950653,27
200069144,0.5141834606276562,27
200069151,0.46071176542616965,27
200069169,0.5480695714934128,27
200069177,0.5969336179926439,27
200069185,0.5172600653686056,27
200069193,0.5428193252967911,27
200069227,0.543548576402301,27
200069235,0.5461211137711057,27
200069250,0.5247533532875577,27
200069268,0.49922502367357235,27
200069300,0.5187265426518635,27
200069383,0.4865665552115942,27
200069391,0.5712939659396793,27
200069409,0.5785202573736654,27
200069417,0.5649182418610487,27
200069425,0.5745321266913586,27
200069433,0.5128964279756911,27
200069441,0.5390692043795275,27
200069458,0.5091790958963663,27
200069482,0.5854815564046756,27
200069516,0.588876955352546,27
200069524,0.5432651486628998,27
200069532,0.5085245526991827,27
200069540,0.6275359883665068,27
200069565,0.42519928359283987,27
200069581,0.5197167911795888,27
200069599,0.5109063107373212,27
200069615,0.49047981094643034,27
200069623,0.48301919794689196,27
200069631,0.5780799879427827,27
200069649,0.6123049322843938,27
200069656,0.5430241259118426,27
200069664,0.5452291894933464,27
200069672,0.551017422554984,27
200069698,0.5383873434579941,27
200069722,0.5510853733654456,27
200069730,0.5533337207131873,27
200069748,0.5358822102613372,27
200069755,0.5548177043036464,27
200069763,0.536374087110526,27
200069821,0.5811915474470657,27
200069839,0.5722862546093769,27
200069847,0.5712445377075359,27
200069854,0.5550957878761067,27
200069912,0.5446935965458725,27
200069953,0.5536842517371412,27
200069961,0.5709001710794133,27
200069995,0.4953640660801892,27
200070035,0.5629083217211143,27
200070043,0.5662620261786167,27
200070068,0.5605541518184196,27
200070092,0.5144253466469374,27
200070100,0.5517280159154029,27
200070118,0.5435593241382188,27
200070126,0.5219850810159238,27
200070142,0.5391606668413573,27
200070159,0.5409972649472699,27
200070167,0.5392620837194918,27
200070183,0.5834608578972253,27
200070233,0.5775958770954824,27
200070282,0.5489812311281246,27
200070290,0.46929682669828365,27
200070308,0.5346166110425282,27
200070316,0.5871914435322777,27
200070324,0.5385983875681931,27
200070332,0.5277363481753378,27
200070340,0.5241006348030323,27
200070365,0.46426787789950374,27
200070373,0.5340995790598054,27
200070407,0.5277903563354404,27
200070431,0.5077202579785426,27
200070449,0.6137118610432843,27
200070464,0.5191702032720596,27
200070506,0.5656068197879502,27
200070514,0.5306075044623259,27
200070530,0.5539235218179567,27
200070548,0.5303306265340518,27
200070555,0.5308328784217918,27
200070563,0.5429836242701828,27
200070571,0.5547238662256855,27
200070589,0.5560615748627337,27
200070647,0.48193818876989786,27
200070662,0.5050917730429685,27
200070670,0.530744879656982,27
200070688,0.5302057751651567,27
200070712,0.5034939588672699,27
200070720,0.5422403952298149,27
200070738,0.5597113031604597,27
200070746,0.5051581203862126,27
200070753,0.5685879950812633,27
200070761,0.47887468202268746,27
200070779,0.5211227932357057,27
200070787,0.5246384083325392,27
200070795,0.5032471984689475,27
200070803,0.5310085044172703,27
200070811,0.5546020389322182,27
200070829,0.5099042139850538,27
200070845,0.5067194813318247,27
200070852,0.4169290558232568,27
200070894,0.5674351846631699,27
200070902,0.5048890307162033,27
200070910,0.5297255167647512,27
200070928,0.5408609156397262,27
200070936,0.5934964477039911,27
200070944,0.5566182873276458,27
200070951,0.569212624080267,27
200070969,0.5683279352185906,27
200070977,0.5092739753711095,27
200070985,0.540320961450638,27
200070993,0.5651613822248792,27
200071017,0.5238628060358362,27
200071025,0.3901852969725667,27
200071033,0.4073945942286502,27
200071041,0.5319533718061034,27
200071058,0.4886083288012786,27
200071066,0.49926975518994265,27
200071074,0.5313066955012109,27
200071082,0.5469300114515647,27
200071116,0.5036804169712702,27
200071140,0.555918551899349,27
200071157,0.5188765607865451,27
200071165,0.5929913841457518,27
200071173,0.520872265305931,27
200071181,0.5754531157026799,27
200071199,0.5186833954482687,27
200071207,0.5195410564613245,27
200071215,0.5218708992917587,27
200071223,0.5679064176764949,27
200071298,0.539441328586237,27
200071314,0.4923481752601999,27
200071363,0.5505278987553567,27
200071371,0.5289407465471017,27
200071389,0.5379663411471308,27
200071405,0.43065236300289234,27
200071413,0.4736292024129014,27
200071454,0.5010899842351961,27
200071470,0.5420606590942771,27
200071496,0.5010284595462445,27
200071504,0.5375387385411651,27
200071512,0.531933686390288,27
200071520,0.5600190256344598,27
200071538,0.537093610473556,27
200071546,0.5123456431514998,27
200071553,0.5724986199883506,27
200071579,0.5222210206277834,27
200071587,0.5365375258400794,27
200071595,0.5003097061607743,27
200071629,0.53331452819468,27
200071645,0.5061355801830157,27
200071652,0.5505410114057336,27
200071678,0.5443421679773243,27
200071751,0.5310972194961824,27
200071769,0.4953946575856516,27
200071777,0.5392004506954963,27
