codgeo;D1_st_Living;Median_st_Living;D9_st_Living;Interdecile_91_Ratio;Taxable_HH;Poverty_amg_Owners;Poverty_amg_Tenants;-30_Poverty;3039_Poverty;4049_Poverty;5059_Poverty;6074_Poverty;75+_Poverty;Poverty;Activity_Income;Salary_Income;Unemployment_Benef;Self-Employment;Pensions_Annuities;Estate;Social_Benef;Family_Benef;Social_Minima;Housing_Benef;Tax;taux_cumu_1_inj
241100593;10290;19420;33790;3,3;41,4;10,5;35,7;34,4;25,5;24,0;21,2;13,5;12,8;20,1;59,0;48,4;3,7;6,9;39,1;9,9;7,7;2,1;3,6;2,0;-15,7;0,627
241200187;12310;22170;37400;3,0;53,8;5,0;26,2;21,7;14,6;13,4;11,1;7,3;8,4;12,0;70,4;61,8;2,1;6,5;31,0;11,7;5,1;1,8;2,0;1,3;-18,2;0,687
241200542;11020;19260;32850;3,0;36,5;16,0;30,7;NA;NA;21,9;19,8;NA;NA;18,5;56,2;36,9;1,9;17,4;38,5;13,6;5,3;1,7;2,6;1,0;-13,6;0,683
241200567;11590;20030;33490;2,9;40,8;6,6;31,3;28,2;19,4;18,3;12,7;10,1;10,7;15,1;63,9;54,1;3,0;6,8;34,6;10,5;6,5;2,1;2,7;1,7;-15,5;0,653
241200625;12350;21060;33290;2,7;42,3;9,1;25,6;NA;NA;NA;NA;NA;NA;12,5;68,7;57,6;2,2;8,9;30,2;10,8;5,0;2,3;1,7;1,0;-14,7;0,662
241200641;12500;22090;36090;2,9;47,5;8,4;25,1;NA;12,0;11,1;10,6;9,6;15,8;11,5;66,1;55,8;1,9;8,4;32,7;13,7;4,1;1,9;1,4;0,8;-16,6;0,681
241200658;13160;21810;34770;2,6;48,3;7,4;22,1;NA;NA;NA;NA;NA;NA;9,8;72,0;57,3;2,0;12,7;27,5;11,7;4,2;2,0;1,4;0,8;-15,4;0,698
241200674;12280;20500;33360;2,7;41,1;9,3;22,0;NA;NA;NA;NA;NA;NA;11,9;62,9;52,2;1,9;8,8;35,3;10,9;5,0;2,2;1,8;1,0;-14,1;0,637
241200765;11130;19560;33420;3,0;36,7;14,2;23,7;NA;NA;NA;18,0;NA;NA;15,8;60,5;39,7;1,7;19,1;33,8;15,2;4,4;1,7;1,8;0,9;-13,9;0,701
241200807;10820;19090;31410;2,9;35,9;14,9;31,1;NA;NA;23,5;NA;NA;NA;18,1;55,3;42,3;2,3;10,7;40,4;12,7;5,2;1,8;2,3;1,1;-13,6;0,612
241200906;10620;19090;31840;3,0;37,6;14,9;29,9;NA;NA;24,3;21,0;NA;NA;19,4;61,6;45,7;3,3;12,6;36,4;10,3;5,4;2,1;2,2;1,1;-13,7;0,627
241200914;10800;19290;31540;2,9;36,3;14,7;31,2;NA;NA;NA;NA;NA;NA;18,0;58,9;43,0;3,2;12,7;37,2;12,0;5,3;1,8;2,4;1,1;-13,4;0,634
241300375;11680;22630;43240;3,7;53,4;9,3;21,5;18,9;12,9;13,0;15,0;12,9;13,4;13,7;65,3;53,6;3,0;8,7;32,2;20,7;3,4;1,3;1,4;0,7;-21,6;0,628
241300417;9900;19220;33970;3,4;42,2;9,3;37,1;30,2;26,3;26,8;23,8;17,8;14,1;22,7;67,2;57,0;4,0;6,2;30,6;10,6;8,1;2,7;3,3;2,1;-16,5;0,548
241400415;11770;21580;43760;3,7;53,8;7,3;21,9;NA;20,3;18,5;17,3;10,8;7,7;14,0;54,7;44,6;3,0;7,1;45,7;16,8;3,8;1,1;1,7;1,0;-21,0;0,732
241400514;12400;20630;32100;2,6;41,6;7,0;25,8;14,2;13,9;12,3;14,3;8,8;10,3;12,2;70,1;61,8;3,0;5,3;29,9;8,0;6,1;2,7;2,1;1,3;-14,1;0,659
241400555;12710;21890;36820;2,9;49,8;5,0;22,0;17,5;12,5;13,6;12,0;7,0;7,2;11,0;65,9;56,7;2,7;6,5;35,2;10,0;5,4;2,0;2,1;1,3;-16,5;0,727
241400860;13810;24230;41860;3,0;59,6;5,0;18,5;NA;11,9;9,5;8,4;5,0;NA;8,1;66,8;58,3;2,4;6,1;38,0;10,5;3,4;1,4;1,2;0,8;-18,7;0,769
241400878;12730;22120;38790;3,0;50,9;7,4;19,9;NA;11,0;11,6;11,6;8,8;NA;10,7;71,4;60,2;2,9;8,3;30,9;11,5;3,8;1,8;1,2;0,8;-17,6;0,684
241500230;12730;21500;35870;2,8;49,3;5,0;25,9;18,1;11,9;13,0;10,9;7,7;9,2;11,0;67,1;58,4;2,0;6,7;33,6;11,1;5,2;1,6;2,3;1,3;-17,0;0,741
241500255;11290;19240;32140;2,8;37,5;13,7;24,9;NA;NA;19,2;19,0;13,3;NA;16,4;56,5;42,1;2,0;12,4;40,4;12,0;4,9;1,5;2,4;1,0;-13,8;0,693
241500271;11960;20020;32810;2,7;40,2;9,4;25,5;NA;NA;NA;NA;NA;NA;14,0;60,1;47,5;2,1;10,5;37,8;11,7;5,1;1,7;2,2;1,2;-14,7;0,719
241501055;11880;19850;32040;2,7;39,3;10,2;26,1;NA;NA;18,4;14,8;10,8;NA;14,0;57,9;45,9;2,1;9,9;40,4;10,6;5,1;1,6;2,4;1,1;-14,0;0,714
241501089;12160;20440;34670;2,9;39,8;9,4;23,5;NA;NA;NA;NA;NA;NA;12,7;60,2;48,1;2,6;9,5;36,6;13,5;4,7;1,8;2,0;0,9;-15,0;0,710
241501139;11340;19240;31390;2,8;35,5;12,8;27,9;NA;NA;NA;16,8;13,3;21,2;15,9;56,0;41,2;2,0;12,8;40,4;12,2;5,1;1,6;2,5;1,0;-13,7;0,728
241600303;11870;20610;34480;2,9;44,0;9,0;29,5;NA;17,5;13,2;12,3;9,6;NA;13,4;69,6;54,5;3,0;12,1;30,5;10,5;5,3;2,1;2,1;1,1;-15,9;0,653
241700434;12450;22740;40080;3,2;54,6;5,0;23,4;22,9;14,7;14,1;12,2;6,9;6,1;11,7;66,4;57,2;3,1;6,1;35,9;11,2;5,0;1,6;2,1;1,3;-18,5;0,667
241700459;13150;24980;48900;3,7;62,2;6,1;16,3;NA;15,5;12,5;13,9;6,0;NA;9,7;51,9;40,1;3,0;8,8;46,8;20,9;2,4;0,9;1,0;0,5;-22,0;0,728
241700517;12320;20790;33040;2,7;43,7;9,4;21,5;NA;11,8;13,7;12,6;8,6;13,9;12,2;67,0;58,2;3,0;5,8;32,7;9,5;5,4;2,5;1,9;1,0;-14,6;0,642
241700624;12000;21300;37430;3,1;50,3;8,4;24,1;NA;18,5;18,3;16,0;8,2;9,2;13,1;50,6;38,1;3,2;9,3;48,8;14,1;3,8;1,2;1,7;0,9;-17,3;0,659
241700632;12350;20120;32850;2,7;41,2;9,0;21,9;NA;12,0;13,4;13,3;9,2;14,3;12,0;65,2;53,2;3,5;8,5;33,8;10,0;5,7;2,3;2,3;1,1;-14,7;0,635
241700640;12360;21750;38210;3,1;50,7;7,7;23,5;19,6;16,9;16,8;15,0;8,0;8,0;12,1;48,2;38,1;2,8;7,3;51,4;14,4;3,8;1,1;1,8;0,9;-17,8;0,728
241700699;12100;20020;31860;2,6;42,2;9,3;24,5;NA;13,8;17,9;15,8;9,1;10,9;13,4;58,7;47,0;3,4;8,3;41,2;9,6;5,5;1,9;2,4;1,2;-15,0;0,659
241800374;13200;21280;33620;2,5;47,0;5,0;20,3;NA;10,2;10,5;NA;NA;NA;9,4;74,8;66,3;2,5;6,0;26,1;8,2;5,7;2,7;1,9;1,1;-14,8;0,659
241800424;12530;20840;33120;2,6;43,5;7,0;26,9;NA;NA;12,4;NA;NA;NA;11,5;64,4;56,3;2,5;5,6;34,6;10,5;5,6;2,1;2,3;1,2;-15,1;0,658
241800432;10280;18510;29570;2,9;33,2;13,0;35,8;NA;NA;27,3;NA;NA;NA;19,6;50,1;42,6;2,7;4,8;45,1;9,9;7,9;1,9;4,2;1,8;-13,0;0,669
241800457;12230;20860;32680;2,7;47,8;7,0;30,8;NA;13,9;14,8;13,1;8,5;NA;12,7;66,8;60,8;2,6;3,4;35,1;6,9;5,7;2,1;2,4;1,2;-14,5;0,666
241800507;11470;21670;36950;3,2;52,5;5,0;31,2;25,5;20,1;17,3;13,4;9,5;7,7;14,7;68,7;61,5;2,3;4,9;33,8;8,4;6,6;2,0;2,9;1,7;-17,5;0,649
241900133;11540;20110;32520;2,8;45,6;10,3;29,5;NA;20,2;17,9;14,1;11,4;NA;15,6;60,2;52,2;2,6;5,4;40,8;8,8;5,0;2,0;1,9;1,1;-14,8;0,708
241927201;12350;21540;34530;2,8;49,0;6,7;27,4;23,3;15,4;14,7;11,5;7,0;10,7;12,2;63,2;55,2;2,5;5,5;39,1;8,5;4,8;1,8;1,9;1,1;-15,6;0,701
241927243;11960;20870;33240;2,8;42,8;10,0;27,4;NA;15,0;13,4;14,9;10,3;16,5;13,9;62,9;51,9;2,1;8,9;38,2;9,1;4,5;1,7;1,8;1,0;-14,7;0,694
242000354;10420;20340;38950;3,7;47,5;9,0;31,0;24,4;21,7;21,7;19,6;16,9;19,8;19,9;70,5;58,4;2,3;9,8;30,0;11,7;7,2;1,5;3,9;1,8;-19,4;0,605
242000495;10090;20380;37190;3,7;47,5;14,2;30,0;NA;NA;25,5;20,3;19,1;NA;20,6;58,5;46,6;3,2;8,7;39,8;15,9;4,7;1,5;2,3;0,9;-18,9;0,575
242000503;12490;23880;40710;3,3;55,5;8,5;18,3;NA;NA;NA;NA;NA;NA;11,4;73,4;63,7;2,5;7,2;30,9;9,8;3,8;1,2;1,9;0,7;-17,9;0,604
242010056;11530;22160;39940;3,5;55,2;7,3;23,4;17,5;16,0;14,7;14,1;13,3;15,8;14,7;74,8;64,9;2,4;7,5;29,2;10,4;5,4;1,4;2,7;1,3;-19,8;0,614
242010130;10040;20310;35680;3,6;45,5;13,6;28,2;NA;22,0;20,4;22,2;17,2;21,0;20,2;62,9;51,6;2,9;8,4;35,6;12,2;6,0;1,7;3,0;1,3;-16,7;0,586
242020071;10220;20130;35210;3,4;46,1;10,9;29,6;NA;NA;19,7;17,8;16,9;NA;19,7;70,9;60,2;2,6;8,1;29,7;10,0;6,1;1,5;2,9;1,7;-16,7;0,642
242020105;9860;19330;35990;3,6;44,1;14,4;28,0;NA;21,2;20,8;23,3;20,2;17,7;21,0;66,0;49,4;4,1;12,5;32,0;13,4;5,8;1,8;2,6;1,4;-17,2;0,586
242100154;14190;23350;36790;2,6;54,9;5,0;19,7;NA;NA;6,5;9,7;NA;NA;7,2;77,7;69,6;2,1;6,0;26,0;8,7;4,1;2,2;1,2;0,7;-16,5;0,671
242100410;11770;22050;39040;3,3;55,7;5,0;26,4;23,3;16,9;16,4;13,4;8,2;6,1;13,8;72,9;64,7;2,6;5,6;31,3;9,2;5,7;1,9;2,2;1,6;-19,1;0,677
242101434;11220;19980;32550;2,9;42,0;11,0;30,2;NA;20,0;22,1;19,1;9,2;9,8;15,9;59,4;48,4;2,7;8,3;38,7;10,9;5,6;1,9;2,5;1,2;-14,6;0,660
242101442;11670;19910;33610;2,9;42,4;10,1;27,0;NA;NA;NA;NA;NA;NA;14,9;58,2;48,1;2,5;7,6;40,8;9,5;5,7;1,8;2,6;1,3;-14,2;0,651
242101459;12150;20820;32690;2,7;45,5;6,8;26,3;NA;NA;16,5;NA;NA;NA;12,4;64,7;56,6;2,2;5,9;35,6;9,5;5,1;2,1;1,9;1,1;-14,9;0,672
242101491;12410;20750;32920;2,7;45,9;5,6;26,6;NA;13,8;14,2;13,2;8,7;NA;11,9;63,9;55,1;2,6;6,2;37,1;8,2;5,5;1,9;2,4;1,2;-14,7;0,652
242101509;12820;20890;32630;2,5;45,0;7,3;24,9;NA;11,1;12,3;10,0;7,9;11,4;10,8;70,7;62,9;2,9;4,9;31,0;7,8;5,0;2,5;1,6;0,9;-14,5;0,669
242200715;10720;19420;31530;2,9;36,5;13,6;33,6;NA;18,6;23,3;19,6;12,9;14,5;17,6;59,2;45,1;2,8;11,3;39,7;8,8;6,2;2,1;2,8;1,3;-13,9;0,683
242300135;10760;19390;33260;3,1;40,4;12,2;33,7;NA;23,2;20,1;18,1;13,3;16,3;18,3;59,0;50,2;2,8;6,0;39,9;9,5;6,5;1,8;3,2;1,5;-14,9;0,705
242320000;10630;19260;31450;3,0;38,7;14,4;37,2;NA;NA;22,4;22,6;NA;20,7;18,7;56,1;44,6;2,5;9,0;43,1;8,7;5,6;1,8;2,6;1,2;-13,5;0,686
242320109;10340;19320;31310;3,0;37,2;17,1;32,8;NA;NA;20,7;22,2;16,1;21,6;19,6;52,1;41,8;2,4;7,9;47,4;9,1;5,0;1,5;2,5;1,0;-13,6;0,718
242400752;10790;19450;32550;3,0;38,0;13,6;31,5;NA;20,8;19,7;20,3;13,3;17,5;17,8;54,3;44,6;2,6;7,1;44,4;10,2;4,9;1,5;2,2;1,2;-13,8;0,682
242400935;10100;18830;30490;3,0;36,0;14,6;38,1;NA;26,1;26,7;22,9;15,1;NA;21,3;54,7;45,4;3,2;6,1;43,6;8,6;6,7;2,1;3,0;1,6;-13,6;0,642
242401024;10970;19720;32220;2,9;39,2;13,6;27,6;NA;18,4;19,1;19,3;13,3;14,5;16,6;56,3;46,4;2,6;7,3;43,7;9,2;4,7;1,6;2,1;1,0;-13,9;0,713
242500320;15290;26620;46000;3,0;63,3;5,0;NA;NA;NA;NA;NA;NA;NA;5,3;92,3;82,3;2,7;7,3;15,8;7,4;2,7;1,7;0,6;0,4;-18,2;0,541
242500338;13730;25300;46020;3,4;61,6;5,0;17,4;8,6;9,0;8,8;8,1;8,4;NA;8,4;85,6;77,8;3,4;4,4;21,9;8,9;3,6;1,3;1,4;0,9;-20,0;0,572
242500361;11240;21850;38400;3,4;52,5;5,0;30,7;30,8;19,9;17,3;13,3;8,7;7,2;15,4;73,1;64,7;2,7;5,7;29,6;9,1;6,5;2,2;2,6;1,7;-18,3;0,651
242504116;15930;31410;54090;3,4;71,4;5,0;12,0;NA;5,0;5,1;NA;NA;NA;5,1;95,8;88,8;3,6;3,4;17,1;6,7;1,9;0,8;0,7;0,4;-21,5;0,545
242504181;14100;23510;40040;2,8;53,7;5,0;16,1;NA;7,1;7,2;6,5;5,1;10,8;7,2;82,0;72,3;2,7;7,0;21,5;9,0;4,1;2,3;1,1;0,7;-16,6;0,588
242504355;15930;29930;50030;3,1;67,9;NA;NA;NA;NA;NA;NA;NA;NA;5,0;96,3;87,8;3,5;5,0;15,2;5,9;2,0;1,2;0,5;0,3;-19,4;0,511
242504371;12990;21530;36390;2,8;45,1;8,1;NA;NA;NA;NA;NA;NA;NA;10,1;72,2;57,6;2,9;11,7;29,1;8,9;4,4;2,4;1,2;0,8;-14,6;0,610
242504447;13080;21730;34330;2,6;48,1;5,6;24,2;NA;11,7;10,3;9,0;7,5;NA;9,7;71,6;63,3;2,5;5,8;29,2;9,9;5,1;2,4;1,7;1,0;-15,8;0,653
242504488;14330;23140;38850;2,7;53,8;5,1;NA;NA;NA;NA;NA;NA;NA;6,8;82,3;71,5;2,8;8,0;22,4;7,6;3,9;2,4;0,9;0,6;-16,2;0,567
242504496;14830;26030;43010;2,9;61,0;NA;NA;NA;NA;NA;NA;NA;NA;5,9;90,1;80,8;3,2;6,1;18,2;6,5;3,0;1,8;0,7;0,5;-17,8;0,561
242600252;12550;21500;35150;2,8;47,5;7,1;25,0;16,5;13,4;12,6;11,7;8,6;8,4;11,5;71,3;60,8;3,4;7,1;28,6;11,6;4,9;2,4;1,5;1,0;-16,4;0,584
242600492;10750;20410;36910;3,4;42,8;11,1;29,8;NA;20,1;19,5;19,1;11,3;NA;16,2;55,1;44,4;3,2;7,5;41,0;15,6;4,8;1,9;1,8;1,1;-16,5;0,575
242600534;9890;19160;34240;3,5;39,2;14,8;33,3;NA;30,5;28,4;25,1;12,4;NA;21,4;54,7;40,0;4,5;10,2;39,3;13,7;6,9;2,0;3,1;1,8;-14,6;0,504
242700276;12950;21650;34360;2,7;50,5;5,6;23,4;NA;14,6;10,8;10,7;5,8;NA;10,3;73,0;66,2;2,9;3,9;29,5;7,4;5,7;2,5;2,1;1,1;-15,6;0,665
242700607;14020;22960;35890;2,6;55,7;5,0;18,3;NA;7,3;7,6;7,2;5,4;NA;7,2;76,8;69,6;2,7;4,5;26,3;8,7;4,4;2,2;1,4;0,8;-16,2;0,673
242852465;13390;21770;34190;2,6;49,9;5,7;20,4;NA;9,4;11,2;NA;NA;NA;8,7;68,8;60,0;2,5;6,3;31,5;10,2;4,7;2,4;1,5;0,8;-15,2;0,703
242900074;14720;23440;37740;2,6;56,0;5,0;17,5;NA;6,1;6,1;6,5;5,0;7,4;6,0;70,8;60,9;2,6;7,3;33,9;9,2;3,7;2,1;1,0;0,6;-17,6;0,733
242900314;11990;21660;37090;3,1;50,7;5,0;29,1;26,0;15,6;14,2;11,9;7,7;6,9;13,2;73,0;64,9;3,1;5,0;30,4;7,7;6,6;2,2;2,7;1,7;-17,7;0,691
242900553;14350;22440;35040;2,4;51,2;5,0;18,5;NA;6,3;6,9;7,1;5,0;7,5;6,6;72,9;63,8;2,7;6,4;30,1;8,6;4,4;2,5;1,2;0,7;-16,0;0,720
242900561;11450;19560;30510;2,7;36,8;12,1;29,5;NA;17,5;17,0;15,1;11,9;15,6;15,4;62,7;52,0;3,1;7,6;36,3;8,4;5,9;2,3;2,4;1,2;-13,3;0,660
242900629;12530;20710;34570;2,8;43,7;9,2;24,2;NA;NA;15,0;13,1;8,0;11,3;11,5;49,2;39,1;2,7;7,4;51,7;10,3;3,9;1,4;1,7;0,8;-15,1;0,727
242900645;12040;20710;33590;2,8;44,6;7,5;29,1;NA;16,3;17,3;14,1;8,8;8,0;13,0;57,7;48,1;3,4;6,2;43,2;9,3;5,4;1,6;2,5;1,3;-15,6;0,723
242900660;14350;24270;41790;2,9;59,6;5,0;15,9;NA;7,9;7,9;8,0;5,0;7,2;7,0;61,6;52,1;2,4;7,1;41,1;13,8;3,0;1,3;1,1;0,6;-19,5;0,741
242900694;13010;21450;33910;2,6;47,7;6,9;24,0;12,6;10,6;11,6;12,1;6,8;8,5;10,1;64,6;55,8;2,9;5,9;37,3;9,0;4,7;2,1;1,7;0,9;-15,6;0,660
242900702;13220;22120;37070;2,8;51,2;6,2;23,8;NA;11,4;11,9;11,6;6,1;7,4;9,5;56,1;47,1;2,7;6,3;46,3;10,7;3,6;1,4;1,4;0,8;-16,7;0,721
242900710;13390;21270;33510;2,5;46,4;6,7;21,1;NA;8,6;10,0;9,7;5,9;10,3;8,9;66,6;56,6;3,1;6,9;34,8;9,1;4,5;2,1;1,6;0,8;-15,0;0,673
242900744;12000;20460;32070;2,7;43,7;8,5;29,5;NA;14,6;15,7;14,0;9,9;12,0;13,4;61,7;51,2;2,7;7,8;38,4;8,4;6,0;2,2;2,5;1,3;-14,5;0,688
242900751;13010;20710;32190;2,5;42,3;7,0;22,2;13,2;9,8;10,4;10,3;7,5;12,8;10,1;74,4;63,4;2,9;8,1;26,0;8,9;5,8;2,8;1,9;1,1;-15,1;0,695
242900769;13000;21720;35840;2,8;49,0;6,2;22,9;12,9;10,9;13,0;11,3;7,2;7,1;10,1;61,3;53,2;2,9;5,2;40,0;10,7;4,4;1,7;1,7;1,0;-16,4;0,702
242900793;13480;21500;33970;2,5;45,2;5,8;22,5;NA;9,1;9,4;9,5;6,2;9,5;8,8;67,3;57,2;2,8;7,3;34,4;8,7;4,7;2,3;1,5;0,9;-15,1;0,731
242900801;14480;22910;36110;2,5;53,5;5,0;18,9;9,1;6,9;6,8;7,0;5,0;7,3;6,6;76,1;67,4;2,7;6,0;28,2;7,8;4,4;2,3;1,3;0,8;-16,5;0,709
242900835;12340;21220;34780;2,8;47,1;7,0;28,9;20,9;14,5;14,7;12,9;7,7;8,1;12,1;62,7;52,0;3,0;7,7;38,6;9,5;5,5;2,0;2,3;1,2;-16,3;0,725
243000270;9270;17720;30410;3,3;34,9;16,5;44,7;NA;37,8;36,3;28,3;15,9;NA;25,8;51,5;41,8;3,6;6,1;43,5;9,3;9,0;2,1;4,6;2,3;-13,3;0,558
243000296;11740;21730;36670;3,1;48,1;7,9;29,0;22,7;15,5;14,5;15,0;11,5;12,1;14,3;72,7;63,5;3,6;5,6;28,0;10,5;5,7;2,2;2,2;1,3;-16,9;0,600
243000569;12740;22630;37870;3,0;53,0;6,5;22,5;NA;12,0;11,1;11,2;8,6;8,6;10,8;76,6;67,1;3,7;5,8;27,0;9,0;4,7;2,1;1,6;1,0;-17,3;0,615
243000585;10130;18930;32270;3,2;40,0;11,3;38,4;27,8;23,5;24,2;21,7;20,6;18,1;22,3;70,4;59,7;4,4;6,3;27,4;8,9;8,3;3,0;3,3;2,0;-15,0;0,561
243000593;11270;20260;33060;2,9;44,2;8,6;30,9;18,2;16,2;18,2;17,1;13,5;14,4;16,2;71,7;63,2;3,9;4,6;28,2;9,0;6,7;2,7;2,5;1,5;-15,6;0,589
243000643;9870;19550;35510;3,6;43,8;8,9;39,8;32,2;27,6;26,7;22,5;17,7;12,3;22,8;67,4;58,0;3,5;5,9;31,1;9,7;8,8;2,7;3,8;2,3;-17,0;0,589
243000650;11440;20880;36720;3,2;48,6;8,8;25,8;NA;18,0;18,8;17,7;11,7;10,1;15,4;57,9;47,8;3,8;6,3;40,5;14,2;4,8;1,4;2,2;1,2;-17,4;0,675
243000684;11490;21180;35420;3,1;47,2;9,2;29,0;18,9;15,0;14,8;15,3;14,6;14,1;15,0;73,0;63,3;3,6;6,1;27,9;9,7;5,7;2,3;2,1;1,3;-16,3;0,602
243100518;11150;22880;42910;3,8;55,9;5,0;27,3;26,0;16,3;17,3;14,6;10,7;9,2;15,8;82,2;73,1;3,2;5,9;21,7;10,0;6,3;1,9;2,6;1,8;-20,2;0,629
243100567;11420;20430;34700;3,0;43,5;9,5;27,7;NA;18,1;16,2;15,0;11,8;13,6;15,0;64,0;54,6;3,1;6,3;34,9;11,0;5,7;1,9;2,4;1,4;-15,6;0,635
243100633;13980;26670;47190;3,4;64,7;5,0;20,2;21,4;9,1;8,9;7,1;5,0;5,7;8,1;80,8;72,5;2,4;5,9;25,2;11,2;3,8;1,6;1,3;0,9;-21,0;0,688
243100732;15150;26590;45000;3,0;64,3;5,0;15,2;NA;5,9;5,8;6,2;5,1;NA;6,2;84,5;75,6;2,6;6,3;20,3;12,2;2,9;1,5;0,9;0,5;-19,9;0,677
243100773;12670;21840;34830;2,7;47,7;6,5;24,2;NA;11,5;10,4;12,0;9,0;NA;11,0;77,5;69,9;3,1;4,5;24,4;8,5;5,5;2,6;1,8;1,1;-15,9;0,609
243100781;14150;25550;42870;3,0;62,8;5,0;19,4;15,4;8,3;8,1;7,0;5,4;7,8;7,8;87,1;81,5;2,5;3,1;19,8;7,5;4,3;2,0;1,4;0,9;-18,7;0,637
243100815;15730;26700;44880;2,9;67,1;5,0;13,8;NA;5,4;5,1;5,0;NA;NA;5,1;83,9;75,6;2,4;5,9;22,5;10,9;3,0;1,5;0,9;0,6;-20,3;0,689
243200391;11450;20120;33900;3,0;41,0;10,2;28,2;NA;20,2;16,4;14,9;11,5;15,1;15,4;59,4;48,5;2,8;8,1;36,9;13,1;5,7;1,8;2,6;1,3;-15,1;0,680
243200409;11370;20140;33530;2,9;40,4;11,2;29,3;NA;NA;17,8;15,8;12,6;16,3;15,8;60,2;48,5;2,6;9,1;37,6;11,5;5,4;1,8;2,4;1,2;-14,7;0,687
243200417;10580;19470;33850;3,2;39,4;11,4;34,2;NA;21,0;23,4;19,6;12,6;18,4;18,7;57,8;44,7;2,9;10,2;39,6;12,5;5,7;1,9;2,4;1,4;-15,6;0,696
243200425;10540;19250;32180;3,1;38,1;13,3;30,1;NA;NA;21,8;21,4;15,9;16,9;18,7;55,1;45,6;2,6;6,9;41,4;11,5;6,3;1,6;3,1;1,6;-14,3;0,690
243200458;10680;19340;33960;3,2;37,0;13,3;31,8;NA;20,3;21,3;18,5;14,0;19,8;18,4;57,4;44,6;3,1;9,7;40,3;12,4;5,2;1,6;2,4;1,2;-15,3;0,701
243200508;10500;19070;32180;3,1;35,5;13,8;33,6;NA;NA;20,6;19,9;14,7;18,5;18,8;52,0;41,9;2,5;7,6;44,2;11,4;6,2;1,6;3,3;1,3;-13,8;0,688
243200599;12590;21850;35830;2,8;45,8;8,3;21,5;NA;NA;12,0;11,1;NA;NA;11,2;70,3;59,9;2,7;7,7;31,2;9,8;4,2;1,8;1,6;0,8;-15,5;0,635
243200607;10960;19650;34460;3,1;37,7;12,8;30,6;NA;NA;16,6;20,3;14,6;17,3;17,1;57,8;46,6;2,1;9,1;39,6;11,5;5,7;1,6;2,8;1,3;-14,6;0,695
243300316;11620;22760;41690;3,6;56,3;5,0;24,3;24,3;15,5;15,0;13,2;9,5;7,9;14,0;80,4;70,7;3,3;6,4;24,6;9,6;5,5;1,7;2,3;1,5;-20,1;0,650
243300563;12900;23380;42750;3,3;57,6;5,4;19,0;16,2;15,0;13,3;11,8;6,5;6,2;10,4;60,8;50,2;3,2;7,4;42,5;14,2;3,3;1,1;1,4;0,8;-20,8;0,724
243300811;10910;19100;32690;3,0;38,9;13,1;31,1;25,6;21,0;19,6;14,8;13,8;25,5;18,7;66,8;57,5;3,5;5,8;31,9;7,9;7,3;2,5;3,2;1,6;-13,9;0,593
243301165;15580;26460;43510;2,8;67,6;5,0;13,2;NA;7,2;5,5;5,0;5,0;NA;5,1;78,4;71,8;2,3;4,3;30,1;8,2;2,9;1,4;0,9;0,6;-19,6;0,718
243301181;12110;20180;31280;2,6;38,6;8,6;25,6;NA;13,7;12,0;11,1;12,9;15,0;12,8;76,9;68,8;3,9;4,2;23,3;6,4;6,8;3,1;2,4;1,3;-13,4;0,554
243301215;13650;22720;36010;2,6;52,0;5,0;20,2;NA;9,7;8,8;8,0;NA;NA;8,3;78,3;70,0;2,8;5,5;25,0;8,7;4,5;2,2;1,5;0,8;-16,5;0,655
243301223;12680;21520;33810;2,7;47,3;6,9;21,4;14,3;9,6;12,1;11,8;9,0;12,0;11,1;78,2;70,2;3,4;4,6;24,1;7,2;5,5;2,5;1,9;1,1;-15,0;0,593
243301249;13920;23470;38980;2,8;58,1;5,0;18,1;NA;9,6;8,5;8,2;5,4;NA;8,1;76,7;68,9;3,1;4,7;27,0;10,1;4,2;1,9;1,5;0,8;-18,0;0,655
243301264;15200;24980;40420;2,7;62,7;5,0;13,1;NA;6,2;5,7;5,7;5,0;6,3;5,6;82,3;74,1;2,7;5,5;23,8;9,0;3,4;1,8;1,0;0,6;-18,5;0,661
243301355;14670;25060;41890;2,9;63,0;5,0;17,4;NA;7,8;7,7;6,7;NA;NA;6,8;78,4;70,0;2,8;5,6;27,1;10,3;3,2;1,6;1,0;0,6;-19,0;0,676
243301371;10060;18500;33900;3,4;36,9;12,1;37,4;32,4;27,4;25,7;24,1;16,1;14,3;21,7;56,9;45,1;3,3;8,5;39,2;11,3;7,5;2,3;3,3;1,9;-14,9;0,610
243301389;14010;22840;34840;2,5;52,7;5,2;17,1;NA;8,3;8,0;7,0;6,7;NA;7,9;81,0;72,8;3,4;4,8;23,2;7,5;4,2;2,3;1,2;0,7;-15,9;0,614
243301397;13320;22280;35770;2,7;50,7;6,3;19,3;NA;10,2;8,2;10,1;6,9;NA;9,1;75,2;65,6;3,0;6,6;27,1;9,3;4,5;2,1;1,6;0,8;-16,1;0,644
243301405;14090;23100;35930;2,6;51,6;5,0;17,5;NA;7,0;7,6;7,7;6,8;NA;7,6;81,8;73,6;3,4;4,8;23,0;6,7;4,6;2,4;1,4;0,8;-16,1;0,642
243301439;14440;24830;43790;3,0;60,0;5,0;17,1;NA;7,0;6,9;8,9;6,0;NA;7,2;77,9;68,5;2,9;6,5;26,8;11,7;3,1;1,5;1,0;0,6;-19,5;0,685
