codgeo,0205_School,0610_School,1114_School,1517_School,1824_School,2529_School,30+_School,15+_NoDiploma_amg_WF,15+_CertifGeneEducation_amg_WF,15+_VocationalGraduate_amg_WF,15+_HighSchoolGraduate_amg_WF,15+_HSG+2_amg_WF,15+_HSG+4_amg_WF,15+_HSG+5+_amg_WF,15+_HighEducation_amg_WF,15+_men_NoDiploma_amg_mWF,15+_men_VocationalGraduate_amg_mWF,15+_men_HighSchoolGraduate_amg_mWF,15+_men_HighEducation_amg_mWF,15+_women_NoDiploma_amg_wWF,15+_women_VocationalGraduate_amg_wWF,15+_women_HighSchoolGraduate_amg_wWF,15+_women_HighEducation_amg_wWF,15+_MenOnWomen_NoDiploma,15+_MenOnWomen_VocationalGraduate,15+_MenOnWomen_HighSchoolGraduate,15+_MenOnWomen_HighEducation,taux_cumu_1_inj
200000172,74.92034305512063,97.99504788083199,99.10140257845552,96.33171489207416,31.34721646772739,3.7119918021952736,0.7591715342289226,22.12961918768903,4.67048551667665,27.35552548345157,17.159249969946966,12.16112193719531,8.797646774210461,7.7263511258345305,28.685119837240297,19.877151759130786,32.13482928872263,17.255846259130635,26.456069144292,24.422766519428016,22.489906727027492,17.06090913713892,30.954427523574807,82.85767346099323,145.46609540734073,102.96924575905797,87.01136450558404,0.62
200000438,75.61304174795039,98.23224894254939,98.89895046941031,96.86359372036328,28.701364971143803,1.689748359259355,0.4281709794297688,18.63924101457856,4.285793910663809,37.04516331195678,18.952469255758793,11.88261347457981,6.000628373262754,3.1940906631068824,21.077332510949446,13.98525332881267,44.79227191469442,18.245678592883053,19.448368617121496,23.028320514939573,29.739025455562903,19.61902890831838,22.613574660335285,57.27383848316849,142.04455043152686,87.7062881517944,81.10771686406994,0.686
200000545,76.14803617368644,97.6880165098037,98.70919794180824,93.28104094519654,32.47163410542247,4.459854849556962,0.7626963672273204,33.953341030004594,6.308089133569436,31.72181314705462,13.852987395066506,6.685409882151524,4.555567540247209,2.9227918791954552,14.163769301594188,29.58799530667628,38.732970751312486,12.78115526713383,14.127803968052595,37.82004732718423,25.511517565188804,14.802387594105754,14.195626430559319,69.29725225968124,134.48289689068565,76.48228953257725,88.15412509038933,0.637
200000628,69.48927933175209,98.08869822274204,98.1449857296071,94.70484705667856,33.48679607634323,3.411301740073475,0.6212020649330211,28.675966164114616,5.404107601274472,30.76756426488527,16.331402091233773,9.329053022705384,5.368499811243,4.1234070501507265,18.820959884099107,25.433840787288805,35.64643863051959,15.613936584351398,18.50170081867013,31.700193996517164,26.216590453709216,17.000647992417864,19.118762120081513,74.84016370013595,126.83077245595366,85.67056605335151,90.26857459959935,0.592
200000800,75.52887719061415,98.08616620551967,98.77364022381518,96.31511581586838,31.096046977539253,3.580672259309773,1.5226486057543904,28.204380690525376,5.533019514284187,30.14240437191049,15.94308138786089,9.312576713692994,5.772915805767811,5.09162152815545,20.177114047616254,23.314186600233302,37.777574040204506,16.155096621533676,18.554878834049,32.606257694172555,23.269655118761623,15.752237228243622,21.637358722829525,64.36223526712892,146.1355659183215,92.31645587585143,77.19082531573464,0.758
200000925,70.80813822062423,97.25998414980735,99.0570706741913,96.65634249148084,48.00773980259084,2.0497490971560586,0.4311358796106622,18.564596020844665,4.753989830767138,31.350253300436112,18.959243320449016,13.405170282881958,7.765702124048698,5.201045120572419,26.371917527503072,15.711810436843507,37.89852031232256,19.06920945906157,23.32442012300753,21.333790562311723,24.993860681271883,18.852499347932607,29.33011853110877,71.48954601428855,147.1882849646303,98.18566600777945,77.19361383129092,0.727
200000933,70.42396115480939,97.28841223836102,99.01303900134187,94.63726966642479,25.478565073390577,2.586808657773255,0.5450475312811758,28.649560382184713,6.366325184837547,32.13103578052662,15.228159136549666,8.425580431154414,5.295101253338813,3.904237839889622,17.624919524382843,23.79497118057964,39.876038177649875,14.599581344435808,17.022686756130604,33.33670491578889,24.653174288883815,15.835056000506217,18.206380058002775,68.9157318451561,156.1690675677562,89.01775940146851,90.27351714407416,0.749
200004802,71.07135775934678,98.39286061647097,98.8592616482097,97.46674883672787,35.10864945137062,2.8942409533386773,0.6492649388247435,17.946267076134983,6.630127802977307,25.69302183451309,19.270962050223076,12.012364340476484,9.641618907691303,8.805637992596564,30.459621240764353,17.672722306484406,29.913294157539696,18.386669413651592,28.149149333225186,18.206531429620338,21.677640779787797,20.112322898040535,32.65792135386092,92.35544985241613,131.292076227523,86.98154642656631,82.00928509576212,0.583
200005932,74.6775749517836,97.06249587272467,97.75170528621383,97.90444670428319,43.768957505360284,4.556036725993109,0.7629440902549427,16.25930775758093,5.218196028272451,27.015824000907532,17.86569239023102,13.909930553768183,9.777047593536897,9.954001675702985,33.64097982300807,13.828250124462274,32.6872194677817,17.2473715902197,31.84441087424511,18.503087716024577,21.7813272053545,18.436380550700097,35.29914922068418,68.97759139580576,138.50920812144332,86.34401963824024,83.26337050684333,0.759
200005957,77.55026118738054,98.37709208219115,98.39386971103892,94.22683743602188,44.21594079665996,3.060663607386839,0.41356668063229474,31.956547405440585,5.62732327655678,30.326235325918656,15.816754272263774,8.870896677795407,4.983389291802632,2.4188537398422327,16.27313970944027,27.64711122119013,36.9916531155676,15.777698427653801,15.349348160954943,36.002611206293906,24.06817638660221,15.853423208136565,17.140473482132123,72.09879924918147,144.30215839442988,93.4400087179311,84.07742365477567,0.665
200006682,74.04064235973601,98.6217606283521,98.81711203037355,96.5622106730994,36.213316743371195,4.071301270666068,0.6490339742499166,23.10609738558926,5.333780445011227,28.945580783323575,16.42941574546815,11.397637371034612,7.939438510990873,6.848049761099716,26.1851256431252,19.800208270261823,34.48981327224862,16.236638599620854,24.65098128934986,26.13309211133264,23.869075808613225,16.60592965198224,27.589845133204125,69.37489546910395,132.30572039463334,89.52747023420099,81.81036529767526,0.75
200006716,75.45977020894176,97.98655603918493,98.2902045853451,96.20224988229187,29.219572662146035,2.1370001274396526,0.6095748491271491,29.83780739805238,6.180499405641958,30.559348365537698,14.859325199248355,8.602268829645043,5.471364848761558,4.489385945146088,18.563019623552687,26.6503306537163,37.04014704235777,14.06397384867452,17.02265962053587,33.011894032788156,24.105774531707386,15.651335398620425,20.096908806256543,80.39034840967133,153.01125013146907,89.48050026804276,84.34705135700268,0.67
200006930,76.9118700404493,96.57513778952874,98.56463153443681,97.94191009417956,48.775712485122895,4.055683651416263,0.7380934442238433,27.14779963035776,6.89900838080311,29.371761731391423,17.138572614706515,9.159299053789672,6.230883778748338,4.0526748589207555,19.442857691458766,27.464515291197163,33.340816464327666,16.060121679262608,18.222502671849423,26.830241385597958,25.39214841708168,18.219892473036452,20.66645913084463,102.63633749927712,131.65294252293234,88.38057223115291,88.4088489757792,0.708
200006971,74.39618310578659,98.63330710013051,98.49403362994725,94.47089287847545,27.72776827431134,2.937455295618187,0.6408693930090544,32.43148539647195,6.1670037614843825,28.631827867223723,14.63132964197806,7.865844557669404,5.8048893473219145,4.467619427850568,18.138353332841888,26.775525127381805,36.643221089634544,15.256955376975014,17.25609725476466,37.41861332268788,21.567803198286416,14.079685813888611,18.91628027040413,63.09493051642984,149.80692494450875,95.5474433749562,80.43609867934498,0.745
200007052,71.7701210729108,97.73712725383555,98.84420434241812,95.68711415065303,25.049147757344787,3.237841257403815,0.4673732952018466,32.693457985007186,5.355279646128776,32.7300460359835,14.774620033121877,6.947708488626207,4.534766432277141,2.9641213996302564,14.446596320533603,27.181784578405303,41.874378146784245,15.111807115218143,12.01899656852435,37.97556674846185,23.966581115093028,14.451477003795965,16.77308498451161,68.59580642963981,167.44267330174307,100.21391514193469,68.67191013520369,0.75
200007177,75.95490716367732,96.81889617238907,99.64355369256675,96.17709612355604,34.84961924396881,3.241708905366403,0.5212771677530169,26.833864299688614,5.571263794377486,33.54477328324802,17.22788047420839,9.018781767445194,4.46388861571532,3.3395477653169823,16.8222181484775,21.827243843442577,40.34721387450202,17.461650198981104,15.71386714655056,31.474572483218665,27.23949375579369,17.01119596930231,17.84956451006197,64.28041188598041,137.29480639248035,95.14588866668102,81.60091768238779,0.716
200010650,73.93019573111751,97.77697066124418,98.77499976266694,96.63254603239925,40.823373912759834,3.3315706556583606,0.7067805998101101,22.238833239735882,5.81639186831848,29.937725378779405,17.286940187546517,11.083166196482404,7.961402604820926,5.675540526750359,24.72010932805369,19.964447456755217,34.80494932678412,17.34052824829894,23.02678010782804,24.251576252495887,25.63042136981046,17.23951683592673,26.21863986801913,72.85200684647123,120.17370631580594,89.01463787381978,77.72258766813776,0.692
200010700,73.33021904539183,97.94866504968027,98.48654902399585,96.44428169797295,33.362640451681706,2.1302619839002834,0.4861008908800739,25.260437190359394,5.025644117677873,32.825528348505216,17.455501674953762,10.228335948130992,5.30475640349884,3.899796316873926,19.432888668503757,21.58648837598435,39.33596144208561,17.528356064378563,17.458697383199734,28.735863378564883,26.666887922274288,17.38658398829749,21.30040409858702,71.06122936149926,139.5379705489926,95.36782812285459,77.53520918549552,0.735
200011773,69.16127124116738,96.82043539290206,97.86441877949716,95.59210374464732,39.36690567489666,6.466660479055696,1.5107224468473357,21.104649019922014,5.081313685177252,24.608861427266337,18.3784098471551,10.75108028417427,9.802540847073011,10.27314488923202,30.826766020479305,19.33511830470126,28.20239684545854,18.504594322400184,29.481805155253642,22.766747803374482,21.233497102988117,18.25988629681973,32.09007148257402,79.77091308607912,124.75651035392214,95.18756686551839,86.29430061262082,0.536
200011781,69.87252432170419,97.8143354492012,99.40009987727376,94.7870806954347,32.748743358998595,2.0865977543017604,0.3399555897268408,23.554335416574546,5.586550380158709,34.27090861526304,18.58815491446385,9.88360723186617,4.873762203122115,3.2426812385515684,18.00005067353985,19.209523371084675,42.12618524789557,18.244162801946306,15.935554407136246,27.61441342238075,26.930421719223133,18.90960375864414,19.929251706066733,65.0046090378396,146.17475101676766,90.15812981455609,74.7204655266541,0.723
200013050,70.41164005678009,97.99383728742218,98.78200527080193,96.74854665804305,39.12770989173655,2.7552974958581875,0.6335446592706784,20.270055216059447,3.324674040923356,37.31399978245695,17.416592772575967,11.072981283322914,6.394994459142243,4.206702452955643,21.6746781954208,14.048646390152461,45.87215725149704,16.82906254038331,20.750997673934442,26.308266586454316,29.00784834463277,17.986822430765628,22.571159732945357,51.82768601099812,153.48050513291093,90.8081961653981,89.22872333095701,0.724
200015162,63.54879840265045,96.58446975579406,98.8978733159474,95.34784773187702,24.282505115344065,2.803682000590683,0.5219596820861405,28.44194517628306,8.259340336392269,20.858570452227823,17.28500768076827,8.4028017736988,8.014727290051942,8.737607290577829,25.15513635432857,30.28219416924101,24.055229686710856,15.497513166488389,22.58711799108044,26.39188549090558,17.297453273443057,19.276298237416523,28.0159399401205,127.82236188610297,154.9234852163231,89.5629301506002,89.8143103301235,0.642
200016905,81.49827849532711,95.83183545500594,97.66179649582794,97.88789029869808,30.545015228483543,3.269002695249029,0.4990654527995284,28.119856040223453,8.30552419400902,27.588498697496558,15.952005052917768,8.684274634284542,6.18581806698276,5.164023314085909,20.03411601535321,26.660502817423556,32.8493785038584,15.204990783276795,17.51315652031608,29.5963515500353,22.265821938947287,16.707794122222975,22.584688036103493,91.13849879745685,149.26573978587768,92.0743704705895,78.45525624573824,0.675
200017341,77.74515320818276,97.2154903885112,98.21263751896083,93.78842238135273,30.63865367829302,2.7179160576104864,1.0265025400296293,22.83386783327763,7.35724502527955,25.179111133391896,18.27081959931321,9.96053955385902,9.944686986021521,6.453729860027094,26.35895639990763,21.76268615584519,29.552051389505678,18.247592542924576,23.791621061408865,23.82198981724579,21.145249751443504,18.292245623977383,28.727219918258367,84.27172632156632,128.92057696793267,92.02079410319783,76.39727378552766,0.606
200017846,74.91252690060458,98.01841949540172,98.10501039051064,96.2060548835506,44.25584311667476,4.6942647916058675,0.8865250790908621,23.21335366510632,6.177035969413281,26.011144628343708,18.363473280174116,11.565166014204072,8.059409471930088,6.6104169708284015,26.234992456962566,23.50261263233097,29.715352673753763,16.562654970413753,24.754665799873585,22.93306345505524,22.421789176090435,20.10845545704328,27.669420138291677,99.30592651428904,128.41972099731836,79.81276179612145,86.69181738121746,0.635
200018083,83.00043406623323,98.28503891952512,98.59090472515184,96.31633640093783,41.906757356996756,1.828490792107789,0.5107865620243393,25.60157697467478,5.675640877036238,28.027392297468996,18.622775906910956,11.260311801681677,6.908737860353534,3.9035642818738268,22.072613943909037,21.30719369272534,35.013964291555595,18.841858382921746,20.34360964511189,29.707014112769205,21.34821851829315,18.41333271638966,23.72554476411423,68.56869053263989,156.79718064219847,97.82501858757918,81.97292372718269,0.741
200018166,73.05204119053849,97.46446346218883,98.85967800992185,97.4887518762165,52.57995904350159,5.78807639245363,0.9075020335145039,13.814477133198626,3.9896444110175793,20.438919046371726,15.514865838922338,14.234403064871993,12.242795104507849,19.76489540110988,46.24209357048972,12.574005605847645,23.488967621980045,15.023950586918163,45.55592181676124,14.988504488553295,17.552242172273107,15.979485886121848,46.89151147059968,79.39748835585654,126.65511799811868,88.98417145171875,91.9479443165994,0.718
200018406,73.84085078343334,98.01263574723195,96.69237874776893,95.81194642799632,28.33124553155104,2.86214502143705,0.39987742126574727,30.9357445143823,5.771128880436781,31.04408843691555,14.788209950311868,8.611641805724288,5.156005032839531,3.6931813832067757,17.460828221770594,27.494800656418818,37.359117904709436,14.447237020245275,15.77226447978842,34.09556684844327,25.2449902893514,15.1013257476653,19.011438067395535,74.05216119504067,135.89594033690489,87.85263656631192,76.18406809994276,0.72
200018521,74.31168647577508,98.8907489221375,98.32567555814389,98.58439407453275,25.227116478429924,4.549803349791653,0.3261454525839802,26.696434694350646,6.17000909369138,33.13464404650927,17.09140658815656,8.806683693369498,5.329513412692191,2.7713084924481786,16.907505598509864,24.08158808064447,39.45577776856416,16.14552970072776,15.378547141757464,29.29041662802943,26.86394863002445,18.02973598541232,18.424264016908932,81.56057952692296,145.7006499690814,88.83490848605615,82.80296506814396,0.731
200022986,72.21070311049502,97.39269005940795,98.32487437424692,97.53317454741763,61.97652170055976,9.008864172692828,0.8495417766112902,11.040996928977764,4.812566591078955,17.62837896734037,17.55085947721218,14.473600873235856,14.680438704241402,19.81315845791348,48.967198035390744,10.534690625626238,20.52088906797162,17.232019397408692,47.38857288794155,11.5101019253564,14.948398620476963,17.846272502728947,50.429832297492226,84.80068132020564,127.19154042924073,89.46339594926283,87.06484496735459,0.71
200023075,73.95582635454763,98.03946647866046,99.39610961699493,97.40274020586088,19.396240654966537,1.530074485273017,0.4617508762993159,25.80384240126894,6.661642858711527,30.585350728419627,17.935760089582573,10.104743206160435,5.455804536008142,3.4528561798487485,19.013403922017325,21.440743690192342,36.17651538301147,18.868586864487227,18.645182148693255,30.110631825829355,25.066344535816125,17.014972192002592,19.376873512305835,70.28757758209063,142.4604548952133,109.46284492827495,94.98204710159693,0.598
200023125,71.76522478349732,97.47637363766411,98.44633746642457,98.00266585759735,52.91318650783562,5.05188942467052,0.853120728789684,18.626333751053366,6.158833342209969,21.944228262296107,19.417353540792597,13.49708368250776,10.782052753109463,9.574114671109793,33.853251106727015,18.41508573009935,25.206872374117303,19.016433203662764,32.04719277607998,18.820154304231586,18.950744751974586,19.785198876360255,35.51031379765376,89.77547914237479,122.03933904275982,88.18522122160526,82.80234744928535,0.686
200023240,71.86121248168797,97.56258777093417,97.83018500882108,95.91008262053457,43.20503637427329,4.78480777278174,0.7614029798330997,26.867331302104628,6.172943281007219,27.040183944625916,17.134402323498087,9.780237790541857,7.221027944004375,5.783873414217912,22.78513914876414,25.03962630377478,31.680742427377627,16.252005466419366,21.524662632094586,28.510833401131773,22.867318175909592,17.927867947386535,23.918580159656965,78.9736288333527,124.57883910374534,81.5159283041405,80.92172295709446,0.664
200023299,76.3237648146329,97.97840241186066,98.45175218881866,96.96997867817109,38.63330587159144,3.0033204866280503,0.5008687993401582,21.322472825334213,6.060300818043348,30.451839982172846,18.03444686605528,10.65493880486098,7.889106522546399,5.586894166755486,24.130939494162863,18.20023193516315,38.776127239382106,17.900759092192413,20.88684683575832,24.307939906873152,22.492208916579216,18.162278273724134,27.232920441467908,71.59367373102833,164.8459200656641,94.24254425975835,73.33723712664852,0.681
200023307,73.81676128509054,96.91304678035631,98.60802769765533,94.28213861910912,35.06709162187195,3.382495288188237,0.7659998549006717,27.518774964587376,6.273006245988304,28.435317485404994,16.801849435731913,9.270804502335007,7.072989205395122,4.627258160557301,20.971051868287432,24.810389109067316,34.21572289105078,15.675907585152782,19.763818852245798,29.87954111835112,23.396823660905664,17.783277317254687,22.023337242741263,72.37725104492759,127.47095814146395,76.83574836145121,78.22222544077174,0.657
200023372,71.6376041339388,98.17868556976596,99.53323467248252,98.2024225090463,34.268199887910654,5.361778299836072,1.146116823449542,14.188475777895853,5.846147456113273,23.281422880386845,20.33719482373763,11.609911514416988,13.577425087966537,11.159422469485635,36.34675907186916,12.913113698284599,28.650095299883425,20.02978402407842,33.40435650583961,15.396568638955177,18.19592212178118,20.62839118155473,39.13396404778193,79.44633194418375,149.1484758124201,91.97667932783884,80.85671374586354,0.7
200023414,72.10088523827542,97.35915209350983,98.09460561932663,94.99745490798881,61.35158900014553,12.215714495808978,1.214638431728217,23.58720545358083,5.115576717426379,24.791219266678414,16.22138248279048,10.88175989132006,9.17829015052228,10.22456603739404,30.284616079236383,20.535754158831985,29.088325246012737,16.199527759766386,29.85257730569478,26.246469552523887,21.046398013426217,16.24042833170517,30.661127152327943,68.18593348533649,120.44699418004787,86.92804312195054,84.8493937308016,0.705
